"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,         209,      -4.099416895,      -325.6324643
          0,           0,         210,      -3.990292198,      -325.6325193
          0,           0,         211,      -3.907623719,      -325.6326211
          0,           0,         212,      -3.858929955,      -325.6327396
          0,           0,         213,      -3.841928153,      -325.6328459
          0,           0,         214,      -3.851324979,      -325.6329106
          0,           0,         215,      -3.880428649,      -325.6329262
          0,           0,         216,      -3.920727176,      -325.6328942
          0,           0,         217,      -3.961431214,      -325.6328336
          0,           0,         218,      -3.989492338,      -325.6327631
          0,           0,         219,      -3.994960224,      -325.6327002
          0,           0,         220,      -3.976006527,      -325.6326609
          0,           0,         221,      -3.940594016,      -325.6326569
          0,           0,         222,      -3.900872533,      -325.6326904
          0,           0,         223,      -3.866956017,      -325.6327547
          0,           0,         224,      -3.844986717,      -325.6328358
          0,           0,         225,      -3.837463102,      -325.6329192
          0,           0,         226,      -3.844012221,      -325.6329937
          0,           0,         227,      -3.862772208,      -325.6330504
          0,           0,         228,      -3.890854691,      -325.6330845
          0,           0,         229,      -3.923337798,      -325.6330994
          0,           0,         230,      -3.955538943,      -325.6331079
          0,           0,         231,      -3.982520756,      -325.6331226
          0,           0,         232,      -4.001136767,      -325.6331494
          0,           0,         233,      -4.012101097,      -325.6331883
          0,           0,         234,      -4.019390642,      -325.6332378
          0,           0,         235,      -4.027921753,      -325.6332957
          0,           0,         236,      -4.041587104,      -325.6333591
          0,           0,         237,      -4.062760339,      -325.6334228
          0,           0,         238,      -4.092462674,      -325.6334806
          0,           0,         239,      -4.131008231,      -325.6335278
          0,           0,         240,      -4.176980371,      -325.6335626
          0,           0,         241,      -4.228211134,      -325.6335842
          0,           0,         242,      -4.280634446,       -325.633596
          0,           0,         243,      -4.328428909,      -325.6336045
          0,           0,         244,      -4.366218362,      -325.6336152
          0,           0,         245,      -4.390780794,      -325.6336298
          0,           0,         246,      -4.403034956,      -325.6336482
          0,           0,         247,      -4.407756881,      -325.6336697
          0,           0,         248,      -4.410466132,      -325.6336931
          0,           0,         249,      -4.415117407,      -325.6337169
          0,           0,         250,      -4.423438351,      -325.6337381
          0,           0,         251,      -4.435564451,      -325.6337538
