"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          24,      -2.555115924,      0.1860769695,     -0.0878211889,       3.104985819,      -6.396785116,       207023.5063,      0.0184052964,     0.04076942806,                 0,                 0,                 0,   -0.001928518028,     0.01769096856,     0.04108443539,                 0,       2.215092176,   3.306685845e-05
          0,           0,          25,      -2.543429421,      0.2032713093,    -0.08135595361,       3.118108364,       -6.33846453,       207023.5063,      0.0176700786,     0.04083788959,                 0,                 0,                 0,   -0.002106622548,     0.01695466792,     0.04114005517,                 0,       2.311132311,   3.306685845e-05
          0,           0,          26,      -2.529669695,      0.2230112221,    -0.07502826846,       3.135831284,       -6.34824528,       207023.5063,     0.01745101361,     0.04086474748,                 0,                 0,                 0,   -0.002113638749,     0.01673516755,     0.04116308576,                 0,        2.34168332,   3.306685845e-05
          0,           0,          27,      -2.531270455,      0.2199159973,    -0.06924525483,       3.130350662,      -6.325442247,       207023.5063,      0.0171549813,     0.04088013797,                 0,                 0,                 0,   -0.002138463844,     0.01643891173,     0.04117330744,                 0,       2.382989364,   3.306685845e-05
          0,           0,          28,      -2.527430737,      0.2235117614,    -0.05720335783,       3.126036334,      -6.289585088,       207023.5063,     0.01677012343,     0.04091391292,                 0,                 0,                 0,   -0.002201497693,     0.01605352302,     0.04120036055,                 0,       2.439690626,   3.306685845e-05
          0,           0,          29,      -2.510172287,      0.2421077835,    -0.05098663746,       3.137191896,      -6.243965201,       207023.5063,     0.01629120523,     0.04104846271,                 0,                 0,                 0,   -0.002321545152,     0.01557232955,     0.04132653157,                 0,         2.5196701,   3.306685845e-05
          0,           0,          30,      -2.496053358,      0.2619508292,    -0.04957156261,       3.160808799,      -6.213849214,       207023.5063,     0.01581911213,     0.04130164433,                 0,                 0,                 0,   -0.002437630962,     0.01509588972,     0.04157143547,                 0,       2.610869939,   3.306685845e-05
          0,           0,          31,      -2.485439557,      0.2772247192,    -0.03928804191,       3.182227897,      -6.250235822,       207023.5063,     0.01569832709,     0.04133201464,                 0,                 0,                 0,   -0.002442345047,     0.01497459304,     0.04159969316,                 0,       2.632892944,   3.306685845e-05
          0,           0,          32,      -2.488145841,      0.2720288444,    -0.02992763511,       3.174796188,      -6.229183442,       207023.5063,     0.01552744873,     0.04137775318,                 0,                 0,                 0,    -0.00245684604,     0.01480294246,     0.04164244249,                 0,       2.664813383,   3.306685845e-05
          0,           0,          33,      -2.480427429,      0.2767794573,    -0.01421786993,       3.171226692,      -6.198918025,       207023.5063,     0.01529221256,     0.04148635673,                 0,                 0,                 0,   -0.002491036668,     0.01456584672,     0.04174692407,                 0,       2.712907408,   3.306685845e-05
          0,           0,          34,      -2.458396639,       0.297595504,   -0.007152033719,       3.187970714,      -6.165973425,       207023.5063,     0.01497921254,     0.04175817481,                 0,                 0,                 0,   -0.002548167652,     0.01424815049,     0.04201323814,                 0,       2.787741659,   3.306685845e-05
          0,           0,          35,      -2.444291722,      0.3156573268,   -0.002326407256,       3.215735366,      -6.156408719,       207023.5063,     0.01466529374,      0.0421382473,                 0,                 0,                 0,    -0.00259335553,     0.01392764633,     0.04238777411,                 0,       2.873331284,   3.306685845e-05
          0,           0,          36,      -2.430502928,      0.3304358051,     0.01340150333,       3.240357302,       -6.16434315,       207023.5063,      0.0143893006,     0.04253248706,                 0,                 0,                 0,   -0.002616015166,     0.01364481479,     0.04277713708,                 0,       2.955841165,   3.306685845e-05
          0,           0,          37,      -2.409174577,      0.3480141481,     0.03568948128,         3.2635974,      -6.175643215,       207023.5063,     0.01414734115,     0.04293109193,                 0,                 0,                 0,   -0.002621853666,     0.01339593558,     0.04317145846,                 0,       3.034569638,   3.306685845e-05
          0,           0,          38,      -2.384644562,      0.3670323612,      0.0592927854,       3.287486285,      -6.188997684,       207023.5063,      0.0139353916,     0.04332902846,                 0,                 0,                 0,   -0.002615161627,     0.01317707335,     0.04356563536,                 0,       3.109279575,   3.306685845e-05
          0,           0,          39,      -2.359742488,      0.3857046801,     0.08313098524,       3.311403758,       -6.20238891,       207023.5063,     0.01374896419,     0.04372207763,                 0,                 0,                 0,   -0.002599023149,     0.01298381469,     0.04395537105,                 0,        3.18002702,   3.306685845e-05
          0,           0,          40,      -2.334944182,      0.4036719016,      0.1070639732,        3.33511241,      -6.211145245,       207023.5063,      0.0135837604,     0.04410711326,                 0,                 0,                 0,   -0.002575651825,     0.01281191626,     0.04433746484,                 0,       3.247047354,   3.306685845e-05
          0,           0,          41,      -2.310351611,      0.4208901111,       0.131024164,       3.358566072,      -6.215369853,       207023.5063,     0.01343597225,     0.04448212432,                 0,                 0,                 0,    -0.00254660013,     0.01265760577,     0.04470983952,                 0,       3.310674025,   3.306685845e-05
          0,           0,          42,      -2.285969129,      0.4374341839,      0.1549365795,       3.381810395,      -6.216740323,       207023.5063,     0.01330240482,     0.04484596244,                 0,                 0,                 0,   -0.002512925407,     0.01251770884,     0.04507129116,                 0,       3.371267304,   3.306685845e-05
          0,           0,          43,      -2.261764552,      0.4534425562,      0.1787474118,       3.404935847,      -6.214835804,       207023.5063,     0.01318045728,     0.04519808814,                 0,                 0,                 0,   -0.002475373532,     0.01238963443,     0.04542123495,                 0,       3.429174511,   3.306685845e-05
          0,           0,          44,      -2.237729532,      0.4690496717,      0.2024342302,       3.428024371,      -6.208719581,       207023.5063,     0.01306805001,     0.04553832514,                 0,                 0,                 0,   -0.002434523703,     0.01227130632,     0.04575945835,                 0,       3.484706985,   3.306685845e-05
          0,           0,          45,      -2.213883271,      0.4843646746,      0.2259822265,       3.451123747,      -6.195712767,       207023.5063,     0.01296354377,     0.04586667742,                 0,                 0,                 0,   -0.002390877741,     0.01216108546,     0.04608593673,                 0,       3.538128018,   3.306685845e-05
          0,           0,          46,      -2.190258117,      0.4994748216,      0.2493637651,       3.474246225,      -6.180229957,       207023.5063,     0.01286565996,     0.04618318603,                 0,                 0,                 0,   -0.002344895344,     0.01205769272,     0.04640068884,                 0,       3.589647651,   3.306685845e-05
          0,           0,          47,       -2.16689091,      0.5144497378,      0.2725359958,        3.49737612,      -6.163744742,       207023.5063,     0.01277341622,     0.04648785273,                 0,                 0,                 0,   -0.002297035212,     0.01196014587,     0.04670369926,                 0,       3.639422057,   3.306685845e-05
          0,           0,          48,      -2.143824211,      0.5293405484,      0.2954432559,       3.520473392,      -6.145502065,       207023.5063,     0.01268604308,     0.04678065169,                 0,                 0,                 0,   -0.002247741326,     0.01186767599,     0.04699492875,                 0,       3.687568408,   3.306685845e-05
          0,           0,          49,      -2.121119294,      0.5441694836,      0.3180106989,       3.543465993,      -6.125908763,       207023.5063,     0.01260292621,     0.04706149115,                 0,                 0,                 0,    -0.00219743556,     0.01177967046,     0.04727427484,                 0,       3.734171759,   3.306685845e-05
          0,           0,          50,      -2.098831522,      0.5589452131,      0.3401716678,       3.566277954,      -6.105692395,       207023.5063,       0.012523574,     0.04733023944,                 0,                 0,                 0,   -0.002146516377,     0.01169564002,     0.04754159732,                 0,       3.779291715,   3.306685845e-05
          0,           0,          51,       -2.07703644,      0.5736443346,      0.3618448954,       3.588806218,      -6.085060151,       207023.5063,     0.01244758533,     0.04758683371,                 0,                 0,                 0,   -0.002095376866,     0.01161518473,     0.04779682632,                 0,       3.822977105,   3.306685845e-05
          0,           0,          52,      -2.055805493,      0.5882300234,      0.3829548733,       3.610948844,      -6.064468298,       207023.5063,      0.0123746168,     0.04783118372,                 0,                 0,                 0,   -0.002044371302,     0.01153796283,     0.04803986564,                 0,        3.86526585,   3.306685845e-05
          0,           0,          53,      -2.035230854,      0.6026338308,      0.4034112642,        3.63257933,      -6.044347489,       207023.5063,     0.01230438523,      0.0480632425,                 0,                 0,                 0,   -0.001993818063,     0.01146369197,     0.04827066337,                 0,       3.906188047,   3.306685845e-05
          0,           0,          54,       -2.01538253,      0.6167922932,      0.4231442564,       3.653594976,      -6.024996306,       207023.5063,     0.01223664701,     0.04828304498,                 0,                 0,                 0,   -0.001944000874,     0.01139212798,     0.04848925018,                 0,       3.945774111,   3.306685845e-05
          0,           0,          55,      -1.996342596,      0.6306230744,      0.4420760821,       3.673881072,      -6.006379668,       207023.5063,     0.01217120253,     0.04849069015,                 0,                 0,                 0,   -0.001895162032,     0.01132306957,     0.04869572156,                 0,       3.984050879,   3.306685845e-05
          0,           0,          56,      -1.978168363,      0.6440588189,      0.4601495736,       3.693354063,      -5.988448255,       207023.5063,     0.01210788146,     0.04868631517,                 0,                 0,                 0,   -0.001847509693,     0.01125634401,     0.04889021168,                 0,       4.021043264,   3.306685845e-05
          0,           0,          57,      -1.960914893,      0.6570292507,      0.4773124107,       3.711934575,      -5.971113351,       207023.5063,     0.01204653693,     0.04887012589,                 0,                 0,                 0,   -0.001801226738,     0.01119180088,     0.04907292379,                 0,       4.056777993,   3.306685845e-05
          0,           0,          58,      -1.944655626,      0.6694441086,      0.4934950253,       3.729527999,       -5.95441638,       207023.5063,      0.0119870432,     0.04904236948,                 0,                 0,                 0,    -0.00175646897,     0.01112931015,     0.04924410284,                 0,       4.091281617,   3.306685845e-05
          0,           0,          59,       -1.92941134,      0.6812543273,      0.5086805326,       3.746096619,      -5.937949571,       207023.5063,      0.0119292919,      0.0492033185,                 0,                 0,                 0,   -0.001713368062,      0.0110687587,     0.04940401944,                 0,       4.124579975,   3.306685845e-05
          0,           0,          60,      -1.915233821,      0.6923840085,      0.5228181885,       3.761574755,      -5.921532451,       207023.5063,     0.01187318457,     0.04935327187,                 0,                 0,                 0,   -0.001672039831,     0.01101004287,     0.04955297077,                 0,       4.156700467,   3.306685845e-05
          0,           0,          61,      -1.902141027,      0.7027852544,      0.5358927536,       3.775932391,      -5.904766207,       207023.5063,     0.01181863305,     0.04949256524,                 0,                 0,                 0,   -0.001632581919,     0.01095306865,     0.04969129087,                 0,       4.187672552,   3.306685845e-05
          0,           0,          62,      -1.890136689,       0.712424416,      0.5479021912,       3.789158013,      -5.887163185,       207023.5063,     0.01176555655,     0.04962155112,                 0,                 0,                 0,   -0.001595073647,     0.01089774912,     0.04981933079,                 0,       4.217526889,   3.306685845e-05
          0,           0,          63,      -1.879253531,      0.7212446688,      0.5588127175,       3.801214611,      -5.868161619,       207023.5063,     0.01171388291,     0.04974060625,                 0,                 0,                 0,    -0.00155957512,     0.01084400555,     0.04993746596,                 0,       4.246295326,   3.306685845e-05
          0,           0,          64,       -1.86950853,      0.7292003522,      0.5686101686,        3.81207775,      -5.847099596,       207023.5063,      0.0116635451,      0.0498501291,                 0,                 0,                 0,   -0.001526129018,     0.01079176397,     0.05004609361,                 0,       4.274011775,   3.306685845e-05
          0,           0,          65,      -1.860850451,      0.7363087818,      0.5773487566,       3.821794411,      -5.823359205,       207023.5063,        0.01161448,     0.04995053681,                 0,                 0,                 0,    -0.00149476025,     0.01074095399,     0.05014562972,                 0,       4.300712283,   3.306685845e-05
          0,           0,          66,      -1.853261313,      0.7425627429,      0.5850443662,       3.830384442,      -5.796538158,       207023.5063,     0.01156662885,     0.05004225925,                 0,                 0,                 0,   -0.001465475863,     0.01069150935,     0.05023650308,                 0,       4.326434253,   3.306685845e-05
          0,           0,          67,      -1.846693194,      0.7479865084,        0.59174149,       3.837896018,      -5.766485485,       207023.5063,     0.01151993741,     0.05012574232,                 0,                 0,                 0,   -0.001438264274,     0.01064336804,     0.05031915856,                 0,       4.351216552,   3.306685845e-05
          0,           0,          68,      -1.841125959,      0.7525838008,      0.5974531647,       3.844352595,      -5.733500412,       207023.5063,     0.01147435973,     0.05020144216,                 0,                 0,                 0,   -0.001413095701,     0.01059647616,     0.05039405142,                 0,       4.375097463,   3.306685845e-05
          0,           0,          69,      -1.836487797,       0.756400314,      0.6022531607,       3.849826316,      -5.698259964,       207023.5063,     0.01142985041,     0.05026982828,                 0,                 0,                 0,   -0.001389926221,     0.01055078011,     0.05046165034,                 0,       4.398117779,   3.306685845e-05
          0,           0,          70,       -1.83274401,      0.7594528919,      0.6061735678,       3.854359095,      -5.661748063,       207023.5063,     0.01138636692,     0.05033136938,                 0,                 0,                 0,   -0.001368697418,      0.0105062292,     0.05052242317,                 0,       4.420318592,   3.306685845e-05
          0,           0,          71,      -1.829867632,      0.7617511834,      0.6092396898,       3.857982798,      -5.625003208,       207023.5063,     0.01134387027,     0.05038653309,                 0,                 0,                 0,   -0.001349337712,     0.01046277629,     0.05057683681,                 0,       4.441740947,   3.306685845e-05
          0,           0,          72,      -1.827795957,      0.7633421951,      0.6115107614,       3.860761694,      -5.589025575,       207023.5063,     0.01130232642,     0.05043578467,                 0,                 0,                 0,   -0.001331763978,     0.01042037921,     0.05062535585,                 0,       4.462425061,   3.306685845e-05
          0,           0,          73,      -1.826487303,      0.7642545912,      0.6130245635,       3.862740417,      -5.554639067,       207023.5063,     0.01126170523,     0.05047958037,                 0,                 0,                 0,   -0.001315884181,     0.01037899987,     0.05066843595,                 0,        4.48241002,   3.306685845e-05
          0,           0,          74,      -1.825862298,      0.7645552174,       0.613854334,       3.864002724,      -5.522405732,       207023.5063,     0.01122198063,     0.05051836892,                 0,                 0,                 0,   -0.001301600334,     0.01033860437,     0.05070652529,                 0,       4.501733746,   3.306685845e-05
          0,           0,          75,      -1.825867262,       0.764289958,      0.6140478665,       3.864606654,      -5.492815007,       207023.5063,     0.01118313031,     0.05055258359,                 0,                 0,                 0,   -0.001288810218,     0.01029916283,     0.05074005673,                 0,       4.520432313,   3.306685845e-05
          0,           0,          76,       -1.82644305,      0.7635076355,      0.6136610434,       3.864616943,      -5.466125915,       207023.5063,     0.01114513498,     0.05058264034,                 0,                 0,                 0,   -0.001277409165,     0.01026064873,     0.05076944579,                 0,       4.538539948,   3.306685845e-05
          0,           0,          77,        -1.8275261,       0.762262021,      0.6127559786,       3.864101845,      -5.442451535,       207023.5063,     0.01110797838,     0.05060893714,                 0,                 0,                 0,   -0.001267292334,     0.01022303884,     0.05079509011,                 0,       4.556088914,   3.306685845e-05
          0,           0,          78,      -1.829072441,      0.7605910336,      0.6113736105,       3.863112225,      -5.421781389,       207023.5063,     0.01107164611,     0.05063184855,                 0,                 0,                 0,   -0.001258355257,     0.01018631225,     0.05081736394,                 0,       4.573109367,   3.306685845e-05
          0,           0,          79,         -1.831054,      0.7585189855,       0.609538392,       3.861680843,      -5.403967264,       207023.5063,     0.01103612562,      0.0506517292,                 0,                 0,                 0,    -0.00125049664,      0.0101504502,     0.05083662164,                 0,       4.589629636,   3.306685845e-05
          0,           0,          80,        -1.8334195,      0.7560910654,      0.6073018158,       3.859858338,      -5.388831994,       207023.5063,     0.01100140559,     0.05066891087,                 0,                 0,                 0,   -0.001243618709,      0.0101154356,     0.05085319475,                 0,       4.605676105,   3.306685845e-05
          0,           0,          81,      -1.836141437,      0.7533312034,      0.6046901451,       3.857674943,      -5.376110055,       207023.5063,     0.01096747566,     0.05068370173,                 0,                 0,                 0,   -0.001237628043,      0.0100812527,      0.0508673912,                 0,       4.621273233,   3.306685845e-05
          0,           0,          82,      -1.839181953,      0.7502747583,      0.6017399842,       3.855169049,       -5.36544968,       207023.5063,     0.01093432619,      0.0506963856,                 0,                 0,                 0,   -0.001232436687,     0.01004788691,      0.0508794946,                 0,       4.636443502,   3.306685845e-05
          0,           0,          83,      -1.842529459,      0.7469325338,      0.5984620411,       3.852354117,      -5.356378411,       207023.5063,     0.01090194768,     0.05070722166,                 0,                 0,                 0,   -0.001227962616,     0.01001532422,     0.05088976393,                 0,       4.651207577,   3.306685845e-05
          0,           0,          84,      -1.846179547,      0.7433090899,      0.5948614913,       3.849234874,      -5.348523256,       207023.5063,     0.01087033037,     0.05071644512,                 0,                 0,                 0,    -0.00122413042,    0.009983550755,     0.05089843419,                 0,       4.665584521,   3.306685845e-05
          0,           0,          85,      -1.850114072,      0.7394217324,      0.5909581464,       3.845828295,      -5.341386336,       207023.5063,      0.0108394642,     0.05072426843,                 0,                 0,                 0,   -0.001220870951,    0.009952552745,     0.05090571761,                 0,       4.679591861,   3.306685845e-05
          0,           0,          86,      -1.854316265,      0.7352869779,      0.5867701533,       3.842150563,      -5.334433297,       207023.5063,     0.01080933857,     0.05073088141,                 0,                 0,                 0,   -0.001218121673,    0.009922316292,     0.05091180382,                 0,       4.693245668,   3.306685845e-05
          0,           0,          87,      -1.858784515,      0.7309054308,      0.5823004966,       3.838203726,      -5.327303925,       207023.5063,     0.01077994233,     0.05073645157,                 0,                 0,                 0,   -0.001215826704,    0.009892827322,     0.05091686009,                 0,       4.706560573,   3.306685845e-05
          0,           0,          88,      -1.863522102,       0.726273916,      0.5775475761,       3.833983275,      -5.319747125,       207023.5063,     0.01075126364,     0.05074112541,                 0,                 0,                 0,   -0.001213936258,    0.009864071428,     0.05092103272,                 0,       4.719549916,   3.306685845e-05
          0,           0,          89,      -1.868527761,      0.7213923871,      0.5725152181,       3.829488559,      -5.311462809,       207023.5063,      0.0107232898,     0.05074502975,                 0,                 0,                 0,   -0.001212406319,     0.00983603371,     0.05092444825,                 0,       4.732225901,   3.306685845e-05
          0,           0,          90,      -1.873809523,      0.7162533097,      0.5671965414,       3.824709714,        -5.3022755,       207023.5063,     0.01069600734,     0.05074827338,                 0,                 0,                 0,   -0.001211198581,    0.009808698791,     0.05092721524,                 0,       4.744599716,   3.306685845e-05
          0,           0,          91,      -1.879379938,      0.7108448271,      0.5615803617,       3.819633045,      -5.292059151,       207023.5063,     0.01066940202,     0.05075094926,                 0,                 0,                 0,   -0.001210279973,    0.009782050827,     0.05092942639,                 0,       4.756681692,   3.306685845e-05
          0,           0,          92,      -1.885241292,       0.705163699,      0.5556659126,       3.814253814,      -5.280716806,       207023.5063,     0.01064345898,     0.05075313609,                 0,                 0,                 0,    -0.00120962196,     0.00975607357,     0.05093116011,                 0,       4.768481392,   3.306685845e-05
          0,           0,          93,      -1.891406038,      0.6991972691,      0.5494421659,       3.808558655,      -5.268226143,       207023.5063,     0.01061816275,     0.05075490052,                 0,                 0,                 0,   -0.001209199948,    0.009730750405,     0.05093248279,                 0,       4.780007774,   3.306685845e-05
          0,           0,          94,      -1.897880933,      0.6929383848,      0.5429042461,       3.802539751,      -5.254614301,       207023.5063,     0.01059349743,     0.05075629946,                 0,                 0,                 0,   -0.001208992721,     0.00970606442,     0.05093345105,                 0,       4.791269342,   3.306685845e-05
          0,           0,          95,       -1.90466764,      0.6863843067,      0.5360516193,       3.796194561,      -5.239925729,       207023.5063,     0.01056944679,     0.05075738174,                 0,                 0,                 0,   -0.001208981889,    0.009681998556,     0.05093411343,                 0,       4.802274211,   3.306685845e-05
          0,           0,          96,      -1.911774056,      0.6795267133,      0.5288776875,       3.789514416,      -5.224248673,       207023.5063,     0.01054599443,      0.0507581907,                 0,                 0,                 0,   -0.001209150818,    0.009658535652,     0.05093451296,                 0,       4.813030295,   3.306685845e-05
          0,           0,          97,      -1.919209375,      0.6723558429,      0.5213741056,       3.782490323,      -5.207704073,       207023.5063,     0.01052312388,     0.05075876452,                 0,                 0,                 0,   -0.001209484752,    0.009635658565,     0.05093468755,                 0,       4.823545282,   3.306685845e-05
          0,           0,          98,      -1.926983235,      0.6648606291,      0.5135331868,       3.775113002,      -5.190400932,       207023.5063,     0.01050081871,     0.05075913762,                 0,                 0,                 0,   -0.001209970335,    0.009613350281,     0.05093467131,                 0,       4.833826679,   3.306685845e-05
          0,           0,          99,      -1.935104288,      0.6570325634,      0.5053470215,       3.767372644,      -5.172431075,       207023.5063,     0.01047906267,     0.05075934163,                 0,                 0,                 0,   -0.001210595113,    0.009591593999,      0.0509344956,                 0,       4.843881864,   3.306685845e-05
          0,           0,         100,      -1.943588408,       0.648855756,      0.4968003873,       3.759254945,      -5.153930836,       207023.5063,     0.01045783984,      0.0507594066,                 0,                 0,                 0,   -0.001211346998,    0.009570373267,     0.05093419017,                 0,       4.853718108,   3.306685845e-05
          0,           0,         101,      -1.952425873,       0.640338089,      0.4879034661,       3.750767261,      -5.139510425,       207023.5063,     0.01045717586,     0.05075951037,                 0,                 0,                 0,   -0.001211327114,    0.009569707576,     0.05093428233,                 0,       4.854036218,   3.306685845e-05
          0,           0,         102,      -1.957905523,      0.6288581713,      0.4943236859,       3.741518386,      -5.138547439,       207023.5063,     0.01045627604,     0.05075981055,                 0,                 0,                 0,    -0.00121127036,    0.009568802655,     0.05093456677,                 0,       4.854482643,   3.306685845e-05
          0,           0,         103,      -1.972015504,      0.5920738173,      0.5218257151,       3.710713881,      -5.136649439,       207023.5063,     0.01045518457,     0.05076065361,                 0,                 0,                 0,   -0.001211126568,    0.009567696635,     0.05093539065,                 0,       4.855070064,   3.306685845e-05
          0,           0,         104,      -1.969694124,      0.5710324125,      0.5575908776,       3.662422018,      -5.133682188,       207023.5063,     0.01045366634,      0.0507619243,                 0,                 0,                 0,   -0.001210866282,    0.009566156466,     0.05093663464,                 0,       4.855896737,   3.306685845e-05
