"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.93617,2.0159e+05,0.052076,16.923,0,0,80575,-1.1691,299.83,18.077,0,0,1,12.285,9.285,0,0
0.93618,2.0159e+05,0.052033,16.909,0,0,80576,-1.169,299.83,18.062,0,0,1,12.298,9.298,0,0
0.93619,2.0159e+05,0.051953,16.883,0,0,80577,-1.169,299.83,18.034,0,0,1,12.311,9.311,0,0
0.9362,2.016e+05,0.051865,16.855,0,0,80577,-1.1689,299.83,18.004,0,0,1,12.324,9.324,0,0
0.93621,2.016e+05,0.051777,16.827,0,0,80578,-1.1689,299.83,17.973,0,0,1,12.337,9.337,0,0
0.93622,2.016e+05,0.05169,16.798,0,0,80579,-1.1689,299.83,17.943,0,0,1,12.35,9.35,0,0
0.93622,2.016e+05,0.051635,16.781,0,0,80579,-1.1688,299.83,17.924,0,0,1,12.363,9.363,0,0
0.93622,2.016e+05,0.051581,16.763,0,0,80579,-1.1688,299.83,17.905,0,0,1,12.376,9.376,0,0
0.93622,2.016e+05,0.051526,16.745,0,0,80580,-1.1688,299.83,17.886,0,0,1,12.389,9.389,0,0
0.93622,2.016e+05,0.051473,16.728,0,0,80580,-1.1688,299.83,17.868,0,0,1,12.402,9.402,0,0
0.93623,2.016e+05,0.051431,16.715,0,0,80580,-1.1688,299.83,17.853,0,0,1,12.415,9.415,0,0
0.93624,2.016e+05,0.05139,16.701,0,0,80581,-1.1688,299.83,17.839,0,0,1,12.428,9.428,0,0
0.93624,2.016e+05,0.051348,16.688,0,0,80581,-1.1687,299.83,17.824,0,0,1,12.441,9.441,0,0
0.93625,2.016e+05,0.051304,16.673,0,0,80582,-1.1687,299.83,17.809,0,0,1,12.454,9.454,0,0
0.93625,2.016e+05,0.051254,16.658,0,0,80582,-1.1687,299.83,17.792,0,0,1,12.467,9.467,0,0
0.93625,2.016e+05,0.051205,16.642,0,0,80582,-1.1687,299.83,17.775,0,0,1,12.48,9.48,0,0
0.93625,2.016e+05,0.051156,16.626,0,0,80583,-1.1686,299.83,17.758,0,0,1,12.493,9.493,0,0
0.93625,2.016e+05,0.051114,16.612,0,0,80583,-1.1687,299.83,17.743,0,0,1,12.506,9.506,0,0
0.93624,2.016e+05,0.051082,16.601,0,0,80582,-1.1687,299.83,17.732,0,0,1,12.519,9.519,0,0
0.93624,2.016e+05,0.05105,16.591,0,0,80581,-1.1687,299.83,17.721,0,0,1,12.532,9.532,0,0
0.93623,2.016e+05,0.051017,16.58,0,0,80581,-1.1688,299.83,17.709,0,0,1,12.545,9.545,0,0
0.93624,2.016e+05,0.050989,16.571,0,0,80582,-1.1687,299.83,17.7,0,0,1,12.558,9.558,0,0
0.93627,2.0161e+05,0.050962,16.563,0,0,80584,-1.1686,299.83,17.69,0,0,1,12.571,9.571,0,0
0.9363,2.0161e+05,0.050936,16.555,0,0,80586,-1.1684,299.83,17.681,0,0,1,12.584,9.584,0,0
0.93632,2.0162e+05,0.05091,16.547,0,0,80589,-1.1683,299.83,17.672,0,0,1,12.597,9.597,0,0
0.93633,2.0162e+05,0.050847,16.527,0,0,80589,-1.1683,299.83,17.65,0,0,1,12.61,9.61,0,0
0.93632,2.0162e+05,0.050773,16.503,0,0,80589,-1.1683,299.83,17.625,0,0,1,12.623,9.623,0,0
0.93632,2.0162e+05,0.0507,16.479,0,0,80589,-1.1683,299.83,17.599,0,0,1,12.636,9.636,0,0
0.93632,2.0162e+05,0.050626,16.455,0,0,80588,-1.1683,299.83,17.574,0,0,1,12.649,9.649,0,0
0.93633,2.0162e+05,0.050542,16.427,0,0,80590,-1.1683,299.83,17.544,0,0,1,12.662,9.662,0,0
0.93635,2.0162e+05,0.050456,16.4,0,0,80591,-1.1682,299.83,17.515,0,0,1,12.675,9.675,0,0
0.93636,2.0162e+05,0.050371,16.372,0,0,80593,-1.1681,299.83,17.485,0,0,1,12.688,9.688,0,0
0.93637,2.0163e+05,0.050288,16.346,0,0,80594,-1.168,299.83,17.456,0,0,1,12.701,9.701,0,0
0.93635,2.0162e+05,0.050238,16.329,0,0,80592,-1.1681,299.83,17.439,0,0,1,12.714,9.714,0,0
0.93633,2.0162e+05,0.050187,16.312,0,0,80590,-1.1682,299.84,17.421,0,0,1,12.727,9.727,0,0
0.93631,2.0161e+05,0.050136,16.295,0,0,80588,-1.1684,299.84,17.404,0,0,1,12.74,9.74,0,0
0.93629,2.0161e+05,0.050091,16.28,0,0,80587,-1.1684,299.84,17.388,0,0,1,12.753,9.753,0,0
0.93631,2.0161e+05,0.050063,16.271,0,0,80588,-1.1683,299.84,17.378,0,0,1,12.766,9.766,0,0
0.93633,2.0162e+05,0.050034,16.262,0,0,80590,-1.1683,299.84,17.368,0,0,1,12.779,9.779,0,0
0.93634,2.0162e+05,0.050006,16.253,0,0,80591,-1.1682,299.83,17.358,0,0,1,12.792,9.792,0,0
0.93635,2.0162e+05,0.049987,16.248,0,0,80592,-1.1681,299.83,17.352,0,0,1,12.805,9.805,0,0
0.93635,2.0162e+05,0.049984,16.247,0,0,80592,-1.1682,299.83,17.351,0,0,1,12.818,9.818,0,0
0.93635,2.0162e+05,0.049981,16.246,0,0,80591,-1.1682,299.83,17.35,0,0,1,12.831,9.831,0,0
0.93635,2.0162e+05,0.049978,16.245,0,0,80591,-1.1682,299.83,17.349,0,0,1,12.844,9.844,0,0
0.93635,2.0162e+05,0.049986,16.247,0,0,80591,-1.1682,299.83,17.351,0,0,1,12.857,9.857,0,0
0.93635,2.0162e+05,0.050002,16.252,0,0,80591,-1.1682,299.83,17.357,0,0,1,12.87,9.87,0,0
0.93635,2.0162e+05,0.050018,16.258,0,0,80591,-1.1682,299.83,17.363,0,0,1,12.883,9.883,0,0
0.93636,2.0162e+05,0.050035,16.263,0,0,80591,-1.1682,299.83,17.368,0,0,1,12.896,9.896,0,0
0.93634,2.0162e+05,0.050071,16.274,0,0,80590,-1.1682,299.83,17.381,0,0,1,12.909,9.909,0,0
0.93632,2.0161e+05,0.050115,16.289,0,0,80588,-1.1684,299.83,17.396,0,0,1,12.922,9.922,0,0
0.9363,2.0161e+05,0.05016,16.303,0,0,80586,-1.1685,299.83,17.412,0,0,1,12.935,9.935,0,0
0.93628,2.016e+05,0.050205,16.317,0,0,80584,-1.1686,299.83,17.427,0,0,1,12.948,9.948,0,0
0.93634,2.0162e+05,0.050403,16.382,0,0,80590,-1.1683,299.83,17.496,0,0,1,12.961,9.961,0,0
0.93642,2.0164e+05,0.050628,16.457,0,0,80596,-1.1679,299.83,17.574,0,0,1,12.974,9.974,0,0
0.93649,2.0165e+05,0.050854,16.532,0,0,80603,-1.1675,299.83,17.653,0,0,1,12.987,9.987,0,0
0.93657,2.0167e+05,0.05108,16.606,0,0,80610,-1.1671,299.83,17.731,0,0,1,13,10,0,0
