"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.92793,2.006e+05,0.22786,73.037,0,0,79089,-1.2529,296.92,78.71,0,0,1,5.824,2.824,0,0
0.928,2.0061e+05,0.22745,72.913,0,0,79099,-1.2524,296.93,78.569,0,0,1,5.837,2.837,0,0
0.92808,2.0062e+05,0.22703,72.788,0,0,79108,-1.2518,296.94,78.429,0,0,1,5.85,2.85,0,0
0.92817,2.0064e+05,0.22661,72.659,2.3297e-17,0,79119,-1.2512,296.95,78.283,2.5098e-17,0,1,5.863,2.863,0,0
0.92825,2.0066e+05,0.22618,72.531,0,0,79129,-1.2507,296.96,78.137,0,0,1,5.876,2.876,0,0
0.92834,2.0067e+05,0.22576,72.403,0,0,79140,-1.2501,296.97,77.992,0,0,1,5.889,2.889,0,0
0.92843,2.0069e+05,0.22534,72.276,1.3689e-17,0,79150,-1.2495,296.98,77.848,1.4741e-17,0,1,5.902,2.902,0,0
0.92851,2.007e+05,0.22495,72.159,0,0,79160,-1.2489,296.99,77.715,0,0,1,5.915,2.915,0,0
0.92859,2.0072e+05,0.22456,72.041,0,0,79169,-1.2484,297,77.581,0,0,1,5.928,2.928,0,0
0.92867,2.0073e+05,0.22417,71.923,0,0,79179,-1.2478,297.01,77.448,0,0,1,5.941,2.941,0,0
0.92875,2.0075e+05,0.22378,71.808,-1.2296e-17,0,79188,-1.2473,297.02,77.317,-1.3237e-17,0,1,5.954,2.954,0,0
0.92882,2.0076e+05,0.22342,71.697,0,0,79197,-1.2468,297.03,77.191,0,0,1,5.967,2.967,0,0
0.92888,2.0077e+05,0.22305,71.585,0,0,79205,-1.2464,297.04,77.066,0,0,1,5.98,2.98,0,0
0.92895,2.0078e+05,0.22268,71.474,0,0,79213,-1.2459,297.05,76.94,0,0,1,5.993,2.993,0,0
0.92902,2.008e+05,0.22231,71.36,0,0,79222,-1.2454,297.06,76.812,0,0,1,6.006,3.006,0,0
0.92911,2.0081e+05,0.22192,71.243,0,0,79232,-1.2449,297.07,76.679,0,0,1,6.019,3.019,0,0
0.92919,2.0083e+05,0.22153,71.126,0,0,79241,-1.2443,297.08,76.547,0,0,1,6.032,3.032,0,0
0.92927,2.0084e+05,0.22114,71.009,0,0,79251,-1.2438,297.09,76.414,0,0,1,6.045,3.045,0,0
0.92935,2.0086e+05,0.22078,70.899,1.0055e-17,0,79261,-1.2432,297.1,76.288,1.0818e-17,0,1,6.058,3.058,0,0
0.92944,2.0087e+05,0.22042,70.792,0,0,79271,-1.2427,297.11,76.167,0,0,1,6.071,3.071,0,0
0.92952,2.0089e+05,0.22007,70.686,0,0,79280,-1.2421,297.12,76.045,0,0,1,6.084,3.084,0,0
0.92961,2.009e+05,0.21971,70.579,0,0,79290,-1.2416,297.13,75.923,0,0,1,6.097,3.097,0,0
0.92969,2.0092e+05,0.21935,70.471,-9.3782e-18,0,79299,-1.241,297.14,75.8,-1.0087e-17,0,1,6.11,3.11,0,0
0.92977,2.0093e+05,0.21899,70.361,0,0,79309,-1.2405,297.15,75.676,0,0,1,6.123,3.123,0,0
0.92985,2.0095e+05,0.21863,70.252,0,0,79318,-1.24,297.16,75.552,0,0,1,6.136,3.136,0,0
0.92992,2.0096e+05,0.21827,70.143,0,0,79327,-1.2395,297.17,75.428,0,0,1,6.149,3.149,0,0
0.92998,2.0097e+05,0.21792,70.036,0,0,79334,-1.2391,297.18,75.309,0,0,1,6.162,3.162,0,0
0.93004,2.0098e+05,0.21757,69.929,0,0,79342,-1.2387,297.19,75.189,0,0,1,6.175,3.175,0,0
0.9301,2.0099e+05,0.21722,69.822,0,0,79349,-1.2383,297.2,75.07,0,0,1,6.188,3.188,0,0
0.93016,2.01e+05,0.21687,69.716,5.7021e-18,0,79356,-1.2378,297.2,74.95,6.1294e-18,0,1,6.201,3.201,0,0
0.93023,2.0102e+05,0.21653,69.613,0,0,79365,-1.2374,297.21,74.834,0,0,1,6.214,3.214,0,0
0.9303,2.0103e+05,0.21619,69.51,0,0,79373,-1.2369,297.22,74.718,0,0,1,6.227,3.227,0,0
0.93037,2.0104e+05,0.21585,69.407,0,0,79381,-1.2364,297.23,74.602,0,0,1,6.24,3.24,0,0
0.93044,2.0105e+05,0.21551,69.305,1.7618e-17,0,79389,-1.236,297.24,74.486,1.8933e-17,0,1,6.253,3.253,0,0
0.9305,2.0107e+05,0.21517,69.201,0,0,79397,-1.2355,297.25,74.37,0,0,1,6.266,3.266,0,0
0.93057,2.0108e+05,0.21483,69.098,0,0,79405,-1.2351,297.26,74.253,0,0,1,6.279,3.279,0,0
0.93063,2.0109e+05,0.21449,68.995,0,0,79413,-1.2346,297.26,74.137,0,0,1,6.292,3.292,0,0
0.9307,2.011e+05,0.21416,68.893,-8.8631e-18,0,79421,-1.2342,297.27,74.023,-9.5221e-18,0,1,6.305,3.305,0,0
0.93077,2.0111e+05,0.21383,68.793,0,0,79429,-1.2337,297.28,73.91,0,0,1,6.318,3.318,0,0
0.93084,2.0113e+05,0.2135,68.694,0,0,79437,-1.2333,297.29,73.798,0,0,1,6.331,3.331,0,0
0.93091,2.0114e+05,0.21318,68.594,0,0,79445,-1.2328,297.3,73.686,0,0,1,6.344,3.344,0,0
0.93097,2.0115e+05,0.21286,68.497,1.7535e-17,0,79453,-1.2324,297.31,73.576,1.8834e-17,0,1,6.357,3.357,0,0
0.93103,2.0116e+05,0.21254,68.401,0,0,79460,-1.232,297.31,73.469,0,0,1,6.37,3.37,0,0
0.93109,2.0117e+05,0.21223,68.306,0,0,79467,-1.2316,297.32,73.361,0,0,1,6.383,3.383,0,0
0.93114,2.0118e+05,0.21192,68.21,0,0,79474,-1.2312,297.33,73.254,0,0,1,6.396,3.396,0,0
0.9312,2.0119e+05,0.2116,68.114,1.7071e-17,0,79481,-1.2308,297.34,73.146,1.8331e-17,0,1,6.409,3.409,0,0
0.93126,2.012e+05,0.21129,68.018,0,0,79488,-1.2304,297.35,73.039,0,0,1,6.422,3.422,0,0
0.93132,2.0122e+05,0.21097,67.923,0,0,79495,-1.23,297.35,72.931,0,0,1,6.435,3.435,0,0
0.93138,2.0123e+05,0.21066,67.827,0,0,79503,-1.2296,297.36,72.824,0,0,1,6.448,3.448,0,0
0.93144,2.0124e+05,0.21035,67.733,-8.4373e-18,0,79510,-1.2292,297.37,72.718,-9.0578e-18,0,1,6.461,3.461,0,0
0.9315,2.0125e+05,0.21004,67.638,0,0,79517,-1.2288,297.38,72.612,0,0,1,6.474,3.474,0,0
0.93157,2.0126e+05,0.20973,67.544,0,0,79524,-1.2284,297.38,72.506,0,0,1,6.487,3.487,0,0
0.93163,2.0127e+05,0.20942,67.45,0,0,79532,-1.2279,297.39,72.4,0,0,1,6.5,3.5,0,0
0.93168,2.0128e+05,0.20913,67.359,0,0,79538,-1.2276,297.4,72.299,0,0,1,6.513,3.513,0,0
0.93174,2.0129e+05,0.20883,67.269,0,0,79545,-1.2272,297.41,72.197,0,0,1,6.526,3.526,0,0
0.93179,2.013e+05,0.20853,67.178,0,0,79552,-1.2268,297.41,72.095,0,0,1,6.539,3.539,0,0
0.93185,2.0131e+05,0.20824,67.088,1.0234e-17,0,79558,-1.2264,297.42,71.994,1.0981e-17,0,1,6.552,3.552,0,0
0.93191,2.0132e+05,0.20795,66.998,0,0,79565,-1.2261,297.43,71.894,0,0,1,6.565,3.565,0,0
0.93196,2.0133e+05,0.20765,66.909,0,0,79572,-1.2257,297.43,71.793,0,0,1,6.578,3.578,0,0
0.93202,2.0134e+05,0.20736,66.819,3.2748e-17,0,79579,-1.2253,297.44,71.693,3.514e-17,0,1,6.591,3.591,0,0
0.93207,2.0135e+05,0.20707,66.73,-8.076e-18,0,79585,-1.2249,297.45,71.594,-8.6637e-18,0,1,6.604,3.604,0,0
0.93213,2.0136e+05,0.20679,66.643,0,0,79592,-1.2246,297.46,71.496,0,0,1,6.617,3.617,0,0
0.93218,2.0137e+05,0.2065,66.556,0,0,79598,-1.2242,297.46,71.399,0,0,1,6.63,3.63,0,0
0.93223,2.0138e+05,0.20622,66.469,3.2304e-17,0,79604,-1.2239,297.47,71.302,3.4655e-17,0,1,6.643,3.643,0,0
0.93228,2.0139e+05,0.20594,66.384,0,0,79610,-1.2235,297.48,71.205,0,0,1,6.656,3.656,0,0
0.93234,2.014e+05,0.20566,66.299,0,0,79617,-1.2231,297.48,71.111,0,0,1,6.669,3.669,0,0
0.93239,2.0141e+05,0.20539,66.214,0,0,79623,-1.2228,297.49,71.016,0,0,1,6.682,3.682,0,0
0.93244,2.0142e+05,0.20511,66.13,0,0,79629,-1.2224,297.5,70.921,0,0,1,6.695,3.695,0,0
0.93249,2.0143e+05,0.20483,66.045,8.0996e-18,0,79635,-1.2221,297.5,70.827,8.6851e-18,0,1,6.708,3.708,0,0
0.93254,2.0144e+05,0.20456,65.962,0,0,79641,-1.2218,297.51,70.733,0,0,1,6.721,3.721,0,0
0.93259,2.0144e+05,0.20429,65.878,0,0,79647,-1.2214,297.52,70.64,0,0,1,6.734,3.734,0,0
0.93264,2.0145e+05,0.20402,65.794,0,0,79653,-1.2211,297.52,70.546,0,0,1,6.747,3.747,0,0
0.93269,2.0146e+05,0.20375,65.713,-1.4931e-17,0,79660,-1.2207,297.53,70.455,-1.6007e-17,0,1,6.76,3.76,0,0
0.93275,2.0147e+05,0.20349,65.633,0,0,79666,-1.2204,297.54,70.365,0,0,1,6.773,3.773,0,0
0.9328,2.0148e+05,0.20322,65.552,0,0,79673,-1.22,297.54,70.274,0,0,1,6.786,3.786,0,0
0.93286,2.015e+05,0.20296,65.472,0,0,79679,-1.2196,297.55,70.184,0,0,1,6.799,3.799,0,0
0.93291,2.015e+05,0.2027,65.392,0,0,79685,-1.2193,297.55,70.095,0,0,1,6.812,3.812,0,0
0.93295,2.0151e+05,0.20244,65.311,0,0,79690,-1.219,297.56,70.005,0,0,1,6.825,3.825,0,0
0.933,2.0152e+05,0.20218,65.231,0,0,79696,-1.2187,297.57,69.915,0,0,1,6.838,3.838,0,0
0.93305,2.0153e+05,0.20192,65.151,3.0223e-18,0,79702,-1.2183,297.57,69.826,3.2388e-18,0,1,6.851,3.851,0,0
0.9331,2.0154e+05,0.20166,65.073,0,0,79708,-1.218,297.58,69.739,0,0,1,6.864,3.864,0,0
0.93316,2.0155e+05,0.20141,64.995,0,0,79714,-1.2176,297.59,69.651,0,0,1,6.877,3.877,0,0
0.93321,2.0156e+05,0.20115,64.917,0,0,79720,-1.2173,297.59,69.564,0,0,1,6.89,3.89,0,0
0.93326,2.0157e+05,0.2009,64.84,1.3896e-17,0,79726,-1.217,297.6,69.476,1.4889e-17,0,1,6.903,3.903,0,0
0.93331,2.0158e+05,0.20065,64.763,0,0,79732,-1.2166,297.6,69.39,0,0,1,6.916,3.916,0,0
0.93335,2.0159e+05,0.2004,64.686,0,0,79738,-1.2163,297.61,69.304,0,0,1,6.929,3.929,0,0
0.9334,2.0159e+05,0.20015,64.608,0,0,79743,-1.216,297.62,69.218,0,0,1,6.942,3.942,0,0
0.93344,2.016e+05,0.1999,64.532,-3.3848e-18,0,79748,-1.2157,297.62,69.133,-3.6259e-18,0,1,6.955,3.955,0,0
0.93349,2.0161e+05,0.19965,64.457,0,0,79754,-1.2154,297.63,69.049,0,0,1,6.968,3.968,0,0
0.93353,2.0162e+05,0.19941,64.382,0,0,79759,-1.2151,297.63,68.965,0,0,1,6.981,3.981,0,0
0.93358,2.0163e+05,0.19916,64.306,0,0,79764,-1.2148,297.64,68.882,0,0,1,6.994,3.994,0,0
0.93362,2.0163e+05,0.19892,64.23,0,0,79770,-1.2145,297.64,68.797,0,0,1,7.007,4.007,0,0
0.93366,2.0164e+05,0.19867,64.154,0,0,79775,-1.2142,297.65,68.712,0,0,1,7.02,4.02,0,0
0.93371,2.0165e+05,0.19842,64.077,0,0,79780,-1.2139,297.66,68.627,0,0,1,7.033,4.033,0,0
0.93375,2.0166e+05,0.19817,64.001,0,0,79785,-1.2136,297.66,68.542,0,0,1,7.046,4.046,0,0
0.93379,2.0166e+05,0.19794,63.928,-1.285e-17,0,79791,-1.2133,297.67,68.46,-1.3761e-17,0,1,7.059,4.059,0,0
0.93384,2.0167e+05,0.1977,63.856,0,0,79796,-1.213,297.67,68.38,0,0,1,7.072,4.072,0,0
0.93388,2.0168e+05,0.19747,63.784,0,0,79801,-1.2128,297.68,68.3,0,0,1,7.085,4.085,0,0
0.93392,2.0169e+05,0.19724,63.712,0,0,79806,-1.2125,297.68,68.22,0,0,1,7.098,4.098,0,0
0.93396,2.0169e+05,0.197,63.639,-6.1243e-18,0,79811,-1.2122,297.69,68.139,-6.5571e-18,0,1,7.111,4.111,0,0
0.934,2.017e+05,0.19676,63.565,0,0,79815,-1.2119,297.69,68.057,0,0,1,7.124,4.124,0,0
0.93404,2.0171e+05,0.19652,63.492,0,0,79820,-1.2117,297.7,67.975,0,0,1,7.137,4.137,0,0
0.93407,2.0172e+05,0.19628,63.418,0,0,79825,-1.2114,297.71,67.894,0,0,1,7.15,4.15,0,0
0.93412,2.0172e+05,0.19607,63.352,1.2947e-17,0,79830,-1.2111,297.71,67.82,1.3859e-17,0,1,7.163,4.163,0,0
0.93417,2.0173e+05,0.19586,63.287,0,0,79836,-1.2108,297.72,67.747,0,0,1,7.176,4.176,0,0
0.93422,2.0174e+05,0.19564,63.222,0,0,79841,-1.2105,297.72,67.674,0,0,1,7.189,4.189,0,0
0.93426,2.0175e+05,0.19543,63.156,7.4957e-18,0,79846,-1.2102,297.73,67.6,8.0228e-18,0,1,7.202,4.202,0,0
0.93429,2.0176e+05,0.19521,63.089,0,0,79850,-1.21,297.73,67.526,0,0,1,7.215,4.215,0,0
0.93432,2.0176e+05,0.195,63.023,0,0,79854,-1.2098,297.74,67.453,0,0,1,7.228,4.228,0,0
0.93435,2.0177e+05,0.19479,62.956,0,0,79858,-1.2095,297.74,67.379,0,0,1,7.241,4.241,0,0
0.93439,2.0177e+05,0.19457,62.889,-6.1951e-18,0,79863,-1.2093,297.75,67.305,-6.6295e-18,0,1,7.254,4.254,0,0
0.93444,2.0178e+05,0.19435,62.821,0,0,79868,-1.209,297.75,67.229,0,0,1,7.267,4.267,0,0
0.93448,2.0179e+05,0.19413,62.753,0,0,79873,-1.2087,297.76,67.153,0,0,1,7.28,4.28,0,0
0.93453,2.018e+05,0.19391,62.686,0,0,79879,-1.2084,297.76,67.077,0,0,1,7.293,4.293,0,0
0.93457,2.0181e+05,0.19369,62.62,3.4254e-18,0,79883,-1.2081,297.77,67.004,3.665e-18,0,1,7.306,4.306,0,0
0.9346,2.0181e+05,0.19349,62.557,0,0,79887,-1.2079,297.77,66.934,0,0,1,7.319,4.319,0,0
0.93464,2.0182e+05,0.19329,62.494,0,0,79892,-1.2076,297.77,66.864,0,0,1,7.332,4.332,0,0
0.93467,2.0182e+05,0.19308,62.43,0,0,79896,-1.2074,297.78,66.794,0,0,1,7.345,4.345,0,0
0.93471,2.0183e+05,0.19287,62.366,-5.7192e-18,0,79900,-1.2071,297.78,66.722,-6.1184e-18,0,1,7.358,4.358,0,0
0.93475,2.0184e+05,0.19266,62.302,0,0,79905,-1.2069,297.79,66.65,0,0,1,7.371,4.371,0,0
0.9348,2.0185e+05,0.19245,62.237,0,0,79910,-1.2066,297.79,66.578,0,0,1,7.384,4.384,0,0
0.93484,2.0186e+05,0.19224,62.172,0,0,79915,-1.2063,297.8,66.506,0,0,1,7.397,4.397,0,0
0.93488,2.0186e+05,0.19204,62.11,-5.5786e-18,0,79920,-1.2061,297.8,66.436,-5.9671e-18,0,1,7.41,4.41,0,0
0.93491,2.0187e+05,0.19184,62.047,0,0,79924,-1.2058,297.81,66.367,0,0,1,7.423,4.423,0,0
0.93494,2.0187e+05,0.19164,61.985,0,0,79928,-1.2056,297.81,66.298,0,0,1,7.436,4.436,0,0
0.93497,2.0188e+05,0.19144,61.922,0,0,79932,-1.2054,297.82,66.229,0,0,1,7.449,4.449,0,0
0.93501,2.0189e+05,0.19124,61.86,-1.0864e-17,0,79936,-1.2051,297.82,66.16,-1.1619e-17,0,1,7.462,4.462,0,0
0.93504,2.0189e+05,0.19103,61.798,0,0,79940,-1.2049,297.83,66.091,0,0,1,7.475,4.475,0,0
0.93508,2.019e+05,0.19083,61.736,0,0,79944,-1.2047,297.83,66.022,0,0,1,7.488,4.488,0,0
0.93511,2.0191e+05,0.19063,61.674,-5.4099e-18,0,79949,-1.2044,297.84,65.953,-5.7849e-18,0,1,7.501,4.501,0,0
0.93515,2.0191e+05,0.19044,61.613,0,0,79953,-1.2042,297.84,65.886,0,0,1,7.514,4.514,0,0
0.93518,2.0192e+05,0.19024,61.553,0,0,79957,-1.204,297.84,65.819,0,0,1,7.527,4.527,0,0
0.93522,2.0192e+05,0.19005,61.493,0,0,79961,-1.2037,297.85,65.752,0,0,1,7.54,4.54,0,0
0.93525,2.0193e+05,0.18986,61.433,9.3517e-18,0,79965,-1.2035,297.85,65.686,9.9987e-18,0,1,7.553,4.553,0,0
0.93529,2.0194e+05,0.18966,61.374,0,0,79969,-1.2033,297.86,65.621,0,0,1,7.566,4.566,0,0
0.93532,2.0194e+05,0.18947,61.315,0,0,79973,-1.2031,297.86,65.555,0,0,1,7.579,4.579,0,0
0.93535,2.0195e+05,0.18928,61.256,0,0,79977,-1.2028,297.87,65.49,0,0,1,7.592,4.592,0,0
0.93538,2.0195e+05,0.18909,61.197,-1.0517e-17,0,79981,-1.2026,297.87,65.425,-1.1243e-17,0,1,7.605,4.605,0,0
0.93541,2.0196e+05,0.18891,61.139,0,0,79985,-1.2024,297.87,65.36,0,0,1,7.618,4.618,0,0
0.93545,2.0197e+05,0.18872,61.081,0,0,79988,-1.2022,297.88,65.296,0,0,1,7.631,4.631,0,0
0.93548,2.0197e+05,0.18853,61.023,0,0,79992,-1.202,297.88,65.232,0,0,1,7.644,4.644,0,0
0.93551,2.0198e+05,0.18835,60.966,5.1981e-18,0,79996,-1.2017,297.89,65.168,5.5563e-18,0,1,7.657,4.657,0,0
0.93554,2.0198e+05,0.18816,60.908,0,0,80000,-1.2015,297.89,65.105,0,0,1,7.67,4.67,0,0
0.93557,2.0199e+05,0.18798,60.851,0,0,80004,-1.2013,297.89,65.042,0,0,1,7.683,4.683,0,0
0.9356,2.0199e+05,0.1878,60.794,0,0,80007,-1.2011,297.9,64.978,0,0,1,7.696,4.696,0,0
0.93564,2.02e+05,0.18762,60.738,5.1294e-18,0,80011,-1.2009,297.9,64.916,5.482e-18,0,1,7.709,4.709,0,0
0.93567,2.0201e+05,0.18744,60.683,0,0,80015,-1.2007,297.91,64.855,0,0,1,7.722,4.722,0,0
0.9357,2.0201e+05,0.18726,60.628,0,0,80019,-1.2005,297.91,64.794,0,0,1,7.735,4.735,0,0
0.93573,2.0202e+05,0.18708,60.573,0,0,80022,-1.2003,297.91,64.733,0,0,1,7.748,4.748,0,0
0.93576,2.0202e+05,0.18691,60.518,-5.0519e-18,0,80026,-1.2001,297.92,64.673,-5.3986e-18,0,1,7.761,4.761,0,0
0.93579,2.0203e+05,0.18673,60.463,0,0,80030,-1.1998,297.92,64.612,0,0,1,7.774,4.774,0,0
0.93582,2.0203e+05,0.18655,60.409,0,0,80033,-1.1996,297.93,64.552,0,0,1,7.787,4.787,0,0
0.93585,2.0204e+05,0.18638,60.354,0,0,80037,-1.1994,297.93,64.491,0,0,1,7.8,4.8,0,0
0.93588,2.0204e+05,0.18621,60.3,1.0191e-17,0,80040,-1.1992,297.93,64.432,1.0888e-17,0,1,7.813,4.813,0,0
0.93591,2.0205e+05,0.18603,60.247,0,0,80044,-1.199,297.94,64.373,0,0,1,7.826,4.826,0,0
0.93594,2.0205e+05,0.18586,60.193,0,0,80047,-1.1989,297.94,64.314,0,0,1,7.839,4.839,0,0
0.93597,2.0206e+05,0.18569,60.14,5.0881e-18,0,80051,-1.1987,297.95,64.255,5.4358e-18,0,1,7.852,4.852,0,0
0.93599,2.0206e+05,0.18552,60.089,0,0,80054,-1.1985,297.95,64.198,0,0,1,7.865,4.865,0,0
0.93602,2.0207e+05,0.18536,60.037,0,0,80057,-1.1983,297.95,64.141,0,0,1,7.878,4.878,0,0
0.93605,2.0207e+05,0.18519,59.985,0,0,80061,-1.1981,297.96,64.084,0,0,1,7.891,4.891,0,0
0.93607,2.0208e+05,0.18503,59.934,-7.3146e-18,0,80064,-1.1979,297.96,64.027,-7.8136e-18,0,1,7.904,4.904,0,0
0.93611,2.0208e+05,0.18487,59.884,0,0,80068,-1.1977,297.96,63.972,0,0,1,7.917,4.917,0,0
0.93614,2.0209e+05,0.18471,59.834,0,0,80071,-1.1975,297.97,63.916,0,0,1,7.93,4.93,0,0
0.93617,2.021e+05,0.18454,59.785,0,0,80075,-1.1973,297.97,63.861,0,0,1,7.943,4.943,0,0
0.9362,2.021e+05,0.18438,59.735,4.5325e-18,0,80078,-1.1971,297.97,63.806,4.8412e-18,0,1,7.956,4.956,0,0
0.93622,2.0211e+05,0.18423,59.686,0,0,80082,-1.1969,297.98,63.752,0,0,1,7.969,4.969,0,0
0.93625,2.0211e+05,0.18407,59.638,0,0,80085,-1.1967,297.98,63.698,0,0,1,7.982,4.982,0,0
0.93628,2.0212e+05,0.18391,59.589,0,0,80088,-1.1966,297.98,63.645,0,0,1,7.995,4.995,0,0
0.93631,2.0212e+05,0.18376,59.54,-4.2166e-18,0,80091,-1.1964,297.99,63.59,-4.5033e-18,0,1,8.008,5.008,0,0
0.93633,2.0213e+05,0.1836,59.491,0,0,80095,-1.1962,297.99,63.536,0,0,1,8.021,5.021,0,0
0.93636,2.0213e+05,0.18344,59.441,0,0,80098,-1.196,297.99,63.481,0,0,1,8.034,5.034,0,0
0.93639,2.0214e+05,0.18328,59.392,0,0,80101,-1.1958,298,63.427,0,0,1,8.047,5.047,0,0
0.93642,2.0214e+05,0.18312,59.343,-4.2759e-18,0,80104,-1.1956,298,63.373,-4.5662e-18,0,1,8.06,5.06,0,0
0.93644,2.0215e+05,0.18297,59.295,0,0,80107,-1.1955,298,63.32,0,0,1,8.073,5.073,0,0
0.93647,2.0215e+05,0.18281,59.247,0,0,80111,-1.1953,298.01,63.267,0,0,1,8.086,5.086,0,0
0.93649,2.0216e+05,0.18266,59.199,0,0,80114,-1.1951,298.01,63.213,0,0,1,8.099,5.099,0,0
0.93652,2.0216e+05,0.18251,59.15,-8.7953e-18,0,80117,-1.1949,298.01,63.16,-9.3912e-18,0,1,8.112,5.112,0,0
0.93654,2.0216e+05,0.18235,59.102,0,0,80120,-1.1948,298.02,63.107,0,0,1,8.125,5.125,0,0
0.93657,2.0217e+05,0.1822,59.054,0,0,80123,-1.1946,298.02,63.054,0,0,1,8.138,5.138,0,0
0.93659,2.0217e+05,0.18204,59.006,2.5578e-18,0,80126,-1.1944,298.02,63,2.7308e-18,0,1,8.151,5.151,0,0
0.93662,2.0218e+05,0.18189,58.96,0,0,80129,-1.1943,298.03,62.95,0,0,1,8.164,5.164,0,0
0.93665,2.0218e+05,0.18175,58.915,0,0,80132,-1.1941,298.03,62.9,0,0,1,8.177,5.177,0,0
0.93667,2.0219e+05,0.1816,58.869,0,0,80135,-1.1939,298.03,62.849,0,0,1,8.19,5.19,0,0
0.9367,2.0219e+05,0.18146,58.824,0,0,80138,-1.1937,298.04,62.799,0,0,1,8.203,5.203,0,0
0.93673,2.022e+05,0.18131,58.779,0,0,80141,-1.1935,298.04,62.75,0,0,1,8.216,5.216,0,0
0.93675,2.022e+05,0.18117,58.734,0,0,80144,-1.1934,298.04,62.7,0,0,1,8.229,5.229,0,0
0.93677,2.0221e+05,0.18102,58.69,0,0,80147,-1.1932,298.05,62.651,0,0,1,8.242,5.242,0,0
0.9368,2.0221e+05,0.18088,58.646,-8.1245e-18,0,80150,-1.1931,298.05,62.602,-8.6725e-18,0,1,8.255,5.255,0,0
0.93682,2.0221e+05,0.18075,58.603,0,0,80153,-1.1929,298.05,62.555,0,0,1,8.268,5.268,0,0
0.93685,2.0222e+05,0.18061,58.56,0,0,80156,-1.1927,298.06,62.507,0,0,1,8.281,5.281,0,0
0.93687,2.0222e+05,0.18047,58.517,0,0,80159,-1.1926,298.06,62.46,0,0,1,8.294,5.294,0,0
0.93689,2.0223e+05,0.18033,58.474,3.9611e-18,0,80161,-1.1924,298.06,62.412,4.2278e-18,0,1,8.307,5.307,0,0
0.93691,2.0223e+05,0.18019,58.43,0,0,80164,-1.1923,298.06,62.364,0,0,1,8.32,5.32,0,0
0.93694,2.0224e+05,0.18005,58.386,0,0,80167,-1.1921,298.07,62.316,0,0,1,8.333,5.333,0,0
0.93696,2.0224e+05,0.17991,58.343,0,0,80169,-1.192,298.07,62.268,0,0,1,8.346,5.346,0,0
0.93698,2.0224e+05,0.17977,58.299,3.7517e-18,0,80172,-1.1918,298.07,62.22,4.0039e-18,0,1,8.359,5.359,0,0
0.937,2.0225e+05,0.17963,58.256,0,0,80175,-1.1917,298.08,62.173,0,0,1,8.372,5.372,0,0
0.93703,2.0225e+05,0.1795,58.213,0,0,80177,-1.1915,298.08,62.125,0,0,1,8.385,5.385,0,0
0.93705,2.0226e+05,0.17936,58.17,0,0,80180,-1.1914,298.08,62.078,0,0,1,8.398,5.398,0,0
0.93707,2.0226e+05,0.17922,58.127,0,0,80183,-1.1912,298.08,62.03,0,0,1,8.411,5.411,0,0
0.9371,2.0226e+05,0.17908,58.084,0,0,80186,-1.191,298.09,61.983,0,0,1,8.424,5.424,0,0
0.93712,2.0227e+05,0.17894,58.041,0,0,80189,-1.1909,298.09,61.935,0,0,1,8.437,5.437,0,0
0.93714,2.0227e+05,0.1788,57.997,0,0,80192,-1.1907,298.09,61.887,0,0,1,8.45,5.45,0,0
0.93716,2.0228e+05,0.17867,57.956,7.5337e-18,0,80194,-1.1906,298.1,61.842,8.0387e-18,0,1,8.463,5.463,0,0
0.93718,2.0228e+05,0.17854,57.915,0,0,80196,-1.1904,298.1,61.797,0,0,1,8.476,5.476,0,0
0.9372,2.0228e+05,0.17841,57.874,0,0,80199,-1.1903,298.1,61.752,0,0,1,8.489,5.489,0,0
0.93722,2.0229e+05,0.17828,57.833,-7.376e-18,0,80201,-1.1902,298.1,61.707,-7.8698e-18,0,1,8.502,5.502,0,0
0.93724,2.0229e+05,0.17815,57.792,0,0,80204,-1.19,298.11,61.662,0,0,1,8.515,5.515,0,0
0.93726,2.0229e+05,0.17802,57.752,0,0,80206,-1.1899,298.11,61.617,0,0,1,8.528,5.528,0,0
0.93728,2.023e+05,0.17789,57.711,0,0,80209,-1.1898,298.11,61.573,0,0,1,8.541,5.541,0,0
0.9373,2.023e+05,0.17776,57.671,-5.4482e-18,0,80211,-1.1896,298.12,61.528,-5.8124e-18,0,1,8.554,5.554,0,0
0.93732,2.0231e+05,0.17763,57.631,0,0,80214,-1.1895,298.12,61.485,0,0,1,8.567,5.567,0,0
0.93735,2.0231e+05,0.17751,57.592,0,0,80216,-1.1893,298.12,61.441,0,0,1,8.58,5.58,0,0
0.93737,2.0231e+05,0.17738,57.552,0,0,80219,-1.1892,298.12,61.398,0,0,1,8.593,5.593,0,0
0.93739,2.0232e+05,0.17726,57.513,3.5361e-18,0,80221,-1.189,298.13,61.355,3.7722e-18,0,1,8.606,5.606,0,0
0.93741,2.0232e+05,0.17713,57.475,0,0,80224,-1.1889,298.13,61.313,0,0,1,8.619,5.619,0,0
0.93743,2.0232e+05,0.17701,57.437,0,0,80226,-1.1888,298.13,61.271,0,0,1,8.632,5.632,0,0
0.93745,2.0233e+05,0.17689,57.398,0,0,80228,-1.1886,298.13,61.228,0,0,1,8.645,5.645,0,0
