"Pressure_Coefficient","Points:0","Points:1","Points:2"
-0.10267,0.28376,0.23926,-0.032333
-0.10054,0.28101,0.23926,-0.032177
0.23061,0.14829,0.23926,-0.014418
0.27609,0.14745,0.23926,-0.013862
0.076442,0.15107,0.23926,-0.015896
0.22725,0.14837,0.23926,-0.01446
0.063274,0.15153,0.23926,-0.016085
-0.24677,0.52193,0.23926,-0.033339
-0.24681,0.52184,0.23926,-0.033344
-0.24668,0.52209,0.23926,-0.033331
0.78829,0.13813,0.23926,0
0.73833,0.13817,0.23926,0.00069958
0.69778,0.13822,0.23926,0.0013734
-0.22994,0.54578,0.23926,-0.032062
-0.23513,0.53936,0.23926,-0.032427
-0.22166,0.55512,0.23926,-0.031505
-0.225,0.55153,0.23926,-0.031723
-0.25644,0.47176,0.23926,-0.035234
-0.25506,0.46754,0.23926,-0.03533
-0.25337,0.46043,0.23926,-0.035503
-0.24984,0.45106,0.23926,-0.035678
-0.24948,0.45008,0.23926,-0.035697
-0.067971,0.69311,0.23926,-0.020613
-0.071178,0.69036,0.23926,-0.020864
-0.058433,0.70152,0.23926,-0.019834
-0.061732,0.69868,0.23926,-0.020098
-0.23711,0.53679,0.23926,-0.03257
-0.24189,0.53027,0.23926,-0.032919
-0.25075,0.5133,0.23926,-0.033744
-0.0029267,0.74453,0.23926,-0.015634
-0.010147,0.73958,0.23926,-0.016137
0.0033909,0.74872,0.23926,-0.0152
-0.11869,0.64808,0.23926,-0.02459
-0.12517,0.64212,0.23926,-0.025088
-0.14461,0.62576,0.23926,-0.026431
-0.14775,0.62294,0.23926,-0.02666
-0.15182,0.61936,0.23926,-0.026943
-0.12877,0.63892,0.23926,-0.025357
-0.13231,0.63603,0.23926,-0.025596
-0.21753,0.55873,0.23926,-0.031278
-0.21319,0.56262,0.23926,-0.031036
-0.50208,0.21545,0.23926,0.027059
-0.50744,0.21846,0.23926,0.027371
-0.98945,0.17174,0.23926,0.021266
-0.97162,0.17566,0.23926,0.021945
-0.82589,0.1809,0.23926,0.022743
-1.0198,0.1617,0.23926,0.019407
-1.0437,0.16692,0.23926,0.020472
-1.0169,0.16142,0.23926,0.019343
-0.82206,0.15608,0.23926,0.017869
-1.0119,0.16125,0.23926,0.019294
-0.78985,0.15423,0.23926,0.01716
-0.81409,0.15575,0.23926,0.017743
-0.68363,0.18593,0.23926,0.023459
-0.50309,0.19213,0.23926,0.024319
-0.74172,0.18365,0.23926,0.02315
-0.63541,0.48123,0.23926,0.034957
-0.63858,0.48427,0.23926,0.034867
-0.64201,0.48768,0.23926,0.034753
-0.62885,0.47508,0.23926,0.035144
-0.6181,0.46451,0.23926,0.035413
-0.62367,0.46989,0.23926,0.03528
-0.64681,0.49279,0.23926,0.034576
-0.61289,0.45875,0.23926,0.035525
-0.032578,0.21426,0.23926,-0.026938
-0.032551,0.21424,0.23926,-0.026936
-0.02152,0.20565,0.23926,-0.025984
-0.013715,0.19793,0.23926,-0.025064
-0.032615,0.21429,0.23926,-0.026941
-0.045002,0.22288,0.23926,-0.027807
-0.054411,0.2306,0.23926,-0.028532
-0.05542,0.23151,0.23926,-0.028614
-0.11543,0.29764,0.23926,-0.033064
-0.11086,0.29277,0.23926,-0.032815
-0.1049,0.28607,0.23926,-0.032455
0.46266,0.14394,0.23926,-0.011225
0.47514,0.14337,0.23926,-0.010647
0.37179,0.14574,0.23926,-0.012696
0.35891,0.14589,0.23926,-0.012822
0.5777,0.14209,0.23926,-0.009352
0.6774,0.14129,0.23926,-0.0083258
0.73107,0.14052,0.23926,-0.0073049
0.7906,0.13999,0.23926,-0.0064152
0.82516,0.13964,0.23926,-0.0058164
0.82008,0.13889,0.23926,-0.0041026
0.81952,0.13887,0.23926,-0.0040557
