"Time_Iter","Inner_Iter",    "Cur_Time"    ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        126,          49,              2.52,      -8.358021253,      -6.039603415,      -5.956073822,      -2.898090409,     0.03044463328,       2.510353485,      0.8237581433,                 0,                 0,                 0,     -0.2054448531,       2.510353485,      0.8237581433,                 0,      0.3281442826,        2.38843204,     -0.7244879612,      -2.058012798,      -2.372878648,     -0.6304455786,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        127,          49,              2.54,      -8.259825585,      -6.174785443,       -6.07842748,      -2.790876195,     0.03044463328,       2.495642797,      0.1928648268,                 0,                 0,                 0,     -0.0474418538,       2.495642797,      0.1928648268,                 0,     0.07728062166,       2.380538673,     -0.6393095298,      -2.195984966,      -2.498413547,     -0.5442603703,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        128,          49,              2.56,      -8.212691961,      -6.365825506,      -6.277212417,      -2.744992458,     0.03044463328,       2.502738081,     -0.4732033837,                 0,                 0,                 0,      0.1191372299,       2.502738081,     -0.4732033837,                 0,     -0.1890742732,       2.380538673,     -0.6034461688,      -2.389766968,      -2.700237984,       -0.51580853,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        129,          49,              2.58,      -8.216351417,      -6.330836093,      -6.349903562,      -2.755417794,     0.03044463328,       2.531712407,      -1.073728182,                 0,                 0,                 0,      0.2691096394,       2.531712407,      -1.073728182,                 0,     -0.4241114351,       2.390838691,      -0.611815591,      -2.357370195,       -2.77582259,     -0.5329574076,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        130,          49,               2.6,      -8.270315811,      -6.132683332,      -6.132901176,      -2.823062142,     0.03044463328,       2.571739813,      -1.519038776,                 0,                 0,                 0,      0.3800847634,       2.571739813,      -1.519038776,                 0,     -0.5906658086,       2.412867567,     -0.6623892596,      -2.161637861,      -2.561569163,      -0.594872405,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        131,          49,              2.62,      -8.376351212,      -6.008214183,      -5.977766227,      -2.957086185,     0.03044463328,       2.603138479,      -1.742692231,                 0,                 0,                 0,      0.4355121112,       2.603138479,      -1.742692231,                 0,     -0.6694581349,       2.449260318,     -0.7595742565,      -2.039433841,      -2.409050571,       -0.71475863,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        132,          49,              2.64,      -8.500221694,      -5.956840937,      -5.904148915,      -3.123318669,     0.03044463328,       2.608395236,      -1.708393829,                 0,                 0,                 0,      0.4263860984,       2.608395236,      -1.708393829,                 0,     -0.6549597261,       2.435945634,     -0.8749465416,      -1.990218683,       -2.33793433,     -0.8673478266,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        133,          49,              2.66,      -8.487175087,      -5.959595129,      -5.888558999,      -3.072804189,     0.03044463328,       2.586146206,      -1.417437941,                 0,                 0,                 0,      0.3531005621,       2.586146206,      -1.417437941,                 0,     -0.5480888658,       2.428649792,     -0.8600305469,      -1.995148604,       -2.32474632,     -0.8141807673,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        134,          49,              2.68,      -8.357213796,      -6.016207888,      -5.931976799,      -2.899421916,     0.03044463328,       2.552625618,     -0.9149508054,                 0,                 0,                 0,      0.2270398665,       2.552625618,     -0.9149508054,                 0,     -0.3584351732,       2.421688589,     -0.7373655471,      -2.054033314,      -2.370475817,     -0.6530014808,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        135,          49,               2.7,      -8.252575375,      -6.139929722,      -6.045755126,      -2.783889817,     0.03044463328,       2.524838188,     -0.2717423274,                 0,                 0,                 0,     0.06597705458,       2.524838188,     -0.2717423274,                 0,      -0.107627621,       2.412867567,     -0.6455289969,      -2.180086318,      -2.486474957,     -0.5577776923,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        136,          49,              2.72,      -8.199646852,      -6.329989356,      -6.244592101,      -2.731531343,     0.03044463328,       2.517127876,      0.4169792265,                 0,                 0,                 0,     -0.1062501801,       2.517127876,      0.4169792265,                 0,      0.1656567513,       2.436547175,     -0.6042083681,      -2.372432368,      -2.687436236,     -0.5230370876,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        137,          49,              2.74,      -8.197862372,      -6.342779122,      -6.339922989,      -2.735804658,     0.03044463328,       2.531528644,       1.050367732,                 0,                 0,                 0,     -0.2644255938,       2.531528644,       1.050367732,                 0,      0.4149144172,       2.429581956,     -0.6075310153,      -2.387382716,      -2.784793604,     -0.5347354056,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        138,          49,              2.76,      -8.246692054,       -6.14818124,       -6.13988655,      -2.797286375,     0.03044463328,       2.556314399,       1.533945052,                 0,                 0,                 0,     -0.3849488847,       2.556314399,       1.533945052,                 0,      0.6000611868,       2.472939926,     -0.6530399399,      -2.194790517,       -2.58668608,     -0.5912383826,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        139,          49,              2.78,      -8.347412124,      -6.005546318,       -5.97834239,      -2.923606191,     0.03044463328,       2.577734016,        1.79377466,                 0,                 0,                 0,     -0.4493871502,       2.577734016,        1.79377466,                 0,      0.6958726729,       2.468115643,     -0.7442510359,      -2.054006046,      -2.426983383,     -0.7034726159,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        140,          49,               2.8,      -8.473617798,      -5.943548791,      -5.895361701,      -3.092741993,     0.03044463328,       2.584362841,       1.790539258,                 0,                 0,                 0,     -0.4479867216,       2.584362841,       1.790539258,                 0,      0.6928358625,       2.452333417,     -0.8603489392,      -1.993776144,      -2.345771231,     -0.8577300961,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        141,          49,              2.82,      -8.482187379,      -5.938344035,      -5.872685982,      -3.075814946,     0.03044463328,         2.5674482,       1.521719919,                 0,                 0,                 0,     -0.3801760728,         2.5674482,       1.521719919,                 0,      0.5926974179,       2.401865389,     -0.8650029399,      -1.990342518,      -2.324805524,      -0.835678806,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        142,          49,              2.84,      -8.356258406,      -5.987924817,      -5.909076301,      -2.901343248,     0.03044463328,       2.539047549,       1.022938538,                 0,                 0,                 0,     -0.2549719281,       2.539047549,       1.022938538,                 0,      0.4028827811,        2.38843204,     -0.7446353005,      -2.041793576,      -2.362852924,     -0.6709509292,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        143,          49,              2.86,      -8.246808966,      -6.106401575,      -6.016121638,      -2.778595705,     0.03044463328,       2.519918011,      0.3671679357,                 0,                 0,                 0,      -0.090707975,       2.519918011,      0.3671679357,                 0,      0.1457063024,       2.350722077,      -0.647231071,      -2.162204557,      -2.471500215,     -0.5673520918,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        144,          49,              2.88,      -8.189787659,      -6.306215119,      -6.213700459,      -2.721373173,     0.03044463328,       2.523682298,     -0.3467041387,                 0,                 0,                 0,     0.08785496419,       2.523682298,     -0.3467041387,                 0,     -0.1373802634,       2.366508319,     -0.6019059505,      -2.363911231,      -2.670620458,     -0.5278731739,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        145,          49,               2.9,      -8.182561933,      -6.327660172,      -6.332320724,      -2.719950998,     0.03044463328,        2.55163529,      -1.009018649,                 0,                 0,                 0,      0.2533004959,        2.55163529,      -1.009018649,                 0,     -0.3954399959,       2.378185781,     -0.6000155036,      -2.387124544,      -2.790716116,     -0.5344406599,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        146,          49,              2.92,      -8.226612996,       -6.14038369,      -6.146432038,      -2.775975793,     0.03044463328,       2.593356835,      -1.521484484,                 0,                 0,                 0,      0.3810737522,       2.593356835,      -1.521484484,                 0,     -0.5866853584,       2.402486962,     -0.6407029146,      -2.201469846,      -2.606236265,     -0.5859610954,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        147,          49,              2.94,      -8.324121499,      -5.999121103,      -5.976077371,      -2.897725113,     0.03044463328,        2.62887122,      -1.809182543,                 0,                 0,                 0,      0.4524999981,        2.62887122,      -1.809182543,                 0,     -0.6881974779,       2.444436034,     -0.7278813152,      -2.061689172,      -2.437230988,     -0.6932771152,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        148,          49,              2.96,      -8.455071643,      -5.935068029,      -5.888825507,      -3.072428336,     0.03044463328,       2.638434837,      -1.828342557,                 0,                 0,                 0,      0.4567129837,       2.638434837,      -1.828342557,                 0,     -0.6929648333,       2.435945634,     -0.8473908518,      -1.999033951,      -2.351284424,     -0.8519887969,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        149,          49,              2.98,       -8.48477553,      -5.929867353,      -5.864380946,       -3.08539322,     0.03044463328,       2.617152105,      -1.572210358,                 0,                 0,                 0,       0.392094248,       2.617152105,      -1.572210358,                 0,     -0.6007332758,       2.425647882,     -0.8717025057,      -1.995238782,      -2.328114764,     -0.8580340909,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        150,          49,                 3,      -8.362760112,      -5.976432426,       -5.89681691,      -2.910142507,     0.03044463328,       2.580152274,      -1.080882265,                 0,                 0,                 0,      0.2687679781,       2.580152274,      -1.080882265,                 0,      -0.418921889,       2.421688589,     -0.7543897249,      -2.043295275,      -2.361805708,     -0.6908962101,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        151,          49,              3.02,      -8.248294453,      -6.088877424,      -5.999125191,      -2.780471065,     0.03044463328,       2.547086556,      -0.426048066,                 0,                 0,                 0,      0.1047451286,       2.547086556,      -0.426048066,                 0,     -0.1672687821,       2.412867567,     -0.6519498168,      -2.157296529,       -2.46534565,     -0.5795021576,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        152,          49,              3.04,       -8.18561897,      -6.278703692,      -6.187148777,      -2.716953525,     0.03044463328,       2.534558821,      0.2953100521,                 0,                 0,                 0,     -0.0756926713,       2.534558821,      0.2953100521,                 0,      0.1165133946,       2.420760933,     -0.6015342239,      -2.348658761,      -2.654570788,     -0.5337676218,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        153,          49,              3.06,      -8.175089794,      -6.358361423,      -6.346559378,      -2.711622226,     0.03044463328,        2.54671172,      0.9754302033,                 0,                 0,                 0,     -0.2455921167,        2.54671172,      0.9754302033,                 0,      0.3830155551,       2.429581956,     -0.5973124523,      -2.429749915,      -2.815147102,     -0.5373377517,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        154,          49,              3.08,      -8.215265733,      -6.162505304,        -6.1604887,      -2.763059795,     0.03044463328,       2.572534004,       1.512992486,                 0,                 0,                 0,     -0.3796423397,       2.572534004,       1.512992486,                 0,       0.588133134,       2.472939926,     -0.6351522555,       -2.23518993,      -2.630205287,     -0.5855862653,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        155,          49,               3.1,      -8.307783489,      -6.004905585,      -5.982827568,      -2.878159568,     0.03044463328,       2.595691494,       1.827742351,                 0,                 0,                 0,     -0.4578262793,       2.595691494,       1.827742351,                 0,       0.704144678,       2.472939926,     -0.7180676799,      -2.078754482,      -2.453637723,      -0.687635942,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        156,          49,              3.12,      -8.436607027,      -5.930924942,      -5.887998936,      -3.049120223,     0.03044463328,       2.604543197,       1.872934934,                 0,                 0,                 0,     -0.4685305958,       2.604543197,       1.872934934,                 0,      0.7191030413,       2.436547175,      -0.835347083,      -2.005861177,      -2.359882145,     -0.8429895758,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        157,          49,              3.14,      -8.480861777,      -5.917602962,      -5.856584609,       -3.08712449,     0.03044463328,         2.5889054,       1.639918413,                 0,                 0,                 0,     -0.4096598296,         2.5889054,       1.639918413,                 0,      0.6334408408,       2.401865389,     -0.8733933834,      -1.993631956,      -2.329529289,     -0.8732243643,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        158,          49,              3.16,      -8.365692328,       -5.95848869,      -5.884019139,      -2.916009651,     0.03044463328,       2.558449476,       1.158477496,                 0,                 0,                 0,      -0.288762913,       2.558449476,       1.158477496,                 0,      0.4528045238,       2.374401686,     -0.7617930929,      -2.035709728,      -2.358019212,     -0.7085825302,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        159,          49,              3.18,      -8.248542996,      -6.066110768,      -5.980097193,        -2.7812515,     0.03044463328,        2.53537207,      0.5005299549,                 0,                 0,                 0,     -0.1239222637,        2.53537207,      0.5005299549,                 0,      0.1974187382,       2.336240323,     -0.6560267229,      -2.144608196,      -2.455141031,     -0.5909583069,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        160,          49,               3.2,      -8.182179604,      -6.254827441,      -6.161922533,      -2.713346941,     0.03044463328,       2.535399246,     -0.2335049436,                 0,                 0,                 0,     0.05971011138,       2.535399246,     -0.2335049436,                 0,    -0.09209789898,       2.350722077,     -0.6019535752,       -2.33458907,      -2.637990862,     -0.5405441776,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        161,          49,              3.22,      -8.167309376,      -6.336509123,      -6.328183581,      -2.703471236,     0.03044463328,       2.561614119,     -0.9309537842,                 0,                 0,                 0,      0.2339612347,       2.561614119,     -0.9309537842,                 0,     -0.3634246771,       2.364752431,     -0.5934568751,      -2.417444515,      -2.805247663,     -0.5395334643,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        162,          49,              3.24,       -8.20347213,      -6.157394475,      -6.170214866,      -2.750442381,     0.03044463328,       2.604057354,      -1.487842129,                 0,                 0,                 0,      0.3728525423,       2.604057354,      -1.487842129,                 0,     -0.5713553609,       2.390838691,     -0.6267868403,       -2.23938852,       -2.64824296,     -0.5829040849,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        163,          49,              3.26,      -8.292795131,      -6.003533259,      -5.985399348,      -2.861390245,     0.03044463328,       2.642502787,      -1.822967054,                 0,                 0,                 0,      0.4561346748,       2.642502787,      -1.822967054,                 0,     -0.6898638153,       2.405902348,     -0.7051595623,      -2.086470303,      -2.464361416,     -0.6795212813,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        164,          49,              3.28,      -8.424342316,      -5.927430893,      -5.886279705,      -3.035051587,     0.03044463328,       2.655786585,      -1.886639795,                 0,                 0,                 0,      0.4714636435,       2.655786585,      -1.886639795,                 0,     -0.7103883294,        2.42811944,     -0.8232074279,      -2.011245617,      -2.366158621,     -0.8356062203,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        165,          49,               3.3,      -8.484322497,      -5.915488056,      -5.853806189,      -3.096028871,     0.03044463328,        2.63663783,      -1.665465412,                 0,                 0,                 0,      0.4155653476,        2.63663783,      -1.665465412,                 0,      -0.631662564,       2.425647882,     -0.8749508881,      -2.000194677,       -2.33459528,     -0.8864899456,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        166,          49,              3.32,      -8.374559399,      -5.954403507,      -5.878029561,      -2.927102891,     0.03044463328,       2.598746492,      -1.193895989,                 0,                 0,                 0,      0.2971447377,       2.598746492,      -1.193895989,                 0,     -0.4594122561,       2.413862395,     -0.7676017485,      -2.040090092,       -2.35973091,     -0.7222652387,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        167,          49,              3.34,      -8.253257299,      -6.056366284,      -5.969269596,      -2.786398807,     0.03044463328,       2.562573756,     -0.5431180544,                 0,                 0,                 0,      0.1340992931,       2.562573756,     -0.5431180544,                 0,     -0.2119424087,       2.412867567,     -0.6577004417,       -2.14311816,      -2.451880905,      -0.598085255,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        168,          49,              3.36,      -8.183221799,      -6.239381336,      -6.145696595,      -2.714231648,     0.03044463328,       2.545779505,      0.1909527166,                 0,                 0,                 0,     -0.0495511386,       2.545779505,      0.1909527166,                 0,     0.07500756301,       2.405041372,     -0.6009286214,      -2.327199679,      -2.629206705,     -0.5440034666,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        169,          49,              3.38,       -8.16509631,      -6.355575371,      -6.334633153,      -2.700613415,     0.03044463328,       2.554952027,      0.8973684939,                 0,                 0,                 0,     -0.2260538667,       2.554952027,      0.8973684939,                 0,      0.3512271402,       2.421755762,     -0.5908220197,      -2.444377191,       -2.81902301,     -0.5408402783,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        170,          49,               3.4,      -8.197464934,      -6.178506076,      -6.183245112,      -2.743194781,     0.03044463328,       2.580842892,       1.470903634,                 0,                 0,                 0,     -0.3691189496,       2.580842892,       1.470903634,                 0,      0.5699314896,       2.452329401,     -0.6224870368,      -2.268174148,      -2.668491617,     -0.5822085357,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        171,          49,              3.42,      -8.283379894,      -6.013618259,       -5.99427061,      -2.849596376,     0.03044463328,       2.605305883,       1.826670107,                 0,                 0,                 0,     -0.4575647412,       2.605305883,       1.826670107,                 0,      0.7011346033,       2.457153685,     -0.6996295016,      -2.104025168,      -2.480350175,     -0.6769277921,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        172,          49,              3.44,      -8.412082169,      -5.929128192,      -5.889482712,      -3.018706538,     0.03044463328,       2.615698797,        1.91181184,                 0,                 0,                 0,      -0.478255586,       2.615698797,        1.91181184,                 0,      0.7308990784,       2.436547175,     -0.8163862602,      -2.020184125,      -2.376381232,     -0.8303651511,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        173,          49,              3.46,      -8.480754877,      -5.908515844,      -5.850605069,      -3.095921424,     0.03044463328,       2.602598123,       1.712094784,                 0,                 0,                 0,     -0.4277009031,       2.602598123,       1.712094784,                 0,      0.6578406279,       2.401865389,     -0.8770189429,      -2.000224254,      -2.338315851,     -0.8975943849,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        174,          49,              3.48,      -8.378712888,      -5.941747105,      -5.870230074,      -2.934129153,     0.03044463328,       2.572252154,       1.252829952,                 0,                 0,                 0,     -0.3123259703,       2.572252154,       1.252829952,                 0,       0.487055653,       2.374401686,     -0.7762600745,      -2.034198755,      -2.358751238,     -0.7387929446,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        175,          49,               3.5,      -8.255730878,      -6.039566916,      -5.956748409,      -2.789462298,     0.03044463328,        2.54603006,       0.603926283,                 0,                 0,                 0,     -0.1497188436,        2.54603006,       0.603926283,                 0,      0.2372031236,       2.336240323,     -0.6632954099,       -2.13284138,      -2.446073056,     -0.6085917177,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        176,          49,              3.52,      -8.182446449,      -6.223115065,      -6.129485948,      -2.713364763,     0.03044463328,       2.541946206,     -0.1361334558,                 0,                 0,                 0,     0.03544798635,       2.541946206,     -0.1361334558,                 0,    -0.05355481381,       2.320454081,     -0.6023905775,      -2.317221312,      -2.619595886,     -0.5493002651,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        177,          49,              3.54,        -8.1613419,       -6.35486097,      -6.331480488,      -2.696583738,     0.03044463328,       2.565144059,     -0.8535089594,                 0,                 0,                 0,      0.2147039134,       2.565144059,     -0.8535089594,                 0,     -0.3327333435,       2.350722077,     -0.5889479158,      -2.449722747,      -2.822349131,     -0.5424385123,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        178,          49,              3.56,      -8.190636285,      -6.177390122,      -6.194948157,      -2.735825159,     0.03044463328,       2.606927505,      -1.440243976,                 0,                 0,                 0,      0.3610747286,       2.606927505,      -1.440243976,                 0,     -0.5524679813,       2.378185781,     -0.6173396307,      -2.272899498,      -2.686542934,     -0.5802315763,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        179,          49,              3.58,      -8.273366905,      -6.013386522,      -5.998340593,      -2.838329012,     0.03044463328,        2.64720074,      -1.811050609,                 0,                 0,                 0,      0.4532854684,        2.64720074,      -1.811050609,                 0,      -0.684137996,       2.397081325,     -0.6910931081,      -2.109435078,      -2.490629931,     -0.6709632832,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        180,          49,               3.6,       -8.40290003,      -5.927407604,      -5.889780068,      -3.007630613,     0.03044463328,       2.663862548,        -1.9113626,                 0,                 0,                 0,      0.4777706241,       2.663862548,        -1.9113626,                 0,     -0.7175154742,       2.412333198,      -0.808597644,      -2.023921816,      -2.382742751,     -0.8247711505,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        181,          49,              3.62,      -8.483824634,      -5.909327506,      -5.850351851,       -3.10297548,     0.03044463328,       2.647626911,      -1.722709621,                 0,                 0,                 0,      0.4299946173,       2.647626911,      -1.722709621,                 0,     -0.6506617732,       2.425647882,     -0.8819399613,      -2.006312384,      -2.343978124,     -0.9108492056,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        182,          49,              3.64,      -8.387923295,       -5.94183876,      -5.867520895,      -2.945501327,     0.03044463328,       2.609838533,      -1.273825909,                 0,                 0,                 0,      0.3172237102,       2.609838533,      -1.273825909,                 0,     -0.4880860991,       2.413862395,      -0.788481947,      -2.039384025,      -2.361808061,     -0.7576214632,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        183,          49,              3.66,      -8.261673051,      -6.035756451,      -5.950467474,      -2.795859061,     0.03044463328,       2.571423146,     -0.6336815217,                 0,                 0,                 0,      0.1568092429,       2.571423146,     -0.6336815217,                 0,     -0.2464322229,       2.412867567,     -0.6735304147,      -2.133966162,      -2.445411255,     -0.6235071153,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        184,          49,              3.68,      -8.185067294,       -6.21016948,      -6.117187204,       -2.71585639,     0.03044463328,       2.551216503,       0.103331632,                 0,                 0,                 0,    -0.02760267756,       2.551216503,       0.103331632,                 0,     0.04050288634,       2.378874526,     -0.6102713289,      -2.309076417,      -2.612773256,     -0.5608148869,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        185,          49,               3.7,      -8.161625592,      -6.367532507,      -6.334021443,      -2.696389353,     0.03044463328,       2.557806037,      0.8247768992,                 0,                 0,                 0,     -0.2078897848,       2.557806037,      0.8247768992,                 0,      0.3224548255,       2.397148497,     -0.5949951569,      -2.467093977,      -2.830228757,     -0.5513266637,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        186,          49,              3.72,      -8.187647062,      -6.197472549,      -6.205719766,      -2.731813393,     0.03044463328,       2.583257208,       1.423139676,                 0,                 0,                 0,     -0.3571800325,       2.583257208,       1.423139676,                 0,      0.5509090121,       2.436543159,      -0.619940209,        -2.2976116,      -2.702522791,     -0.5847532698,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        187,          49,              3.74,      -8.267120741,       -6.02402182,      -6.007622938,      -2.830143692,     0.03044463328,       2.608822628,       1.810098011,                 0,                 0,                 0,     -0.4534361983,       2.608822628,       1.810098011,                 0,      0.6938371326,       2.459625242,      -0.689428368,      -2.124640302,      -2.504996432,     -0.6698743864,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        188,          49,              3.76,      -8.393743822,      -5.930246239,      -5.894259071,      -2.994961924,     0.03044463328,       2.621530627,        1.92821127,                 0,                 0,                 0,     -0.4823715645,       2.621530627,        1.92821127,                 0,      0.7355287974,       2.436547175,     -0.8016551167,       -2.03128579,      -2.392186164,     -0.8160492364,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        189,          49,              3.78,      -8.479576948,      -5.904596805,      -5.848960283,       -3.10038856,     0.03044463328,        2.61106736,       1.758756529,                 0,                 0,                 0,     -0.4393823998,        2.61106736,       1.758756529,                 0,      0.6735776164,       2.401865389,     -0.8760150461,      -2.006065599,      -2.347433745,      -0.907150097,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
