"Time_Iter","Inner_Iter",    "Cur_Time"    ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
         14,          49,              0.28,      -7.527589119,      -4.863300786,      -4.973584117,      -2.175847912,     0.03044463328,       -13.8652176,    -0.02623628875,                 0,                 0,                 0,    -0.02017073495,       -13.8652176,    -0.02623628875,                 0,    0.001892237793,      0.1469716555,     -0.7536226182,     -0.5468936218,     -0.5742966656,     -0.8603760268,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         15,          49,               0.3,      -7.473800852,      -4.933626983,      -5.045560751,      -2.046419315,     0.03044463328,      -9.422161094,      0.2094036673,                 0,                 0,                 0,     -0.0767098334,      -9.422161094,      0.2094036673,                 0,    -0.02222459001,       0.149933983,     -0.7345180068,     -0.6485599066,     -0.6823595511,     -0.7672661458,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         16,          49,              0.32,      -7.363795335,      -5.055749061,      -5.168191565,       -1.90534191,     0.03044463328,      -4.012104768,      0.4158682862,                 0,                 0,                 0,     -0.1268601122,      -4.012104768,      0.4158682862,                 0,     -0.1036533965,       0.149933983,     -0.6627785207,     -0.7992044968,     -0.8371992297,     -0.6658258377,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         17,          49,              0.34,       -7.29075259,      -5.245128539,      -5.349373763,      -1.826438771,     0.03044463328,       1.642463926,      0.5626356166,                 0,                 0,                 0,     -0.1628345796,       1.642463926,      0.5626356166,                 0,      0.3425558441,      0.1769207539,     -0.6254828839,      -1.014822324,      -1.046473485,     -0.6235883848,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         18,          49,              0.36,      -7.262128769,      -5.514980969,      -5.565174853,      -1.798824849,     0.03044463328,       6.907559124,      0.6328675819,                 0,                 0,                 0,     -0.1802568741,       6.907559124,      0.6328675819,                 0,     0.09161956785,      0.1975272636,     -0.6241143385,      -1.304657989,      -1.283800301,     -0.6236860097,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         19,          49,              0.38,      -7.271502853,      -5.575093977,      -5.588754717,       -1.81168492,     0.03044463328,       11.32308033,       0.625041114,                 0,                 0,                 0,     -0.1787614504,       11.32308033,       0.625041114,                 0,     0.05520062523,      0.1975272636,     -0.6475541651,      -1.371451793,      -1.319016662,     -0.6505570605,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         20,          49,               0.4,      -7.315467292,      -5.354385232,      -5.411110025,      -1.861204348,     0.03044463328,       14.59329766,      0.5505221384,                 0,                 0,                 0,     -0.1610635387,       14.59329766,      0.5505221384,                 0,     0.03772431368,       0.195055706,     -0.6932474345,      -1.143319542,      -1.144889919,     -0.7011896181,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         21,          49,              0.42,      -7.397286651,      -5.228370475,      -5.310781609,      -1.951801911,     0.03044463328,       16.57465494,       0.425432817,                 0,                 0,                 0,     -0.1311805813,       16.57465494,       0.425432817,                 0,     0.02566767263,       0.195055706,     -0.7756080833,       -1.01175422,       -1.05256584,     -0.7914028686,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         22,          49,              0.44,      -7.521330537,      -5.165714876,      -5.260774679,      -2.091549725,     0.03044463328,        17.2530731,        0.27155968,                 0,                 0,                 0,    -0.09444159412,        17.2530731,        0.27155968,                 0,     0.01573978609,       0.195055706,     -0.9133720217,     -0.9685260846,      -1.028975653,      -0.944334093,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         23,          49,              0.46,      -7.690119375,      -5.150479663,      -5.256048972,      -2.291304417,     0.03044463328,       16.74009449,      0.1071794744,                 0,                 0,                 0,    -0.05528826377,       16.74009449,      0.1071794744,                 0,    0.006402560899,       0.195055706,      -1.106140863,     -0.9901399975,      -1.062027017,      -1.168100175,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         24,          49,              0.48,      -7.842952802,      -5.175571997,       -5.29205952,      -2.468656398,     0.03044463328,       15.23804135,    -0.05229429547,                 0,                 0,                 0,    -0.01733127758,       15.23804135,    -0.05229429547,                 0,   -0.003431825277,      0.1902314221,      -1.272003415,      -1.036444983,       -1.12253513,      -1.358482215,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         25,          49,               0.5,      -7.812347193,       -5.23387044,      -5.367485436,      -2.378436343,     0.03044463328,       13.02476491,     -0.1906549697,                 0,                 0,                 0,     0.01549189805,       13.02476491,     -0.1906549697,                 0,    -0.01463788183,      0.1829355806,       -1.22520128,      -1.077599422,       -1.18962247,      -1.251606305,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         26,          49,              0.52,      -7.698782648,      -5.334729961,      -5.497135874,      -2.236276236,     0.03044463328,       10.40327173,     -0.2948342962,                 0,                 0,                 0,     0.04015116886,       10.40327173,     -0.2948342962,                 0,    -0.02834053593,      0.1517959394,      -1.060727518,      -1.116748247,      -1.270081365,      -1.057658006,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         27,          49,              0.54,      -7.619655463,      -5.477781898,      -5.690132245,      -2.152528747,     0.03044463328,       7.667117085,     -0.3550935809,                 0,                 0,                 0,     0.05439131715,       7.667117085,     -0.3550935809,                 0,    -0.04631383308,      0.1445000979,      -0.905889754,      -1.161628985,      -1.376245437,     -0.8973945137,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         28,          49,              0.56,      -7.584581757,      -5.657954257,      -5.910905402,      -2.119296686,     0.03044463328,       5.085033467,     -0.3702604231,                 0,                 0,                 0,     0.05796646865,       5.085033467,     -0.3702604231,                 0,    -0.07281376328,      0.1445000979,     -0.8009700495,      -1.240502854,       -1.49729493,     -0.7945201852,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         29,          49,              0.58,       -7.58728912,      -5.765346666,      -5.819688785,      -2.126091985,     0.03044463328,       2.849099036,     -0.3401496347,                 0,                 0,                 0,     0.05078240647,       2.849099036,     -0.3401496347,                 0,      -0.119388491,      0.1469716555,       -0.77614946,      -1.304339885,      -1.352776129,     -0.7750560338,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         30,          49,               0.6,      -7.624771868,      -5.703540594,      -5.661559742,      -2.169783134,     0.03044463328,        1.09208625,     -0.2685698086,                 0,                 0,                 0,     0.03372168489,        1.09208625,     -0.2685698086,                 0,     -0.2459236242,      0.1469716555,     -0.8264242164,      -1.271935244,      -1.219255775,     -0.8324008071,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         31,          49,              0.62,      -7.695731854,      -5.605045734,      -5.552908713,      -2.249894017,     0.03044463328,     -0.1137533585,     -0.1630271391,                 0,                 0,                 0,    0.008545392118,     -0.1137533585,     -0.1630271391,                 0,       1.433163304,      0.1469716555,     -0.9219830519,      -1.228531338,      -1.167021748,     -0.9371645026,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         32,          49,              0.64,      -7.801976562,      -5.544819111,      -5.500960538,      -2.370547018,     0.03044463328,      -0.756793993,    -0.03487322659,                 0,                 0,                 0,    -0.02199464254,      -0.756793993,    -0.03487322659,                 0,     0.04608021061,      0.1469716555,      -1.048129838,      -1.216687447,       -1.16446191,      -1.077412905,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         33,          49,              0.66,      -7.938943818,      -5.526309441,      -5.491476044,      -2.530642619,     0.03044463328,     -0.8733286747,      0.1004039949,                 0,                 0,                 0,    -0.05417371497,     -0.8733286747,      0.1004039949,                 0,     -0.1149670196,      0.1469716555,      -1.196064021,      -1.229688407,      -1.186227159,       -1.24809582,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         34,          49,              0.68,      -8.062086335,      -5.543932795,      -5.519238963,      -2.670391437,     0.03044463328,     -0.5429279027,      0.2270703675,                 0,                 0,                 0,    -0.08414584763,     -0.5429279027,      0.2270703675,                 0,     -0.4182330036,      0.1469716555,      -1.319985479,      -1.258720023,      -1.225003304,      -1.388215553,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         35,          49,               0.7,      -8.072007655,       -5.59496101,      -5.583872609,      -2.647894044,     0.03044463328,      0.1211095183,      0.3324390657,                 0,                 0,                 0,     -0.1088482496,      0.1211095183,      0.3324390657,                 0,       2.744945817,      0.1517959395,      -1.318810366,      -1.299599996,      -1.279721402,      -1.354137411,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         36,          49,              0.72,      -7.996540672,      -5.678992326,       -5.68905649,      -2.543488991,     0.03044463328,      0.9916091106,      0.4069514127,                 0,                 0,                 0,     -0.1259810234,      0.9916091106,      0.4069514127,                 0,      0.4103949917,       0.154267497,       -1.21890817,      -1.351806387,      -1.353658976,      -1.224708973,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         37,          49,              0.74,      -7.928474803,      -5.794545268,      -5.841842829,      -2.466634526,     0.03044463328,       1.946337955,      0.4434433273,                 0,                 0,                 0,     -0.1337917961,       1.946337955,      0.4434433273,                 0,      0.2278347016,       0.154267497,      -1.113665957,      -1.416528035,      -1.455035997,      -1.110067111,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         38,          49,              0.76,      -7.892856592,       -5.93075654,      -6.032364012,      -2.430155714,     0.03044463328,       2.874870811,      0.4385910451,                 0,                 0,                 0,     -0.1314607389,       2.874870811,      0.4385910451,                 0,      0.1525602623,      0.1547582669,      -1.032681625,      -1.491705333,      -1.580483611,      -1.027848775,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         39,          49,              0.78,      -7.890077483,      -6.030957072,      -6.103327566,      -2.429556775,     0.03044463328,       3.686826189,      0.3949870847,                 0,                 0,                 0,     -0.1196177279,       3.686826189,      0.3949870847,                 0,      0.1071347182,      0.1645256659,     -0.9863067487,      -1.539832737,      -1.591885291,     -0.9839224296,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         40,          49,               0.8,       -7.91755037,      -6.022144882,      -6.001665933,      -2.460983383,     0.03044463328,       4.321342802,       0.317578622,                 0,                 0,                 0,    -0.09950150895,       4.321342802,       0.317578622,                 0,     0.07349072651,      0.1744491963,      -0.985326333,      -1.512131835,      -1.467309238,     -0.9879386384,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         41,          49,              0.82,      -7.974862094,      -5.958133416,      -5.896182322,       -2.52425046,     0.03044463328,       4.743091335,      0.2138838171,                 0,                 0,                 0,    -0.07297229656,       4.743091335,      0.2138838171,                 0,     0.04509375889,      0.1862346833,      -1.036938031,      -1.466951696,      -1.385998946,      -1.046660738,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         42,          49,              0.84,      -8.062020244,      -5.900471731,      -5.833964485,       -2.61997749,     0.03044463328,        4.94188418,     0.09336398837,                 0,                 0,                 0,    -0.04238043495,        4.94188418,     0.09336398837,                 0,     0.01889238698,      0.1862346833,      -1.134899003,      -1.445163285,      -1.368801995,      -1.153582971,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         43,          49,              0.86,      -8.178919213,      -5.875323408,      -5.816987537,      -2.749994602,     0.03044463328,       4.929047913,     -0.0320418759,                 0,                 0,                 0,    -0.01067560723,       4.929047913,     -0.0320418759,                 0,   -0.006500621716,      0.1814103993,      -1.264890367,      -1.452039624,      -1.390642568,      -1.296170698,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         44,          49,              0.88,       -8.31013024,      -5.877759046,      -5.836673959,      -2.897126386,     0.03044463328,       4.735905863,     -0.1504315369,                 0,                 0,                 0,     0.01919440339,       4.735905863,     -0.1504315369,                 0,    -0.03176404709,      0.1671533549,       -1.39952217,      -1.472455216,      -1.431402833,      -1.445634891,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         45,          49,               0.9,      -8.394793228,      -5.903703485,      -5.891715486,      -2.978473712,     0.03044463328,       4.408165929,     -0.2503614356,                 0,                 0,                 0,     0.04438964729,       4.408165929,     -0.2503614356,                 0,    -0.05679492098,      0.1542674969,      -1.471290181,      -1.499489452,      -1.487730791,      -1.512784969,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         46,          49,              0.92,      -8.378216668,      -5.952502188,      -5.986052227,      -2.935699132,     0.03044463328,       3.995361973,     -0.3223167777,                 0,                 0,                 0,     0.06254594811,       3.995361973,     -0.3223167777,                 0,    -0.08067273501,       0.144500098,       -1.42297797,      -1.533661096,      -1.565893288,      -1.437002229,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         47,          49,              0.94,      -8.318602915,       -6.01920069,      -6.119366345,      -2.861272449,     0.03044463328,       3.547838627,     -0.3574005291,                 0,                 0,                 0,     0.07147946091,       3.547838627,     -0.3574005291,                 0,     -0.1007375382,       0.144500098,      -1.313274685,      -1.574211202,       -1.67103267,      -1.311452316,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         48,          49,              0.96,      -8.275517162,       -6.09933568,      -6.277228734,       -2.81449074,     0.03044463328,       3.109119032,     -0.3493648912,                 0,                 0,                 0,     0.06967261952,       3.109119032,     -0.3493648912,                 0,     -0.1123678082,      0.1469716555,      -1.205539041,      -1.624097438,      -1.797701054,      -1.199516995,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         49,          49,              0.98,      -8.259632789,       -6.18214181,      -6.356830395,      -2.799600442,     0.03044463328,       2.714848534,     -0.2984849312,                 0,                 0,                 0,     0.05722071254,       2.714848534,     -0.2984849312,                 0,     -0.1099453349,      0.1469716555,      -1.119436592,      -1.682565521,      -1.854701881,      -1.114862479,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         50,          49,                 1,      -8.272218278,      -6.242921828,      -6.288697337,      -2.815255943,     0.03044463328,       2.389812096,     -0.2101286599,                 0,                 0,                 0,     0.03548610822,       2.389812096,     -0.2101286599,                 0,    -0.08792685426,      0.1469716555,      -1.071962668,       -1.73357214,      -1.781771015,      -1.072097389,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         51,          49,              1.02,       -8.31086567,      -6.266817958,      -6.202024777,      -2.858425196,     0.03044463328,       2.148456738,    -0.09364602526,                 0,                 0,                 0,    0.006818595656,       2.148456738,    -0.09364602526,                 0,    -0.04358757781,      0.1469716555,      -1.077038588,      -1.764154112,      -1.708466759,      -1.083750345,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         52,          49,              1.04,       -8.37291432,      -6.267503737,      -6.148302873,      -2.926471143,     0.03044463328,       1.996412403,     0.03866487434,                 0,                 0,                 0,    -0.02570709743,       1.996412403,     0.03866487434,                 0,     0.01936717798,      0.1469716555,      -1.134008589,      -1.782498928,      -1.678817714,      -1.147804242,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         53,          49,              1.06,       -8.45349423,      -6.258185784,       -6.12887264,      -3.014331108,     0.03044463328,       1.930405294,      0.1725655337,                 0,                 0,                 0,    -0.05854013002,       1.930405294,      0.1725655337,                 0,     0.08939342132,      0.1469716555,      -1.223834588,       -1.79427998,      -1.685760826,      -1.244695417,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         54,          49,              1.08,      -8.541012248,      -6.251329606,      -6.141042572,      -3.108711174,     0.03044463328,       1.938188682,      0.2941276498,                 0,                 0,                 0,    -0.08821542667,       1.938188682,      0.2941276498,                 0,      0.1517538785,      0.1469716555,       -1.31914235,      -1.806596278,       -1.72151023,      -1.345912134,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         55,          49,               1.1,      -8.607957245,      -6.254376846,      -6.179379293,      -3.175736444,     0.03044463328,       2.004515813,      0.3885444221,                 0,                 0,                 0,     -0.1110584641,       2.004515813,      0.3885444221,                 0,      0.1938345508,      0.1590917809,      -1.382928326,      -1.824524528,      -1.778913347,      -1.408607048,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         56,          49,              1.12,      -8.625344936,      -6.271081706,      -6.240977068,       -3.18331251,     0.03044463328,       2.112380772,      0.4415280628,                 0,                 0,                 0,     -0.1235363159,       2.112380772,      0.4415280628,                 0,       0.209019164,      0.1590917809,      -1.381906183,      -1.851612065,       -1.85558522,      -1.396623516,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         57,          49,              1.14,      -8.602047933,      -6.301820828,      -6.317383367,       -3.14944693,     0.03044463328,       2.241050231,      0.4433990003,                 0,                 0,                 0,     -0.1232736176,       2.241050231,      0.4433990003,                 0,      0.1978532182,      0.1590917809,      -1.323438451,      -1.889313011,       -1.94475132,      -1.326542686,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         58,          49,              1.16,      -8.568433465,      -6.345309204,      -6.393510376,      -3.110052446,     0.03044463328,       2.371020378,      0.3919520277,                 0,                 0,                 0,      -0.109742611,       2.371020378,      0.3919520277,                 0,      0.1653094302,      0.1590917809,      -1.238234696,      -1.938047896,      -2.033326048,       -1.23466513,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         59,          49,              1.18,      -8.542162802,      -6.404676346,      -6.446444547,      -3.081480178,     0.03044463328,       2.487554746,      0.2915436203,                 0,                 0,                 0,    -0.08404699133,       2.487554746,      0.2915436203,                 0,       0.117200886,      0.1635814264,      -1.146860467,      -2.002741841,      -2.100075578,      -1.140340202,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
         60,          49,               1.2,      -8.530951155,      -6.479308764,       -6.47208444,       -3.06990698,     0.03044463328,       2.581290015,      0.1510345182,                 0,                 0,                 0,    -0.04841370589,       2.581290015,      0.1510345182,                 0,     0.05851125495,      0.1635814264,      -1.064969019,      -2.084204752,      -2.141802521,       -1.05789298,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
