"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,           0,     -0.1432990712,      -508.8704136
          0,           0,           1,     -0.9445075189,      -1800.859486
          0,           0,           2,      -1.249969315,       -1402.23455
          0,           0,           3,      -1.418194042,      -1402.353818
          0,           0,           4,      -1.491399808,      -1400.354488
          0,           0,           5,      -1.568224201,      -1398.921414
          0,           0,           6,      -1.684642234,      -1397.854128
          0,           0,           7,      -1.776423477,      -1396.697424
          0,           0,           8,      -1.880325398,      -1395.957075
          0,           0,           9,      -1.995882665,      -1395.795194
          0,           0,          10,      -2.062165334,       -1395.64295
          0,           0,          11,      -2.145482545,      -1395.575346
          0,           0,          12,       -2.25117778,      -1395.388127
          0,           0,          13,      -2.335345479,      -1395.323714
          0,           0,          14,      -2.414917463,        -1395.1253
          0,           0,          15,      -2.491224707,        -1395.2435
          0,           0,          16,      -2.574681011,      -1395.141918
          0,           0,          17,      -2.661032921,      -1395.079244
          0,           0,          18,      -2.731744143,      -1395.057475
          0,           0,          19,      -2.800296051,      -1395.051913
          0,           0,          20,      -2.859204633,      -1395.032539
          0,           0,          21,      -2.913406289,      -1395.025454
          0,           0,          22,      -2.968547988,      -1395.019273
          0,           0,          23,      -3.019919026,      -1395.030521
          0,           0,          24,      -3.072648495,      -1395.040199
          0,           0,          25,      -3.125670262,      -1395.061553
          0,           0,          26,      -3.172927333,      -1395.073757
          0,           0,          27,      -3.217194624,      -1395.090275
          0,           0,          28,      -3.255982723,       -1395.09914
          0,           0,          29,      -3.288768371,      -1395.109837
          0,           0,          30,      -3.319411702,      -1395.118436
          0,           0,          31,      -3.347737244,      -1395.125845
          0,           0,          32,      -3.375579341,      -1395.136591
          0,           0,          33,      -3.402049452,      -1395.142403
          0,           0,          34,      -3.428760341,      -1395.154342
          0,           0,          35,      -3.450813655,      -1395.159667
          0,           0,          36,      -3.469481642,      -1395.170065
          0,           0,          37,      -3.487205578,      -1395.175164
          0,           0,          38,       -3.50424497,      -1395.185019
          0,           0,          39,      -3.520621823,      -1395.190368
          0,           0,          40,      -3.534596326,       -1395.19984
          0,           0,          41,       -3.55068252,      -1395.204691
          0,           0,          42,      -3.566258291,      -1395.212077
          0,           0,          43,      -3.581698322,      -1395.215541
          0,           0,          44,      -3.597206949,       -1395.22127
          0,           0,          45,      -3.613725227,      -1395.224212
          0,           0,          46,      -3.629692857,      -1395.228832
          0,           0,          47,      -3.646730875,      -1395.231239
          0,           0,          48,      -3.667727122,      -1395.235585
          0,           0,          49,      -3.687430126,      -1395.237503
          0,           0,          50,      -3.703771706,        -1395.2407
          0,           0,          51,      -3.718783107,      -1395.242029
          0,           0,          52,      -3.735567014,      -1395.244564
          0,           0,          53,      -3.753350518,      -1395.245586
          0,           0,          54,      -3.771064177,      -1395.247777
          0,           0,          55,      -3.788175805,      -1395.248375
