"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.649203904,       1.108744747,     -0.2891952616,       4.010559418,          204929.9,     0.02207599667,      0.2086922248,                 0,                 0,                 0,   -0.002310595468,   0.0001407844922,       0.209856557,                 0,       9.453354608
          0,           0,           1,      -1.951541501,      0.8509791685,      0.4239044495,       3.707247824,          204929.9,     0.03856566519,      0.3387755285,                 0,                 0,                 0,   -0.005533970796,     0.00294271306,      0.3409508904,                 0,       8.784381827
          0,           0,           2,       -2.06915283,      0.7139417171,      0.5226577943,       3.613998677,          204929.9,     0.03957735934,      0.3364461123,                 0,                 0,                 0,   -0.007186248225,    0.004192355334,      0.3387399859,                 0,       8.500974241
          0,           0,           3,      -1.965352502,      0.7981928971,      0.5750840556,       3.727562928,          204929.9,     0.03797058991,      0.3190506627,                 0,                 0,                 0,   -0.006748440328,    0.004412707568,      0.3212718772,                 0,       8.402573241
          0,           0,           4,      -1.993589654,      0.7580671604,      0.5323010274,       3.688841982,          204929.9,     0.03501211491,      0.2907048569,                 0,                 0,                 0,   -0.006005544903,    0.004433382922,      0.2927721079,                 0,        8.30297906
          0,           0,           5,      -2.001837541,      0.7353600905,      0.5155526022,       3.669119201,          204929.9,     0.03182239228,      0.2626703714,                 0,                 0,                 0,   -0.005684821321,    0.004191535613,      0.2645577814,                 0,       8.254262254
          0,           0,           6,      -1.957060075,      0.7679617958,      0.5499052088,       3.708605299,          204929.9,     0.03005399251,      0.2481263489,                 0,                 0,                 0,   -0.006754454733,    0.003953087652,      0.2499085845,                 0,       8.256019522
          0,           0,           7,      -1.848292564,      0.8653328929,      0.6446740246,       3.825351807,          204929.9,     0.03008031355,      0.2478861929,                 0,                 0,                 0,   -0.008628882835,    0.004004367639,      0.2496724953,                 0,       8.240811468
          0,           0,           8,      -1.749610431,      0.9466936175,      0.7356095866,       3.930195247,          204929.9,     0.02995043209,      0.2469456016,                 0,                 0,                 0,   -0.008662097277,    0.003973516243,      0.2487234804,                 0,       8.245143204
          0,           0,           9,      -1.777383184,      0.9015819268,       0.711880504,        3.89043885,          204929.9,      0.0300903302,       0.248037674,                 0,                 0,                 0,   -0.008931870237,    0.003998495332,      0.2498241936,                 0,       8.243102429
          0,           0,          10,      -1.771081764,       0.883280118,      0.7156236531,       3.870237172,          204929.9,     0.03043171005,      0.2501911046,                 0,                 0,                 0,   -0.009491755378,    0.004112910276,      0.2520015114,                 0,       8.221394859
          0,           0,          11,      -1.717386004,      0.9346461711,      0.7347950291,       3.915625097,          204929.9,     0.03116165211,      0.2549718377,                 0,                 0,                 0,     -0.0102904349,    0.004339130956,      0.2568323549,                 0,       8.182231055
          0,           0,          12,       -1.65811175,       1.000595486,      0.7861844124,       4.001289759,          204929.9,     0.03213655693,      0.2622294597,                 0,                 0,                 0,    -0.01060302871,    0.004550067064,      0.2641521242,                 0,       8.159849241
          0,           0,          13,       -1.60946461,       1.044001379,      0.8484185378,       4.069285258,          204929.9,     0.03214021756,       0.262284204,                 0,                 0,                 0,    -0.01053300793,    0.004547985303,      0.2642069513,                 0,       8.160623166
          0,           0,          14,       -1.63463646,       1.000863781,      0.8462370158,       4.033031975,          204929.9,     0.03225390666,      0.2632165733,                 0,                 0,                 0,    -0.01050767056,    0.004563592469,      0.2651460967,                 0,       8.160765643
          0,           0,          15,      -1.616662265,       1.005549711,      0.8605967852,       4.020671041,          204929.9,     0.03260182114,      0.2660635342,                 0,                 0,                 0,    -0.01047912186,    0.004612012591,      0.2680138286,                 0,       8.161002205
          0,           0,          16,      -1.566663262,       1.069263576,      0.8655403508,        4.06912519,          204929.9,      0.0332927722,      0.2719142271,                 0,                 0,                 0,    -0.01025715118,    0.004687614613,      0.2739046948,                 0,        8.16736514
          0,           0,          17,      -1.544873134,       1.097235246,      0.8865655174,       4.122851784,          204929.9,     0.03398720799,      0.2779875808,                 0,                 0,                 0,   -0.009893398437,    0.004743407888,      0.2800173663,                 0,       8.179182615
          0,           0,          18,      -1.533054147,        1.09920219,      0.9192163652,       4.153780149,          204929.9,     0.03450814418,      0.2826129536,                 0,                 0,                 0,   -0.009596124032,    0.004778007219,      0.2846718535,                 0,       8.189746516
          0,           0,          19,      -1.509319751,       1.115295645,      0.9417949751,       4.178038898,          204929.9,     0.03490941302,      0.2861676331,                 0,                 0,                 0,   -0.009380226664,    0.004805512678,      0.2882490041,                 0,       8.197434684
          0,           0,          20,      -1.488435217,       1.134892893,       0.955049247,        4.19780686,          204929.9,     0.03523084814,      0.2889991705,                 0,                 0,                 0,   -0.009216100644,    0.004829210684,      0.2910986292,                 0,       8.203014852
          0,           0,          21,      -1.478577268,       1.143990059,      0.9625333703,       4.209720475,          204929.9,     0.03549651983,      0.2913452211,                 0,                 0,                 0,   -0.009072319467,    0.004848197937,      0.2934595982,                 0,       8.207712263
          0,           0,          22,       -1.47572525,       1.144699463,      0.9648983012,       4.215046558,          204929.9,     0.03572005401,      0.2933454217,                 0,                 0,                 0,   -0.008930240662,    0.004861429684,      0.2954722071,                 0,       8.212345412
          0,           0,          23,      -1.476140969,       1.141425645,      0.9627570517,        4.21601024,          204929.9,      0.0359094683,      0.2950762117,                 0,                 0,                 0,   -0.008783526606,    0.004868889513,      0.2972133149,                 0,       8.217225866
          0,           0,          24,       -1.47898009,       1.136274923,      0.9574214614,       4.214032834,          204929.9,     0.03607014542,      0.2965812994,                 0,                 0,                 0,   -0.008633055384,    0.004871361926,      0.2987269529,                 0,       8.222348315
          0,           0,          25,      -1.484157968,       1.130142322,      0.9499880347,        4.20991777,          204929.9,     0.03620630729,      0.2978905185,                 0,                 0,                 0,   -0.008482368627,    0.004869927235,      0.3000432327,                 0,       8.227586317
          0,           0,          26,      -1.491412729,       1.123036342,      0.9408296156,       4.203925595,          204929.9,     0.03632158192,      0.2990284689,                 0,                 0,                 0,   -0.008335010377,     0.00486562216,      0.3011869988,                 0,       8.232804111
          0,           0,          27,      -1.500479675,       1.114205967,      0.9299191122,        4.19593543,          204929.9,     0.03641914806,      0.3000171695,                 0,                 0,                 0,   -0.008193521767,    0.004859306467,      0.3021804817,                 0,       8.237896424
          0,           0,          28,       -1.51108752,       1.103160979,      0.9173720164,       4.185979351,          204929.9,      0.0365017498,      0.3008762244,                 0,                 0,                 0,    -0.00805941379,    0.004851660031,      0.3030434647,                 0,       8.242789072
          0,           0,          29,       -1.52307181,       1.090187869,      0.9034297475,       4.174331425,          204929.9,      0.0365717105,      0.3016226154,                 0,                 0,                 0,   -0.007933475577,    0.004843218366,      0.3037930799,                 0,       8.247429811
          0,           0,          30,      -1.536349194,       1.076057696,      0.8883340129,       4.161350971,          204929.9,     0.03663097234,      0.3022707426,                 0,                 0,                 0,   -0.007816093809,    0.004834407823,      0.3044438511,                 0,       8.251780483
          0,           0,          31,      -1.550742653,       1.061471628,      0.8723406671,       4.147395302,          204929.9,     0.03668116481,       0.302832853,                 0,                 0,                 0,   -0.007707413654,    0.004825568806,      0.3050081287,                 0,       8.255813427
          0,           0,          32,      -1.566173117,       1.046528624,      0.8555144536,        4.13255805,          204929.9,     0.03672365923,       0.303319471,                 0,                 0,                 0,   -0.007607463783,    0.004816965009,      0.3054965228,                 0,       8.259511097
          0,           0,          33,      -1.582619334,        1.03088845,      0.8378212714,       4.116758783,          204929.9,     0.03675961849,      0.3037397713,                 0,                 0,                 0,   -0.007516220244,    0.004808793928,      0.3059182795,                 0,        8.26286517
          0,           0,          34,      -1.600056664,       1.014179674,      0.8192415569,       4.099917227,          204929.9,     0.03679004718,      0.3041018904,                 0,                 0,                 0,   -0.007433579487,    0.004801204169,      0.3062815955,                 0,       8.265873891
          0,           0,          35,      -1.618462886,      0.9962399398,      0.7997639838,       4.082010192,          204929.9,     0.03681581569,      0.3044131816,                 0,                 0,                 0,   -0.007359281476,    0.004794292729,      0.3065938749,                 0,       8.268543719
          0,           0,          36,      -1.637851142,      0.9770832143,      0.7793692937,       4.063043243,          204929.9,     0.03683766705,      0.3046802786,                 0,                 0,                 0,   -0.007292933786,    0.004788105143,      0.3068617929,                 0,       8.270889636
          0,           0,          37,      -1.658135053,      0.9569014516,      0.7581370805,       4.043132515,          204929.9,     0.03685622822,      0.3049090719,                 0,                 0,                 0,   -0.007234067147,    0.004782649225,       0.307091273,                 0,       8.272932055
          0,           0,          38,      -1.679262347,      0.9358701472,       0.736097795,       4.022360605,          204929.9,     0.03687203298,      0.3051048631,                 0,                 0,                 0,   -0.007182094567,    0.004777901649,      0.3072876437,                 0,       8.274695981
          0,           0,          39,      -1.701183293,      0.9141214544,      0.7132820574,       4.000793655,          204929.9,     0.03688552079,      0.3052720682,                 0,                 0,                 0,   -0.007136506864,    0.004773837874,      0.3074553427,                 0,       8.276203283
          0,           0,          40,      -1.723868617,      0.8917144949,      0.6897191006,       3.978466835,          204929.9,     0.03689705877,       0.305414608,                 0,                 0,                 0,   -0.007096738338,    0.004770413189,      0.3075983077,                 0,       8.277478427
          0,           0,          41,      -1.747288292,       0.868660803,      0.6654515341,       3.955407145,          204929.9,      0.0369069502,      0.3055359257,                 0,                 0,                 0,   -0.007062208466,     0.00476756928,      0.3077199947,                 0,       8.278547104
          0,           0,          42,      -1.771439744,      0.8449173986,      0.6404995993,       3.931611617,          204929.9,     0.03691545187,      0.3056390749,                 0,                 0,                 0,   -0.007032343094,    0.004765242351,      0.3078234675,                 0,       8.279434746
          0,           0,          43,      -1.796338605,      0.8204175506,      0.6148639091,       3.907057799,          204929.9,     0.03692276426,      0.3057265988,                 0,                 0,                 0,   -0.007006654251,    0.004763365936,      0.3079112764,                 0,       8.280165502
          0,           0,          44,      -1.821985486,      0.7951221012,      0.5885472251,        3.88173698,          204929.9,     0.03692906875,      0.3058008515,                 0,                 0,                 0,   -0.006984611171,    0.004761874375,      0.3079857812,                 0,       8.280762604
          0,           0,          45,      -1.848401208,      0.7689932562,      0.5615242371,        3.85562804,          204929.9,     0.03693451637,      0.3058638876,                 0,                 0,                 0,   -0.006965721242,    0.004760703089,      0.3080490414,                 0,       8.281247939
          0,           0,          46,      -1.875564856,      0.7420521164,      0.5337996855,       3.828751354,          204929.9,      0.0369392373,      0.3059175628,                 0,                 0,                 0,    -0.00694950065,    0.004759787564,      0.3081029161,                 0,       8.281642643
          0,           0,          47,      -1.903467366,      0.7143234534,       0.505369153,       3.801120905,          204929.9,     0.03694332802,      0.3059632909,                 0,                 0,                 0,   -0.006935607994,    0.004759075983,      0.3081488213,                 0,       8.281963412
          0,           0,          48,      -1.932074866,       0.685854329,      0.4762538683,       3.772771288,          204929.9,     0.03694687343,      0.3060022848,                 0,                 0,                 0,   -0.006923737041,    0.004758526012,      0.3081879721,                 0,       8.282224078
          0,           0,          49,      -1.961345092,      0.6567045196,      0.4464799744,       3.743743649,          204929.9,     0.03694995213,      0.3060356231,                 0,                 0,                 0,   -0.006913595869,     0.00475810304,      0.3082214496,                 0,       8.282436253
          0,           0,          50,      -1.991236254,      0.6269312787,      0.4160809065,       3.714079569,          204929.9,     0.03695263457,      0.3060642588,                 0,                 0,                 0,   -0.006904914521,    0.004757777537,      0.3082502089,                 0,       8.282609951
          0,           0,          51,      -2.021709807,      0.5965920664,       0.385095016,       3.683819744,          204929.9,     0.03695497862,      0.3060889638,                 0,                 0,                 0,   -0.006897464424,     0.00475752637,      0.3082750236,                 0,       8.282753102
          0,           0,          52,      -2.052743263,      0.5657279018,      0.3535541772,       3.652992802,          204929.9,     0.03695703258,      0.3061103728,                 0,                 0,                 0,   -0.006891050168,    0.004757331227,        0.30829653,                 0,       8.282872067
          0,           0,          53,      -2.084322847,      0.5343673331,      0.3214896373,       3.621620005,          204929.9,     0.03695884766,      0.3061291047,                 0,                 0,                 0,    -0.00688546434,    0.004757178353,      0.3083153489,                 0,       8.282972118
          0,           0,          54,      -2.116437217,      0.5025271245,      0.2889300715,       3.589716519,          204929.9,     0.03696046355,      0.3061456213,                 0,                 0,                 0,   -0.006880559281,    0.004757058931,       0.308331944,                 0,       8.283056864
          0,           0,          55,      -2.149087243,      0.4702006362,      0.2558859693,       3.557282802,          204929.9,     0.03696191067,        0.30616027,                 0,                 0,                 0,    -0.00687622833,    0.004756966924,      0.3083466637,                 0,       8.283128886
          0,           0,          56,      -2.182276543,      0.4373656209,      0.2223596592,       3.524312396,          204929.9,     0.03696321391,      0.3061733267,                 0,                 0,                 0,   -0.006872386763,    0.004756898227,      0.3083597851,                 0,       8.283190077
          0,           0,          57,      -2.216000128,       0.404003357,       0.188352572,       3.490804128,          204929.9,     0.03696439399,      0.3061850176,                 0,                 0,                 0,   -0.006868964092,      0.0047568498,      0.3083715354,                 0,       8.283241915
          0,           0,          58,      -2.250259396,      0.3700877153,      0.1538554418,       3.456753625,          204929.9,     0.03696546711,      0.3061955268,                 0,                 0,                 0,   -0.006865902387,    0.004756818535,      0.3083820991,                 0,       8.283285746
          0,           0,          59,       -2.28505841,      0.3355947484,      0.1188560812,       3.422155098,          204929.9,     0.03696644705,      0.3062049983,                 0,                 0,                 0,   -0.006863157491,    0.004756803074,      0.3083916212,                 0,       8.283322382
