"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,           0,       1.199194719,      -1356.344554
          0,           0,           1,       0.658919478,      -1516.672193
          0,           0,           2,      0.2008623577,      -1431.428797
          0,           0,           3,     0.03582022436,       -1428.23487
          0,           0,           4,    -0.08020702869,      -1431.255214
          0,           0,           5,     -0.2440984547,      -1428.790059
          0,           0,           6,     -0.3979651431,       -1425.79077
          0,           0,           7,     -0.5106109574,      -1424.164757
          0,           0,           8,     -0.5917588022,       -1422.59769
          0,           0,           9,     -0.6694357542,      -1420.829948
          0,           0,          10,     -0.7693899302,      -1419.574954
          0,           0,          11,     -0.8834561491,      -1419.308089
          0,           0,          12,     -0.9836646821,      -1419.849611
          0,           0,          13,      -1.060534565,       -1420.67046
          0,           0,          14,      -1.124501024,       -1421.32119
          0,           0,          15,      -1.187485495,      -1421.622428
          0,           0,          16,       -1.25648087,      -1421.610778
          0,           0,          17,      -1.333158498,      -1421.401156
          0,           0,          18,      -1.414969021,      -1421.101673
          0,           0,          19,      -1.495835835,      -1420.789751
          0,           0,          20,      -1.571028324,      -1420.507594
          0,           0,          21,      -1.639297452,      -1420.276624
          0,           0,          22,      -1.700880892,      -1420.106772
          0,           0,          23,      -1.756474208,      -1419.994854
          0,           0,          24,      -1.805397811,      -1419.931546
          0,           0,          25,      -1.848997212,      -1419.904264
          0,           0,          26,      -1.888596085,      -1419.899402
          0,           0,          27,      -1.924636805,      -1419.904412
          0,           0,          28,      -1.957541463,      -1419.909452
          0,           0,          29,      -1.988598089,      -1419.908515
          0,           0,          30,      -2.019551052,      -1419.899678
          0,           0,          31,      -2.051796258,      -1419.884096
          0,           0,          32,       -2.08611007,      -1419.864346
          0,           0,          33,      -2.122936157,      -1419.843074
          0,           0,          34,      -2.162177711,      -1419.822264
          0,           0,          35,      -2.203448767,      -1419.803169
          0,           0,          36,      -2.246142912,       -1419.78656
          0,           0,          37,      -2.289674818,      -1419.772814
          0,           0,          38,       -2.33337985,      -1419.761995
          0,           0,          39,      -2.376648806,      -1419.753945
          0,           0,          40,      -2.418984409,      -1419.748367
          0,           0,          41,      -2.460036794,      -1419.744851
          0,           0,          42,       -2.49962611,      -1419.742933
          0,           0,          43,      -2.537740158,      -1419.742158
          0,           0,          44,      -2.574512993,      -1419.742136
          0,           0,          45,      -2.610184284,      -1419.742558
          0,           0,          46,      -2.645041959,      -1419.743204
          0,           0,          47,      -2.679367075,      -1419.743935
          0,           0,          48,      -2.713398752,       -1419.74467
          0,           0,          49,      -2.747321662,      -1419.745369
          0,           0,          50,       -2.78126863,       -1419.74601
          0,           0,          51,      -2.815329858,      -1419.746587
          0,           0,          52,      -2.849562796,      -1419.747097
          0,           0,          53,       -2.88400217,      -1419.747543
          0,           0,          54,       -2.91868085,      -1419.747932
          0,           0,          55,      -2.953595013,      -1419.748272
          0,           0,          56,      -2.988733638,       -1419.74857
          0,           0,          57,      -3.024091184,      -1419.748834
          0,           0,          58,      -3.059661407,      -1419.749069
          0,           0,          59,      -3.095435828,       -1419.74928
          0,           0,          60,       -3.13140341,      -1419.749469
          0,           0,          61,      -3.167550919,      -1419.749638
          0,           0,          62,      -3.203863011,      -1419.749789
          0,           0,          63,      -3.240321979,      -1419.749924
          0,           0,          64,      -3.276907698,      -1419.750045
          0,           0,          65,      -3.313598132,      -1419.750153
          0,           0,          66,      -3.350370323,      -1419.750249
          0,           0,          67,       -3.38720154,      -1419.750337
          0,           0,          68,      -3.424070219,      -1419.750419
          0,           0,          69,      -3.460956478,      -1419.750496
          0,           0,          70,      -3.497842126,       -1419.75057
          0,           0,          71,      -3.534710295,      -1419.750641
          0,           0,          72,      -3.571544895,      -1419.750712
          0,           0,          73,      -3.608330116,       -1419.75078
          0,           0,          74,      -3.645050116,      -1419.750847
          0,           0,          75,      -3.681688937,      -1419.750912
          0,           0,          76,      -3.718230581,      -1419.750974
          0,           0,          77,      -3.754659148,      -1419.751034
          0,           0,          78,      -3.790958952,      -1419.751091
          0,           0,          79,      -3.827114557,      -1419.751145
          0,           0,          80,      -3.863110749,      -1419.751196
          0,           0,          81,       -3.89893248,      -1419.751245
          0,           0,          82,      -3.934564845,       -1419.75129
          0,           0,          83,      -3.969993121,      -1419.751333
          0,           0,          84,      -4.005202905,      -1419.751373
          0,           0,          85,      -4.040180334,      -1419.751411
          0,           0,          86,      -4.074912356,      -1419.751446
          0,           0,          87,      -4.109387035,      -1419.751479
          0,           0,          88,      -4.143593855,      -1419.751509
          0,           0,          89,       -4.17752398,      -1419.751538
          0,           0,          90,       -4.21117048,      -1419.751565
          0,           0,          91,      -4.244528477,       -1419.75159
          0,           0,          92,      -4.277595247,      -1419.751613
          0,           0,          93,       -4.31037025,      -1419.751635
          0,           0,          94,      -4.342855104,      -1419.751655
          0,           0,          95,      -4.375053514,      -1419.751674
          0,           0,          96,      -4.406971159,      -1419.751692
          0,           0,          97,      -4.438615548,      -1419.751708
          0,           0,          98,      -4.469995853,      -1419.751724
          0,           0,          99,      -4.501122711,      -1419.751738
