"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,         125,      -4.354582349,      -1395.916146
          0,           0,         126,      -4.365140794,       -1395.91612
          0,           0,         127,       -4.37582933,      -1395.916095
          0,           0,         128,      -4.386642714,      -1395.916069
          0,           0,         129,       -4.39757483,      -1395.916044
          0,           0,         130,      -4.408618296,      -1395.916019
          0,           0,         131,      -4.419764219,      -1395.915993
          0,           0,         132,      -4.431002107,      -1395.915968
          0,           0,         133,        -4.4423199,      -1395.915943
          0,           0,         134,      -4.453704068,      -1395.915919
          0,           0,         135,      -4.465139765,      -1395.915895
          0,           0,         136,      -4.476611003,      -1395.915872
          0,           0,         137,      -4.488100798,      -1395.915849
          0,           0,         138,      -4.499591129,      -1395.915826
          0,           0,         139,      -4.511064271,      -1395.915804
          0,           0,         140,      -4.522501687,      -1395.915783
          0,           0,         141,      -4.533884791,      -1395.915762
          0,           0,         142,      -4.545195026,      -1395.915742
          0,           0,         143,      -4.556414302,      -1395.915722
          0,           0,         144,       -4.56752498,      -1395.915704
          0,           0,         145,      -4.578510194,      -1395.915685
          0,           0,         146,        -4.5893542,      -1395.915668
          0,           0,         147,      -4.600042267,      -1395.915651
          0,           0,         148,      -4.610561217,      -1395.915635
          0,           0,         149,      -4.620899454,      -1395.915619
          0,           0,         150,      -4.631047113,      -1395.915604
          0,           0,         151,      -4.640996191,       -1395.91559
          0,           0,         152,      -4.650740629,      -1395.915576
          0,           0,         153,      -4.660276389,      -1395.915563
          0,           0,         154,      -4.669601504,      -1395.915551
          0,           0,         155,      -4.678715822,      -1395.915539
          0,           0,         156,      -4.687620529,      -1395.915527
          0,           0,         157,      -4.696319823,      -1395.915517
          0,           0,         158,      -4.704819415,      -1395.915506
          0,           0,         159,      -4.713126646,      -1395.915497
          0,           0,         160,      -4.721250255,      -1395.915488
          0,           0,         161,      -4.729199975,      -1395.915479
          0,           0,         162,      -4.736986547,      -1395.915471
          0,           0,         163,      -4.744621648,      -1395.915463
          0,           0,         164,      -4.752117616,      -1395.915456
          0,           0,         165,      -4.759487429,      -1395.915449
          0,           0,         166,      -4.766744307,      -1395.915443
          0,           0,         167,       -4.77390111,      -1395.915437
          0,           0,         168,      -4.780971612,      -1395.915431
          0,           0,         169,      -4.787968462,      -1395.915426
          0,           0,         170,      -4.794904572,      -1395.915421
          0,           0,         171,      -4.801792433,      -1395.915417
          0,           0,         172,      -4.808644052,      -1395.915412
          0,           0,         173,      -4.815470919,      -1395.915408
          0,           0,         174,      -4.822283955,      -1395.915405
          0,           0,         175,      -4.829093464,      -1395.915401
          0,           0,         176,      -4.835909106,      -1395.915398
          0,           0,         177,      -4.842739887,      -1395.915396
          0,           0,         178,      -4.849594157,      -1395.915393
          0,           0,         179,       -4.85647962,      -1395.915391
          0,           0,         180,      -4.863403346,      -1395.915388
          0,           0,         181,      -4.870371786,      -1395.915386
          0,           0,         182,      -4.877390794,      -1395.915385
          0,           0,         183,       -4.88446565,      -1395.915383
          0,           0,         184,      -4.891601089,      -1395.915382
          0,           0,         185,      -4.898801322,       -1395.91538
          0,           0,         186,      -4.906070074,      -1395.915379
          0,           0,         187,      -4.913410608,      -1395.915378
          0,           0,         188,      -4.920825755,      -1395.915378
          0,           0,         189,      -4.928317947,      -1395.915377
          0,           0,         190,      -4.935889243,      -1395.915376
          0,           0,         191,      -4.943541359,      -1395.915376
          0,           0,         192,      -4.951275695,      -1395.915375
          0,           0,         193,       -4.95909336,      -1395.915375
          0,           0,         194,      -4.966995199,      -1395.915375
          0,           0,         195,      -4.974981814,      -1395.915375
          0,           0,         196,      -4.983053588,      -1395.915375
          0,           0,         197,      -4.991210704,      -1395.915375
          0,           0,         198,      -4.999453167,      -1395.915375
          0,           0,         199,      -5.007780822,      -1395.915375
