"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "AoA"      ,     "Buffet"     
          0,           0,           0,       -4.74411991,      -2.678836169,      -3.325835447,      0.7783055266,      -5.034798593,                        10,      -2.953396766,              10,      -4.204202008,       14425.51611,     0.05155632538,      0.9636356098,                 0,                 0,                 0,     0.08439586194,    -0.03262623931,      0.9644621152,                 0,       18.69092886,                 5,      0.5542071433
          0,           0,           1,       -4.73554602,      -2.670486509,      -3.318930514,      0.7869914629,      -5.036727209,                        10,      -2.963579039,              10,      -4.212881129,       14425.51611,     0.05155835904,      0.9636550081,                 0,                 0,                 0,     0.08440176799,    -0.03262590407,      0.9644816169,                 0,       18.69056786,                 5,      0.5542071433
          0,           0,           2,        -4.7275757,      -2.663144922,      -3.312406927,      0.7950565032,      -5.038844354,                        10,      -2.969416851,              10,      -4.223411801,       14425.51611,     0.05156040514,      0.9636745561,                 0,                 0,                 0,     0.08440769175,    -0.03262556947,      0.9645012689,                 0,       18.69020527,                 5,      0.5542071433
          0,           0,           3,        -4.7200621,      -2.656496557,      -3.306270403,      0.8026416277,      -5.041146593,                        10,      -2.974115898,              10,      -4.235041403,       14425.51611,     0.05156247834,      0.9636943116,                 0,                 0,                 0,     0.08441365865,    -0.03262522597,      0.9645211299,                 0,       18.68983692,                 5,      0.5542071433
          0,           0,           4,      -4.712898856,      -2.650310712,       -3.30057335,      0.8098611663,      -5.043633973,                        10,      -2.978594848,              10,      -4.247361738,       14425.51611,     0.05156458726,       0.963714296,                 0,                 0,                 0,     0.08441968343,    -0.03262486682,      0.9645412221,                 0,        18.6894601,                 5,      0.5542071433
          0,           0,           5,      -4.706016306,       -2.64441805,      -3.295335087,      0.8167918113,      -5.046308295,                        10,      -2.983055982,              10,       -4.26035631,       14425.51611,     0.05156673568,      0.9637345172,                 0,                 0,                 0,     0.08442577238,    -0.03262448897,      0.9645615535,                 0,       18.68907357,                 5,      0.5542071433
          0,           0,           6,      -4.699360523,      -2.638711693,      -3.290530619,       0.823490331,      -5.049171603,                        10,      -2.987509844,              10,      -4.274198536,       14425.51611,     0.05156892463,      0.9637549767,                 0,                 0,                 0,     0.08443192722,    -0.03262409151,      0.9645821259,                 0,       18.68867702,                 5,      0.5542071433
          0,           0,           7,      -4.692894873,      -2.633139707,      -3.286094457,      0.8299952314,      -5.052225448,                        10,      -2.991976451,              10,      -4.288904164,       14425.51611,     0.05157115305,      0.9637756678,                 0,                 0,                 0,     0.08443814556,    -0.03262367492,      0.9646029325,                 0,       18.68827068,                 5,      0.5542071433
          0,           0,           8,      -4.679366161,       -2.62914595,      -3.283007554,      0.8428031671,      -5.055470606,                        10,      -3.002643991,              10,      -4.304271498,       14425.51611,     0.05157341757,      0.9637965703,                 0,                 0,                 0,     0.08444441994,    -0.03262324079,      0.9646239528,                 0,        18.6878554,                 5,      0.5542071433
          0,           0,           9,      -4.662831144,      -2.621054344,      -3.278747018,      0.8589818277,      -5.058907198,                        10,      -3.016870366,              10,      -4.319942549,       14425.51611,     0.05157571535,      0.9638176672,                 0,                 0,                 0,     0.08445074448,    -0.03262279047,      0.9646451698,                 0,       18.68743188,                 5,      0.5542071433
          0,           0,          10,      -4.647720631,      -2.606394636,      -3.273898885,      0.8741233803,       -5.06253525,                        10,       -3.03102071,              10,      -4.335385573,       14425.51611,     0.05157804415,      0.9638389451,                 0,                 0,                 0,     0.08445711442,    -0.03262232503,      0.9646665697,                 0,       18.68700066,                 5,      0.5542071433
          0,           0,          11,      -4.635038117,      -2.586539462,      -3.268524737,      0.8869894199,      -5.066355013,                        10,      -3.043420172,              10,      -4.349973754,       14425.51611,     0.05158040372,      0.9638604009,                 0,                 0,                 0,     0.08446352909,    -0.03262184444,      0.9646881495,                 0,       18.68656178,                 5,      0.5514061362
          0,           0,          12,      -4.624296543,      -2.565341956,      -3.262339757,      0.8979360102,      -5.070367575,                        10,       -3.05382135,              10,      -4.363330265,       14425.51611,     0.05158279619,      0.9638820438,                 0,                 0,                 0,     0.08446999299,    -0.03262134737,      0.9647099186,                 0,       18.68611465,                 5,      0.5514061362
          0,           0,          13,      -4.614473099,       -2.54557091,      -3.254982781,      0.9079301508,      -5.074575788,                        10,      -3.062807689,              10,      -4.375642569,       14425.51611,     0.05158522482,      0.9639038876,                 0,                 0,                 0,     0.08447651313,    -0.03262083179,      0.9647318909,                 0,       18.68565836,                 5,      0.5514061362
          0,           0,          14,      -4.604270605,      -2.528092099,      -3.245354503,      0.9182354988,      -5.078985157,                        10,      -3.071341482,              10,      -4.387511592,       14425.51611,     0.05158769244,       0.963925944,                 0,                 0,                 0,     0.08448309566,     -0.0326202959,      0.9647540784,                 0,       18.68519211,                 5,      0.5514061362
          0,           0,          15,       -4.59390879,      -2.512565815,      -3.235178171,      0.9286702133,      -5.083604814,                        10,      -3.079246418,              10,      -4.399506406,       14425.51611,     0.05159019938,      0.9639482123,                 0,                 0,                 0,     0.08448974132,    -0.03261973931,      0.9647764805,                 0,       18.68471578,                 5,      0.5514061362
          0,           0,          16,      -4.583994707,       -2.49807884,      -3.228400549,        0.93868091,      -5.088447687,                        10,      -3.085971998,              10,      -4.411878203,       14425.51611,     0.05159274264,      0.9639706753,                 0,                 0,                 0,      0.0844964436,    -0.03261916351,      0.9647990797,                 0,       18.68423011,                 5,      0.5514061362
          0,           0,          17,      -4.574437385,      -2.484263791,        -3.2248679,      0.9483413318,      -5.093530584,                        10,      -3.091619617,              10,      -4.424635134,       14425.51611,     0.05159531324,       0.963993278,                 0,                 0,                 0,     0.08450318306,    -0.03261857265,      0.9648218203,                 0,       18.68373729,                 5,      0.5514061362
          0,           0,          18,      -4.564379545,      -2.471158093,      -3.219542053,      0.9584289724,      -5.098873646,                        10,      -3.098455315,              10,      -4.437700441,       14425.51611,     0.05159790057,      0.9640159569,                 0,                 0,                 0,     0.08450993718,    -0.03261797176,      0.9648446384,                 0,       18.68323994,                 5,      0.5514061362
          0,           0,          19,      -4.552656459,      -2.457854849,      -3.206799378,      0.9700519449,      -5.104499506,                        10,      -3.108629642,              10,      -4.451093423,       14425.51611,      0.0516004949,       0.964038657,                 0,                 0,                 0,     0.08451668577,    -0.03261736575,      0.9648674783,                 0,       18.68274052,                 5,      0.5514061362
          0,           0,          20,      -4.541712905,      -2.442642505,      -3.195747648,      0.9811088697,      -5.110432167,                        10,      -3.120115643,              10,      -4.465058828,       14425.51611,     0.05160308946,       0.964061343,                 0,                 0,                 0,     0.08452341519,    -0.03261675828,      0.9648903041,                 0,       18.68224079,                 5,      0.5514061362
          0,           0,          21,      -4.532726496,      -2.427413148,      -3.186981688,      0.9903429392,      -5.116695752,                        10,      -3.131078962,              10,      -4.480093784,       14425.51611,     0.05160568107,      0.9640839984,                 0,                 0,                 0,     0.08453011948,    -0.03261615108,      0.9649130992,                 0,       18.68174159,                 5,      0.5514061362
          0,           0,          22,      -4.526121645,      -2.413574193,      -3.180536569,      0.9972406857,      -5.123313243,                        10,       -3.14013597,              10,      -4.496739499,       14425.51611,     0.05160826984,      0.9641066216,                 0,                 0,                 0,     0.08453679991,     -0.0326155439,      0.9649358619,                 0,       18.68124284,                 5,      0.5514061362
          0,           0,          23,      -4.521703046,      -2.401992541,      -3.176229406,       1.001933399,      -5.130305628,                        10,       -3.14649565,              10,      -4.515034246,       14425.51611,     0.05161085816,      0.9641292195,                 0,                 0,                 0,     0.08454346297,    -0.03261493497,      0.9649585995,                 0,       18.68074382,                 5,      0.5514061362
          0,           0,          24,      -4.517624692,      -2.392755465,      -3.169435281,       1.006187172,      -5.137691368,                        10,      -3.152427436,              10,         -4.533548,       14425.51611,     0.05161345181,      0.9641518144,                 0,                 0,                 0,      0.0845501228,    -0.03261432047,      0.9649813344,                 0,       18.68024286,                 5,      0.5514061362
          0,           0,          25,      -4.513535403,      -2.385363503,      -3.160478738,       1.010383211,      -5.145486464,                        10,      -3.158154519,              10,       -4.54797282,       14425.51611,     0.05161605856,      0.9641744357,                 0,                 0,                 0,     0.08455679792,    -0.03261369521,      0.9650040968,                 0,       18.67973771,                 5,      0.5514061362
          0,           0,          26,      -4.509103027,      -2.379256563,       -3.15056945,       1.014883254,      -5.153704441,                        10,      -3.163680699,              10,      -4.550271536,       14425.51611,     0.05161868593,      0.9641971084,                 0,                 0,                 0,     0.08456350622,    -0.03261305389,      0.9650269122,                 0,       18.67922616,                 5,      0.5514061362
          0,           0,          27,      -4.504279194,      -2.373822291,      -3.140899344,       1.019764133,      -5.162356446,                        10,      -3.168787948,              10,      -4.532354011,       14425.51611,     0.05162133987,      0.9642198485,                 0,                 0,                 0,     0.08457026186,    -0.03261239197,       0.965049797,                 0,       18.67870634,                 5,      0.5514061362
