"Time_Iter","Inner_Iter",    "Cur_Time"    ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  , "tavg[RefForce]" ,    "tavg[CD]"    ,    "tavg[CL]"    ,    "tavg[CSF]"   ,    "tavg[CMx]"   ,    "tavg[CMy]"   ,    "tavg[CMz]"   ,    "tavg[CFx]"   ,    "tavg[CFy]"   ,    "tavg[CFz]"   ,   "tavg[CEff]"   ,  "tavg[Buffet]"  ,"Cauchy[tavg[CD]]","Cauchy[tavg[CL]]"
        361,          49,              7.22,      -7.908093925,      -5.516774354,      -5.706765196,      -2.446824905,      0.1217785331,       2.281515067,      0.9022857747,                 0,                 0,                 0,     -0.2275910269,       2.281515067,      0.9022857747,                 0,      0.3954765795,       1.493626384,      -1.215337689,      -2.248731112,      -2.859742399,       -1.20990686,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        362,          49,              7.24,      -7.846136154,      -5.627880632,      -5.732422288,      -2.384888572,      0.1217785331,       2.681680859,        1.71708168,                 0,                 0,                 0,     -0.4305648595,       2.681680859,        1.71708168,                 0,       0.640300532,       1.493626384,      -1.141736843,      -2.359860571,      -2.885368791,      -1.136365811,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        363,          49,              7.26,      -8.041251705,      -5.526419802,      -5.761610289,      -2.592716014,      0.1217785331,       3.046864504,       2.142354481,                 0,                 0,                 0,     -0.5359680872,       3.046864504,       2.142354481,                 0,       0.703134149,         1.4888021,      -1.339090731,      -2.258458217,      -2.914586366,       -1.34720167,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        364,          49,              7.28,      -7.873668194,      -5.595525717,      -5.864068683,      -2.412747497,      0.1217785331,       3.086580371,       2.055509135,                 0,                 0,                 0,     -0.5133862093,       3.086580371,       2.055509135,                 0,      0.6659503037,       1.484801345,      -1.184606561,      -2.327688978,      -3.017114155,      -1.181114084,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        365,          49,               7.3,      -7.792330875,      -5.749407225,      -5.893725798,       -2.32999185,      0.1217785331,       2.786547407,       1.583190988,                 0,                 0,                 0,     -0.3946165279,       2.786547407,       1.583190988,                 0,      0.5681550524,       1.493626384,      -1.118353135,       -2.48165356,      -3.046822492,      -1.113738253,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        366,          49,              7.32,      -7.903115394,      -5.580036767,      -5.842517074,      -2.442954476,      0.1217785331,       2.408753659,      0.8974916621,                 0,                 0,                 0,     -0.2227225119,       2.408753659,      0.8974916621,                 0,      0.3725958686,       1.486330542,      -1.234982164,      -2.312189034,      -2.995611813,      -1.232153027,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        367,          49,              7.34,      -7.868146948,      -5.613295386,       -5.76204963,      -2.407215082,      0.1217785331,       2.204712599,       0.109390578,                 0,                 0,                 0,    -0.02554409692,       2.204712599,       0.109390578,                 0,     0.04961670655,       1.502116716,      -1.192521539,      -2.345289047,      -2.915089988,      -1.188126315,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        368,          49,              7.36,       -7.90845612,      -5.523237927,      -5.698075493,      -2.448005625,      0.1217785331,       2.298326618,      -0.794224962,                 0,                 0,                 0,      0.2000733231,       2.298326618,      -0.794224962,                 0,     -0.3455666204,       1.504588273,      -1.217892763,      -2.255193095,      -2.851050119,      -1.213286877,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        369,          49,              7.38,      -7.846300229,      -5.616812364,      -5.716611548,        -2.3851433,      0.1217785331,        2.68359358,      -1.624548777,                 0,                 0,                 0,      0.4069403888,        2.68359358,      -1.624548777,                 0,     -0.6053631924,       1.493626384,      -1.143082833,      -2.348796219,      -2.869544677,      -1.137708197,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        370,          49,               7.4,      -8.046828861,      -5.544109793,       -5.75354772,      -2.597756312,      0.1217785331,       3.049845772,       -2.09888446,                 0,                 0,                 0,      0.5246188931,       3.049845772,       -2.09888446,                 0,     -0.6881936388,         1.4888021,      -1.343978446,      -2.276153104,      -2.906499471,       -1.35140443,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        371,          49,              7.42,      -7.907479896,      -5.636203202,      -5.869058059,      -2.446983716,      0.1217785331,       3.083534073,      -2.065560753,                 0,                 0,                 0,      0.5154217624,       3.083534073,      -2.065560753,                 0,     -0.6698679838,       1.493622367,      -1.216476197,      -2.368357414,      -3.022069192,      -1.213320076,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        372,          49,              7.44,      -7.814169108,      -5.759668122,      -5.901925901,       -2.35200174,      0.1217785331,        2.79130115,      -1.628070444,                 0,                 0,                 0,      0.4053771242,        2.79130115,      -1.628070444,                 0,     -0.5832657804,       1.477840142,      -1.138410171,      -2.491904834,      -3.054986949,      -1.133962829,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        373,          49,              7.46,      -7.918396704,      -5.602542321,      -5.857048268,      -2.457741664,      0.1217785331,       2.404063867,     -0.9741496117,                 0,                 0,                 0,      0.2413875574,       2.404063867,     -0.9741496117,                 0,     -0.4052095392,       1.486330542,      -1.249762748,      -2.334701717,      -3.010108404,      -1.246508608,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        374,          49,              7.48,      -7.868053267,      -5.641436922,      -5.777237215,      -2.406711338,      0.1217785331,       2.169648056,     -0.2007931721,                 0,                 0,                 0,     0.04783916526,       2.169648056,     -0.2007931721,                 0,    -0.09254642546,       1.502116716,       -1.19332757,       -2.37342897,      -2.930247632,      -1.188604633,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        375,          49,               7.5,       -7.91646196,      -5.515409479,      -5.707353585,      -2.455891801,      0.1217785331,       2.223675688,      0.7075491769,                 0,                 0,                 0,     -0.1790250886,       2.223675688,      0.7075491769,                 0,       0.318189015,       1.509412557,      -1.227246951,      -2.247354038,      -2.860296953,         -1.222594,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        376,          49,              7.52,      -7.843709621,      -5.606581176,      -5.726268168,      -2.381742727,      0.1217785331,       2.587592249,       1.569436525,                 0,                 0,                 0,      -0.393844225,       2.587592249,       1.569436525,                 0,       0.606523893,       1.493626384,      -1.140957327,      -2.338546887,      -2.879167672,      -1.134766677,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        377,          49,              7.54,      -7.984084274,      -5.553634499,      -5.750459057,      -2.531458672,      0.1217785331,       2.988626658,       2.095039798,                 0,                 0,                 0,      -0.524348774,       2.988626658,       2.095039798,                 0,      0.7010041863,       1.486330542,      -1.280459745,      -2.285645697,      -2.903375013,      -1.284269134,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        378,          49,              7.56,      -7.936007664,      -5.547787915,      -5.840811008,      -2.477516528,      0.1217785331,        3.11120267,       2.112446729,                 0,                 0,                 0,     -0.5278030652,        3.11120267,       2.112446729,                 0,       0.678980752,       1.484801345,      -1.243840214,      -2.279913572,       -2.99379205,      -1.242619508,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        379,          49,              7.58,      -7.781924975,       -5.77887909,      -5.903658121,      -2.319224093,      0.1217785331,       2.873545978,       1.706713594,                 0,                 0,                 0,     -0.4256411063,       2.873545978,       1.706713594,                 0,      0.5939398939,       1.484801345,      -1.105357555,      -2.511111439,      -3.056699511,      -1.100353987,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        380,          49,               7.6,      -7.888373821,      -5.587979164,      -5.853033705,      -2.428140409,      0.1217785331,       2.471894787,       1.052886264,                 0,                 0,                 0,     -0.2616605727,       2.471894787,       1.052886264,                 0,      0.4259429929,       1.486330542,        -1.2204619,      -2.320159186,      -3.006085368,        -1.2176818,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        381,          49,              7.62,      -7.870881218,      -5.620033726,      -5.783963398,      -2.409839622,      0.1217785331,       2.233696598,        0.28569003,                 0,                 0,                 0,    -0.06963214165,       2.233696598,        0.28569003,                 0,      0.1279001053,       1.486330542,      -1.198079108,      -2.352048095,      -2.936970391,      -1.193733529,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        382,          49,              7.64,      -7.908189364,       -5.52830317,      -5.703644315,      -2.448207708,      0.1217785331,       2.248013089,     -0.5966522878,                 0,                 0,                 0,      0.1507677362,       2.248013089,     -0.5966522878,                 0,     -0.2654131734,       1.504588273,      -1.221379817,      -2.260253902,      -2.856586274,       -1.21734187,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        383,          49,              7.66,      -7.849208494,      -5.590213886,      -5.710011795,      -2.387532559,      0.1217785331,       2.591230508,      -1.469872015,                 0,                 0,                 0,      0.3684339709,       2.591230508,      -1.469872015,                 0,     -0.5672486529,       1.509412557,      -1.148138306,       -2.32218981,      -2.862904047,      -1.142162951,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        384,          49,              7.68,      -7.976111857,      -5.572452329,      -5.742823498,      -2.522395191,      0.1217785331,       2.991908332,       -2.03812478,                 0,                 0,                 0,      0.5096107782,       2.991908332,       -2.03812478,                 0,     -0.6812123078,       1.486330542,      -1.272240059,      -2.304476222,       -2.89572492,      -1.274805367,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        385,          49,               7.7,      -7.980999162,       -5.58111992,      -5.838111674,      -2.523489078,      0.1217785331,       3.111321215,      -2.115006592,                 0,                 0,                 0,      0.5279352797,       3.111321215,      -2.115006592,                 0,     -0.6797776397,       1.493622367,       -1.28711198,      -2.313245241,      -2.991068938,      -1.286764429,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        386,          49,              7.72,      -7.803128535,      -5.807873434,      -5.912617962,       -2.34070381,      0.1217785331,        2.87058562,      -1.744682702,                 0,                 0,                 0,      0.4346484711,        2.87058562,      -1.744682702,                 0,     -0.6077793637,       1.500587518,      -1.124626089,       -2.54010451,      -3.065635437,         -1.119878,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        387,          49,              7.74,      -7.907490145,      -5.607707032,      -5.861620586,      -2.446805639,      0.1217785331,       2.481838245,      -1.123571828,                 0,                 0,                 0,      0.2788199437,       2.481838245,      -1.123571828,                 0,     -0.4527175893,       1.486330542,      -1.238727021,       -2.33989796,      -3.014651366,      -1.235547248,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        388,          49,              7.76,       -7.87264879,      -5.650940936,      -5.799192497,      -2.411210973,      0.1217785331,       2.204379045,     -0.3762599872,                 0,                 0,                 0,     0.09170574647,       2.204379045,     -0.3762599872,                 0,     -0.1706875176,       1.502116716,      -1.200385175,      -2.382964835,      -2.952186659,      -1.195717273,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        389,          49,              7.78,      -7.911314234,      -5.528263931,      -5.714015765,      -2.451037297,      0.1217785331,       2.179286975,      0.5103806273,                 0,                 0,                 0,      -0.129829915,       2.179286975,      0.5103806273,                 0,      0.2341961536,       1.520374515,      -1.225733866,      -2.260209481,       -2.86694687,      -1.221466237,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        390,          49,               7.8,      -7.855102778,      -5.577883967,      -5.718475152,      -2.392874993,      0.1217785331,       2.500292025,       1.405275847,                 0,                 0,                 0,     -0.3529836308,       2.500292025,       1.405275847,                 0,      0.5620446865,       1.500587587,      -1.154678781,      -2.309847477,      -2.871356853,      -1.148158092,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        391,          49,              7.82,      -7.927173122,      -5.588587957,      -5.744130886,      -2.470936044,      0.1217785331,        2.91678305,         2.0244652,                 0,                 0,                 0,     -0.5069129797,        2.91678305,         2.0244652,                 0,      0.6940746588,       1.470544368,      -1.222676376,      -2.320587204,      -2.897020328,      -1.222661504,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        392,          49,              7.84,      -8.006550079,      -5.522376405,      -5.818021951,      -2.552422459,      0.1217785331,       3.118749174,       2.151468146,                 0,                 0,                 0,     -0.5377450902,       3.118749174,       2.151468146,                 0,      0.6898496884,       1.484801345,      -1.311494332,      -2.254476858,       -2.97097386,      -1.314453756,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        393,          49,              7.86,      -7.784968149,      -5.759751136,      -5.906136468,      -2.322129778,      0.1217785331,       2.946371701,       1.817604689,                 0,                 0,                 0,     -0.4535059855,       2.946371701,       1.817604689,                 0,      0.6168959225,       1.484801345,      -1.105455909,      -2.491975313,      -3.059159145,      -1.100252688,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        394,          49,              7.88,      -7.862726635,      -5.611274687,      -5.860620042,      -2.402084896,      0.1217785331,        2.54079369,       1.200670649,                 0,                 0,                 0,     -0.2986987091,        2.54079369,       1.200670649,                 0,      0.4725573168,         1.4888021,      -1.194302719,      -2.343483962,      -3.013668806,      -1.191195982,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        395,          49,               7.9,      -7.882787057,      -5.610292501,      -5.802834672,       -2.42183279,      0.1217785331,        2.27456034,      0.4540129901,                 0,                 0,                 0,     -0.1117348274,        2.27456034,      0.4540129901,                 0,      0.1996047246,       1.486330542,      -1.212287962,      -2.342340883,      -2.955854033,      -1.208180137,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        396,          49,              7.92,      -7.899157359,      -5.549290134,      -5.713465418,      -2.439032874,      0.1217785331,       2.216899394,     -0.4027336568,                 0,                 0,                 0,      0.1023626822,       2.216899394,     -0.4027336568,                 0,     -0.1816652835,       1.517902958,      -1.215979324,      -2.281246303,      -2.866425033,      -1.211911791,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        397,          49,              7.94,      -7.863974171,       -5.56015036,      -5.704346964,      -2.402156595,      0.1217785331,       2.502593572,      -1.299549308,                 0,                 0,                 0,      0.3260187096,       2.502593572,      -1.299549308,                 0,     -0.5192810059,       1.509412557,      -1.165623415,      -2.292122134,       -2.85725401,      -1.159464397,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        398,          49,              7.96,      -7.916871365,      -5.602490464,      -5.734823972,      -2.459870009,      0.1217785331,       2.918293396,      -1.954141334,                 0,                 0,                 0,      0.4888131973,       2.918293396,      -1.954141334,                 0,     -0.6696178449,         1.4888021,      -1.212643786,      -2.334503912,      -2.887731374,      -1.211729159,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        399,          49,              7.98,      -8.061540861,      -5.543171704,      -5.807125068,       -2.60953793,      0.1217785331,       3.118422334,      -2.143799224,                 0,                 0,                 0,      0.5353186608,       3.118422334,      -2.143799224,                 0,     -0.6874627598,       1.484801345,      -1.365099396,      -2.275276267,      -2.960084038,      -1.370074853,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        400,          49,                 8,      -7.806684356,      -5.806411155,      -5.912534946,      -2.344188674,      0.1217785331,       2.941937286,      -1.850375782,                 0,                 0,                 0,      0.4612182446,       2.941937286,      -1.850375782,                 0,      -0.628965067,       1.484801345,       -1.12522743,      -2.538629718,      -3.065562863,      -1.120333771,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        401,          49,              8.02,      -7.882109691,      -5.625610571,      -5.869895016,      -2.421049413,      0.1217785331,       2.565597813,      -1.266972948,                 0,                 0,                 0,      0.3147798583,       2.565597813,      -1.266972948,                 0,     -0.4938314734,       1.486330542,      -1.212603279,      -2.357827112,      -3.022950649,      -1.209131933,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        402,          49,              8.04,      -7.886330451,      -5.641902584,      -5.820473236,      -2.424978219,      0.1217785331,       2.248720988,     -0.5415231468,                 0,                 0,                 0,      0.1330618265,       2.248720988,     -0.5415231468,                 0,     -0.2408138447,       1.502116716,      -1.216120074,      -2.373964197,       -2.97350545,      -1.211702313,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        403,          49,              8.06,      -7.897988082,      -5.553387809,      -5.725801718,      -2.437619302,      0.1217785331,       2.150252005,      0.3146814992,                 0,                 0,                 0,    -0.08095748312,       2.150252005,      0.3146814992,                 0,      0.1463463345,       1.517902958,      -1.215971342,      -2.285338187,      -2.878775005,      -1.211737385,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        404,          49,              8.08,      -7.875261487,      -5.549870581,      -5.714330333,       -2.41308166,      0.1217785331,       2.410374311,       1.230776578,                 0,                 0,                 0,     -0.3094934456,       2.410374311,       1.230776578,                 0,      0.5106163686,       1.500587587,      -1.177707221,      -2.281831855,      -2.867250109,      -1.171222567,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        405,          49,               8.1,      -7.884591038,      -5.616393998,      -5.740503066,      -2.425795314,      0.1217785331,       2.835748441,       1.927817493,                 0,                 0,                 0,     -0.4829293391,       2.835748441,       1.927817493,                 0,       0.679826696,       1.473015926,      -1.179847539,      -2.348383523,      -2.893419593,       -1.17709217,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        406,          49,              8.12,      -8.062656305,      -5.510142359,       -5.79448551,      -2.613859869,      0.1217785331,       3.109371298,       2.163968569,                 0,                 0,                 0,     -0.5410455025,       3.109371298,       2.163968569,                 0,      0.6959505191,       1.477840142,      -1.364925911,      -2.242218884,      -2.947456619,      -1.373038014,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        407,          49,              8.14,      -7.804438206,      -5.702214992,      -5.900628204,      -2.341796437,      0.1217785331,       3.010009999,       1.914103001,                 0,                 0,                 0,     -0.4777705201,       3.010009999,       1.914103001,                 0,       0.635912506,       1.484801345,      -1.121684566,      -2.434419452,      -3.053674438,      -1.116594364,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        408,          49,              8.16,      -7.833852656,      -5.656573458,      -5.874147646,      -2.372571324,      0.1217785331,       2.624114635,         1.3465023,                 0,                 0,                 0,     -0.3352500359,       2.624114635,         1.3465023,                 0,      0.5131263255,       1.493626384,      -1.164091101,      -2.388801485,       -3.02723274,       -1.16041556,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        409,          49,              8.18,       -7.89709252,      -5.597019706,      -5.819806257,      -2.436408776,      0.1217785331,       2.319055164,      0.6210214259,                 0,                 0,                 0,     -0.1535117172,       2.319055164,      0.6210214259,                 0,      0.2677907087,       1.486330542,      -1.228131414,       -2.32910323,      -2.972874419,      -1.224456458,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        410,          49,               8.2,      -7.883678026,      -5.577374706,      -5.726784052,      -2.423213064,      0.1217785331,       2.195526371,     -0.2087967283,                 0,                 0,                 0,     0.05394969225,       2.195526371,     -0.2087967283,                 0,    -0.09510098858,       1.517902958,      -1.203603585,      -2.309335366,      -2.879794928,      -1.199330919,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        411,          49,              8.22,      -7.882510161,      -5.537318356,      -5.699840277,      -2.421004469,      0.1217785331,        2.41889353,      -1.123583419,                 0,                 0,                 0,      0.2821889867,        2.41889353,      -1.123583419,                 0,     -0.4645030485,       1.509412557,      -1.186846643,      -2.269278683,      -2.852793574,      -1.181001399,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        412,          49,              8.24,      -7.875904177,      -5.620883045,      -5.726383975,      -2.416753739,      0.1217785331,        2.83728971,      -1.853222259,                 0,                 0,                 0,      0.4637839859,        2.83728971,      -1.853222259,                 0,     -0.6531663835,         1.4888021,      -1.171447671,      -2.352879468,      -2.879323395,      -1.168209143,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        413,          49,              8.26,      -8.109057994,      -5.526474017,       -5.78084556,      -2.662980114,      0.1217785331,       3.109886827,      -2.151070049,                 0,                 0,                 0,       0.537331995,       3.109886827,      -2.151070049,                 0,     -0.6916875657,       1.500587587,      -1.409848927,      -2.258547632,       -2.93382671,       -1.42054111,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        414,          49,              8.28,      -7.827653943,       -5.75511542,      -5.904120542,      -2.365374115,      0.1217785331,        3.00479108,      -1.943780477,                 0,                 0,                 0,      0.4847200801,        3.00479108,      -1.943780477,                 0,      -0.646893719,       1.493622367,      -1.142579319,      -2.487306748,      -3.057170715,      -1.137793323,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        415,          49,               8.3,      -7.853183128,      -5.663257165,      -5.884098659,      -2.391643811,      0.1217785331,       2.648965745,      -1.405451137,                 0,                 0,                 0,      0.3495171808,       2.648965745,      -1.405451137,                 0,     -0.5305659917,         1.4888021,      -1.181735167,      -2.395478409,       -3.03718654,       -1.17782557,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        416,          49,              8.32,      -7.903613071,      -5.626574806,      -5.837856066,      -2.442504691,      0.1217785331,       2.296333789,     -0.7018209551,                 0,                 0,                 0,      0.1731938666,       2.296333789,     -0.7018209551,                 0,     -0.3056267162,       1.486330542,      -1.234328694,      -2.358662569,      -2.990929493,      -1.230299524,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        417,          49,              8.34,       -7.88300213,       -5.58752494,      -5.741888662,      -2.422265073,      0.1217785331,       2.141709239,      0.1207306763,                 0,                 0,                 0,    -0.03250416893,       2.141709239,      0.1207306763,                 0,     0.05637117967,       1.517902958,      -1.203722959,      -2.319473899,      -2.894904597,      -1.199252978,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        418,          49,              8.36,      -7.896291549,      -5.526383561,      -5.709001547,      -2.434567238,      0.1217785331,       2.331480811,       1.042623806,                 0,                 0,                 0,      -0.262586572,       2.331480811,       1.042623806,                 0,      0.4471938184,       1.500587587,      -1.201411025,      -2.258328523,       -2.86195757,      -1.195400028,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        419,          49,              8.38,      -7.856702513,      -5.631283744,      -5.736135185,      -2.396264549,      0.1217785331,       2.748674343,       1.812020993,                 0,                 0,                 0,     -0.4541652446,       2.748674343,       1.812020993,                 0,      0.6592345133,       1.473015926,      -1.151904921,       -2.36325269,      -2.889072173,      -1.147346949,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        420,          49,               8.4,      -8.068531492,      -5.514282136,      -5.773437002,      -2.621757621,      0.1217785331,       3.080384594,       2.159674927,                 0,                 0,                 0,     -0.5401575575,       3.080384594,       2.159674927,                 0,      0.7011056124,       1.477840142,      -1.368081914,       -2.24631947,      -2.926414749,      -1.378013868,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        421,          49,              8.42,      -7.839101102,      -5.639185881,      -5.880610688,      -2.377217439,      0.1217785331,       3.060087153,       2.002399121,                 0,                 0,                 0,     -0.4999911529,       3.060087153,       2.002399121,                 0,      0.6543601608,       1.484801345,      -1.152675233,      -2.371350598,      -3.033661038,      -1.148231456,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        422,          49,              8.44,      -7.806796002,      -5.710279296,       -5.88625043,      -2.344693658,      0.1217785331,       2.719642839,       1.488813682,                 0,                 0,                 0,     -0.3709313051,       2.719642839,       1.488813682,                 0,      0.5474298537,       1.493626384,      -1.134762915,      -2.442503273,      -3.039347383,      -1.130303282,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        423,          49,              8.46,      -7.904428312,       -5.58455241,      -5.833632232,       -2.44404716,      0.1217785331,       2.368896948,      0.7838151065,                 0,                 0,                 0,      -0.194253353,       2.368896948,      0.7838151065,                 0,      0.3308776716,       1.486330542,       -1.23615584,      -2.316657067,      -2.986720829,      -1.232929485,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        424,          49,              8.48,       -7.87148561,       -5.60150444,      -5.745979841,      -2.410714841,      0.1217785331,       2.193867504,    -0.02160184297,                 0,                 0,                 0,    0.007195032155,       2.193867504,    -0.02160184297,                 0,    -0.00984646654,       1.517902958,      -1.194104955,      -2.333461457,      -2.899011807,      -1.189680655,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
        425,          49,               8.5,      -7.900621801,      -5.525459753,      -5.697075228,      -2.439698287,      0.1217785331,       2.343801519,     -0.9357218791,                 0,                 0,                 0,      0.2353659239,       2.343801519,     -0.9357218791,                 0,     -0.3992325593,       1.504588273,        -1.2078911,      -2.257396834,      -2.850043655,      -1.202682874,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 0,                 1,                 1
