"Density","Enthalpy","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Thermal_Conductivity","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-11.163,321.67,0,4.4389e-07,4.619e-06,9.2381e-06,0,0,0,1,0.00019832,0.055938,2.4716e-06,0,0,1,8e-05,0.5,8e-05,0
1,-11.163,321.67,0,4.4389e-07,4.6198e-06,9.2395e-06,0,0,0,1,0.00019832,0.059434,2.7776e-06,0,0,1,8.5e-05,0.5,8.5e-05,0
1,-11.163,321.67,0,4.4389e-07,4.6204e-06,9.2408e-06,0,0,0,1,0.00019832,0.06293,3.119e-06,0,0,1,9e-05,0.5,9e-05,0
1,-11.163,321.67,0,4.4389e-07,4.6209e-06,9.2418e-06,0,0,0,1,0.00019832,0.066426,3.4867e-06,0,0,1,9.5e-05,0.5,9.5e-05,0
1,-11.163,321.67,0,4.4389e-07,4.6214e-06,9.2429e-06,0,0,0,1,0.00019832,0.069922,3.8543e-06,0,0,1,0.0001,0.5,0.0001,0
1,-11.163,321.67,0,4.4389e-07,4.622e-06,9.2439e-06,0,0,0,1,0.00019832,0.073418,4.2266e-06,0,0,1,0.000105,0.5,0.000105,0
1,-11.163,321.67,0,4.4389e-07,4.6223e-06,9.2446e-06,0,0,0,1,0.00019832,0.076914,4.6681e-06,0,0,1,0.00011,0.5,0.00011,0
1,-11.163,321.67,0,4.4389e-07,4.6226e-06,9.2452e-06,0,0,0,1,0.00019832,0.080409,5.1095e-06,0,0,1,0.000115,0.5,0.000115,0
1,-11.163,321.67,0,4.4389e-07,4.6229e-06,9.2459e-06,0,0,0,1,0.00019832,0.083905,5.551e-06,0,0,1,0.00012,0.5,0.00012,0
1,-11.163,321.67,0,4.4389e-07,4.6233e-06,9.2465e-06,0,0,0,1,0.00019832,0.087401,5.9925e-06,0,0,1,0.000125,0.5,0.000125,0
1,-11.163,321.67,0,4.4389e-07,4.6234e-06,9.2467e-06,0,0,0,1,0.00019832,0.090896,6.5091e-06,0,0,1,0.00013,0.5,0.00013,0
1,-11.163,321.67,0,4.4389e-07,4.6234e-06,9.2469e-06,0,0,0,1,0.00019832,0.094391,7.0389e-06,0,0,1,0.000135,0.5,0.000135,0
1,-11.163,321.67,0,4.4389e-07,4.6235e-06,9.2471e-06,0,0,0,1,0.00019832,0.097886,7.5687e-06,0,0,1,0.00014,0.5,0.00014,0
1,-11.163,321.67,0,4.4389e-07,4.6236e-06,9.2472e-06,0,0,0,1,0.00019832,0.10138,8.0986e-06,0,0,1,0.000145,0.5,0.000145,0
1,-11.163,321.67,0,4.4389e-07,4.6237e-06,9.2474e-06,0,0,0,1,0.00019832,0.10488,8.6284e-06,0,0,1,0.00015,0.5,0.00015,0
1,-11.163,321.67,0,4.4389e-07,4.6236e-06,9.2471e-06,0,0,0,1,0.00019832,0.10837,9.2422e-06,0,0,1,0.000155,0.5,0.000155,0
1,-11.163,321.67,0,4.4389e-07,4.6234e-06,9.2468e-06,0,0,0,1,0.00019832,0.11186,9.8776e-06,0,0,1,0.00016,0.5,0.00016,0
1,-11.163,321.67,0,4.4389e-07,4.6232e-06,9.2464e-06,0,0,0,1,0.00019832,0.11536,1.0513e-05,0,0,1,0.000165,0.5,0.000165,0
1,-11.163,321.67,0,4.4389e-07,4.623e-06,9.2461e-06,0,0,0,1,0.00019832,0.11885,1.1149e-05,0,0,1,0.00017,0.5,0.00017,0
1,-11.163,321.67,0,4.4389e-07,4.6229e-06,9.2457e-06,0,0,0,1,0.00019832,0.12235,1.1784e-05,0,0,1,0.000175,0.5,0.000175,0
1,-11.163,321.67,0,4.4389e-07,4.6227e-06,9.2454e-06,0,0,0,1,0.00019832,0.12584,1.2419e-05,0,0,1,0.00018,0.5,0.00018,0
1,-11.163,321.67,0,4.4389e-07,4.6223e-06,9.2446e-06,0,0,0,1,0.00019832,0.12933,1.3147e-05,0,0,1,0.000185,0.5,0.000185,0
1,-11.163,321.67,0,4.4389e-07,4.6219e-06,9.2438e-06,0,0,0,1,0.00019832,0.13282,1.3908e-05,0,0,1,0.00019,0.5,0.00019,0
1,-11.163,321.67,0,4.4389e-07,4.6215e-06,9.2429e-06,0,0,0,1,0.00019832,0.13631,1.467e-05,0,0,1,0.000195,0.5,0.000195,0
1,-11.163,321.67,0,4.4389e-07,4.621e-06,9.2421e-06,0,0,0,1,0.00019832,0.13981,1.5431e-05,0,0,1,0.0002,0.5,0.0002,0
1,-11.163,321.67,0,4.4389e-07,4.6206e-06,9.2412e-06,0,0,0,1,0.00019832,0.1433,1.6192e-05,0,0,1,0.000205,0.5,0.000205,0
1,-11.163,321.67,0,4.4389e-07,4.6202e-06,9.2404e-06,0,0,0,1,0.00019832,0.14679,1.6954e-05,0,0,1,0.00021,0.5,0.00021,0
1,-11.163,321.67,0,4.4389e-07,4.6198e-06,9.2395e-06,0,0,0,1,0.00019832,0.15028,1.7715e-05,0,0,1,0.000215,0.5,0.000215,0
1,-11.163,321.67,0,4.4389e-07,4.6192e-06,9.2385e-06,0,0,0,1,0.00019832,0.15377,1.8544e-05,0,0,1,0.00022,0.5,0.00022,0
1,-11.163,321.67,0,4.4389e-07,4.6186e-06,9.2372e-06,0,0,0,1,0.00019832,0.15726,1.9455e-05,0,0,1,0.000225,0.5,0.000225,0
1,-11.163,321.67,0,4.4389e-07,4.618e-06,9.236e-06,0,0,0,1,0.00019832,0.16074,2.0366e-05,0,0,1,0.00023,0.5,0.00023,0
1,-11.163,321.67,0,4.4389e-07,4.6174e-06,9.2348e-06,0,0,0,1,0.00019832,0.16423,2.1278e-05,0,0,1,0.000235,0.5,0.000235,0
1,-11.163,321.67,0,4.4389e-07,4.6168e-06,9.2335e-06,0,0,0,1,0.00019832,0.16772,2.2189e-05,0,0,1,0.00024,0.5,0.00024,0
1,-11.163,321.67,0,4.4389e-07,4.6161e-06,9.2323e-06,0,0,0,1,0.00019832,0.1712,2.31e-05,0,0,1,0.000245,0.5,0.000245,0
1,-11.163,321.67,0,4.4389e-07,4.6155e-06,9.2311e-06,0,0,0,1,0.00019832,0.17469,2.4011e-05,0,0,1,0.00025,0.5,0.00025,0
1,-11.163,321.67,0,4.4389e-07,4.6149e-06,9.2298e-06,0,0,0,1,0.00019832,0.17818,2.4923e-05,0,0,1,0.000255,0.5,0.000255,0
1,-11.163,321.67,0,4.4389e-07,4.6143e-06,9.2286e-06,0,0,0,1,0.00019832,0.18166,2.5834e-05,0,0,1,0.00026,0.5,0.00026,0
1,-11.163,321.67,0,4.4389e-07,4.6137e-06,9.2273e-06,0,0,0,1,0.00019832,0.18515,2.6871e-05,0,0,1,0.000265,0.5,0.000265,0
1,-11.163,321.67,0,4.4389e-07,4.613e-06,9.226e-06,0,0,0,1,0.00019832,0.18862,2.796e-05,0,0,1,0.00027,0.5,0.00027,0
1,-11.163,321.67,0,4.4389e-07,4.6124e-06,9.2248e-06,0,0,0,1,0.00019832,0.1921,2.9048e-05,0,0,1,0.000275,0.5,0.000275,0
1,-11.163,321.67,0,4.4389e-07,4.6117e-06,9.2235e-06,0,0,0,1,0.00019832,0.19558,3.0137e-05,0,0,1,0.00028,0.5,0.00028,0
1,-11.163,321.67,0,4.4389e-07,4.6111e-06,9.2222e-06,0,0,0,1,0.00019832,0.19906,3.1225e-05,0,0,1,0.000285,0.5,0.000285,0
1,-11.163,321.67,0,4.4389e-07,4.6105e-06,9.2209e-06,0,0,0,1,0.00019832,0.20254,3.2314e-05,0,0,1,0.00029,0.5,0.00029,0
1,-11.163,321.67,0,4.4389e-07,4.6098e-06,9.2197e-06,0,0,0,1,0.00019832,0.20602,3.3402e-05,0,0,1,0.000295,0.5,0.000295,0
1,-11.163,321.67,0,4.4389e-07,4.6092e-06,9.2184e-06,0,0,0,1,0.00019832,0.2095,3.4491e-05,0,0,1,0.0003,0.5,0.0003,0
1,-11.163,321.67,0,4.4389e-07,4.6086e-06,9.2171e-06,0,0,0,1,0.00019832,0.21298,3.5579e-05,0,0,1,0.000305,0.5,0.000305,0
1,-11.163,321.67,0,4.4389e-07,4.6079e-06,9.2159e-06,0,0,0,1,0.00019832,0.21646,3.6668e-05,0,0,1,0.00031,0.5,0.00031,0
1,-11.163,321.67,0,4.4389e-07,4.6074e-06,9.2148e-06,0,0,0,1,0.00019832,0.21993,3.7804e-05,0,0,1,0.000315,0.5,0.000315,0
1,-11.163,321.67,0,4.4389e-07,4.6071e-06,9.2142e-06,0,0,0,1,0.00019832,0.2234,3.9101e-05,0,0,1,0.00032,0.5,0.00032,0
1,-11.163,321.67,0,4.4389e-07,4.6069e-06,9.2137e-06,0,0,0,1,0.00019832,0.22686,4.0397e-05,0,0,1,0.000325,0.5,0.000325,0
1,-11.163,321.67,0,4.4389e-07,4.6066e-06,9.2132e-06,0,0,0,1,0.00019832,0.23033,4.1694e-05,0,0,1,0.00033,0.5,0.00033,0
1,-11.163,321.67,0,4.4389e-07,4.6063e-06,9.2127e-06,0,0,0,1,0.00019832,0.23379,4.2991e-05,0,0,1,0.000335,0.5,0.000335,0
1,-11.163,321.67,0,4.4389e-07,4.6061e-06,9.2122e-06,0,0,0,1,0.00019832,0.23726,4.4287e-05,0,0,1,0.00034,0.5,0.00034,0
1,-11.163,321.67,0,4.4389e-07,4.6058e-06,9.2116e-06,0,0,0,1,0.00019832,0.24072,4.5584e-05,0,0,1,0.000345,0.5,0.000345,0
1,-11.163,321.67,0,4.4389e-07,4.6056e-06,9.2111e-06,0,0,0,1,0.00019832,0.24419,4.688e-05,0,0,1,0.00035,0.5,0.00035,0
1,-11.163,321.67,0,4.4389e-07,4.6053e-06,9.2106e-06,0,0,0,1,0.00019832,0.24765,4.8177e-05,0,0,1,0.000355,0.5,0.000355,0
1,-11.163,321.67,0,4.4389e-07,4.605e-06,9.2101e-06,0,0,0,1,0.00019832,0.25112,4.9474e-05,0,0,1,0.00036,0.5,0.00036,0
1,-11.163,321.67,0,4.4389e-07,4.6048e-06,9.2096e-06,0,0,0,1,0.00019832,0.25458,5.077e-05,0,0,1,0.000365,0.5,0.000365,0
1,-11.163,321.67,0,4.4389e-07,4.6045e-06,9.209e-06,0,0,0,1,0.00019832,0.25805,5.2067e-05,0,0,1,0.00037,0.5,0.00037,0
1,-11.163,321.67,0,4.4389e-07,4.6043e-06,9.2085e-06,0,0,0,1,0.00019832,0.26151,5.3364e-05,0,0,1,0.000375,0.5,0.000375,0
1,-11.163,321.67,0,4.4389e-07,4.6048e-06,9.2095e-06,0,0,0,1,0.00019832,0.26496,5.4817e-05,0,0,1,0.00038,0.5,0.00038,0
1,-11.163,321.67,0,4.4389e-07,4.6057e-06,9.2114e-06,0,0,0,1,0.00019832,0.2684,5.6355e-05,0,0,1,0.000385,0.5,0.000385,0
1,-11.163,321.67,0,4.4389e-07,4.6066e-06,9.2133e-06,0,0,0,1,0.00019832,0.27184,5.7893e-05,0,0,1,0.00039,0.5,0.00039,0
1,-11.163,321.67,0,4.4389e-07,4.6076e-06,9.2151e-06,0,0,0,1,0.00019832,0.27528,5.9431e-05,0,0,1,0.000395,0.5,0.000395,0
1,-11.163,321.67,0,4.4389e-07,4.6085e-06,9.217e-06,0,0,0,1,0.00019832,0.27872,6.0969e-05,0,0,1,0.0004,0.5,0.0004,0
1,-11.163,321.67,0,4.4389e-07,4.6094e-06,9.2189e-06,0,0,0,1,0.00019832,0.28216,6.2506e-05,0,0,1,0.000405,0.5,0.000405,0
1,-11.163,321.67,0,4.4389e-07,4.6104e-06,9.2207e-06,0,0,0,1,0.00019832,0.2856,6.4044e-05,0,0,1,0.00041,0.5,0.00041,0
1,-11.163,321.67,0,4.4389e-07,4.6113e-06,9.2226e-06,0,0,0,1,0.00019832,0.28904,6.5582e-05,0,0,1,0.000415,0.5,0.000415,0
1,-11.163,321.67,0,4.4389e-07,4.6122e-06,9.2245e-06,0,0,0,1,0.00019832,0.29248,6.712e-05,0,0,1,0.00042,0.5,0.00042,0
1,-11.163,321.67,0,4.4389e-07,4.6132e-06,9.2263e-06,0,0,0,1,0.00019832,0.29592,6.8658e-05,0,0,1,0.000425,0.5,0.000425,0
1,-11.163,321.67,0,4.4389e-07,4.6141e-06,9.2282e-06,0,0,0,1,0.00019832,0.29936,7.0196e-05,0,0,1,0.00043,0.5,0.00043,0
1,-11.163,321.67,0,4.4389e-07,4.615e-06,9.2301e-06,0,0,0,1,0.00019832,0.3028,7.1734e-05,0,0,1,0.000435,0.5,0.000435,0
1,-11.163,321.67,0,4.4389e-07,4.616e-06,9.2319e-06,0,0,0,1,0.00019832,0.30624,7.3271e-05,0,0,1,0.00044,0.5,0.00044,0
1,-11.163,321.67,0,4.4389e-07,4.6169e-06,9.2338e-06,0,0,0,1,0.00019832,0.30968,7.4809e-05,0,0,1,0.000445,0.5,0.000445,0
1,-11.163,321.67,0,4.4389e-07,4.6178e-06,9.2357e-06,0,0,0,1,0.00019832,0.31312,7.6347e-05,0,0,1,0.00045,0.5,0.00045,0
1,-11.163,321.67,0,4.4389e-07,4.6203e-06,9.2406e-06,0,0,0,1,0.00019832,0.31654,7.8037e-05,0,0,1,0.000455,0.5,0.000455,0
1,-11.163,321.67,0,4.4389e-07,4.624e-06,9.2479e-06,0,0,0,1,0.00019832,0.31993,7.9849e-05,0,0,1,0.00046,0.5,0.00046,0
1,-11.163,321.67,0,4.4389e-07,4.6276e-06,9.2553e-06,0,0,0,1,0.00019832,0.32333,8.166e-05,0,0,1,0.000465,0.5,0.000465,0
1,-11.163,321.67,0,4.4389e-07,4.6313e-06,9.2626e-06,0,0,0,1,0.00019832,0.32673,8.3472e-05,0,0,1,0.00047,0.5,0.00047,0
1,-11.163,321.67,0,4.4389e-07,4.635e-06,9.27e-06,0,0,0,1,0.00019832,0.33012,8.5283e-05,0,0,1,0.000475,0.5,0.000475,0
1,-11.163,321.67,0,4.4389e-07,4.6386e-06,9.2773e-06,0,0,0,1,0.00019832,0.33352,8.7095e-05,0,0,1,0.00048,0.5,0.00048,0
1,-11.163,321.67,0,4.4389e-07,4.6423e-06,9.2846e-06,0,0,0,1,0.00019832,0.33692,8.8906e-05,0,0,1,0.000485,0.5,0.000485,0
1,-11.163,321.67,0,4.4389e-07,4.646e-06,9.292e-06,0,0,0,1,0.00019832,0.34031,9.0718e-05,0,0,1,0.00049,0.5,0.00049,0
1,-11.163,321.67,0,4.4389e-07,4.6497e-06,9.2993e-06,0,0,0,1,0.00019832,0.34371,9.253e-05,0,0,1,0.000495,0.5,0.000495,0
1,-11.163,321.67,0,4.4389e-07,4.6533e-06,9.3067e-06,0,0,0,1,0.00019832,0.34711,9.4341e-05,0,0,1,0.0005,0.5,0.0005,0
1,-11.163,321.67,0,4.4389e-07,4.657e-06,9.314e-06,0,0,0,1,0.00019832,0.3505,9.6153e-05,0,0,1,0.000505,0.5,0.000505,0
1,-11.163,321.67,0,4.4389e-07,4.6607e-06,9.3214e-06,0,0,0,1,0.00019832,0.3539,9.7964e-05,0,0,1,0.00051,0.5,0.00051,0
1,-11.163,321.67,0,4.4389e-07,4.6644e-06,9.3287e-06,0,0,0,1,0.00019832,0.3573,9.9776e-05,0,0,1,0.000515,0.5,0.000515,0
1,-11.163,321.67,0,4.4389e-07,4.668e-06,9.3361e-06,0,0,0,1,0.00019832,0.36069,0.00010159,0,0,1,0.00052,0.5,0.00052,0
1,-11.163,321.67,0,4.4389e-07,4.6717e-06,9.3434e-06,0,0,0,1,0.00019832,0.36409,0.0001034,0,0,1,0.000525,0.5,0.000525,0
1,-11.163,321.67,0,4.4389e-07,4.6754e-06,9.3508e-06,0,0,0,1,0.00019832,0.36749,0.00010521,0,0,1,0.00053,0.5,0.00053,0
1,-11.163,321.67,0,4.4389e-07,4.6791e-06,9.3581e-06,0,0,0,1,0.00019832,0.37088,0.00010702,0,0,1,0.000535,0.5,0.000535,0
1,-11.163,321.67,0,4.4389e-07,4.6827e-06,9.3655e-06,0,0,0,1,0.00019832,0.37428,0.00010883,0,0,1,0.00054,0.5,0.00054,0
1,-11.163,321.67,0,4.4389e-07,4.6888e-06,9.3775e-06,0,0,0,1,0.00019832,0.37765,0.00011078,0,0,1,0.000545,0.5,0.000545,0
1,-11.163,321.67,0,4.4389e-07,4.6978e-06,9.3957e-06,0,0,0,1,0.00019832,0.38097,0.00011289,0,0,1,0.00055,0.5,0.00055,0
1,-11.163,321.67,0,4.4389e-07,4.7069e-06,9.4138e-06,0,0,0,1,0.00019832,0.38429,0.000115,0,0,1,0.000555,0.5,0.000555,0
1,-11.163,321.67,0,4.4389e-07,4.7159e-06,9.4319e-06,0,0,0,1,0.00019832,0.38761,0.00011711,0,0,1,0.00056,0.5,0.00056,0
1,-11.163,321.67,0,4.4389e-07,4.725e-06,9.45e-06,0,0,0,1,0.00019832,0.39094,0.00011922,0,0,1,0.000565,0.5,0.000565,0
1,-11.163,321.67,0,4.4389e-07,4.7341e-06,9.4681e-06,0,0,0,1,0.00019832,0.39426,0.00012133,0,0,1,0.00057,0.5,0.00057,0
1,-11.163,321.67,0,4.4389e-07,4.7431e-06,9.4862e-06,0,0,0,1,0.00019832,0.39758,0.00012344,0,0,1,0.000575,0.5,0.000575,0
1,-11.163,321.67,0,4.4389e-07,4.7522e-06,9.5044e-06,0,0,0,1,0.00019832,0.4009,0.00012555,0,0,1,0.00058,0.5,0.00058,0
1,-11.163,321.67,0,4.4389e-07,4.7612e-06,9.5225e-06,0,0,0,1,0.00019832,0.40423,0.00012766,0,0,1,0.000585,0.5,0.000585,0
1,-11.163,321.67,0,4.4389e-07,4.7703e-06,9.5406e-06,0,0,0,1,0.00019832,0.40755,0.00012977,0,0,1,0.00059,0.5,0.00059,0
1,-11.163,321.67,0,4.4389e-07,4.7794e-06,9.5587e-06,0,0,0,1,0.00019832,0.41087,0.00013188,0,0,1,0.000595,0.5,0.000595,0
1,-11.163,321.67,0,4.4389e-07,4.7884e-06,9.5768e-06,0,0,0,1,0.00019832,0.41419,0.00013399,0,0,1,0.0006,0.5,0.0006,0
1,-11.163,321.67,0,4.4389e-07,4.7975e-06,9.5949e-06,0,0,0,1,0.00019832,0.41752,0.0001361,0,0,1,0.000605,0.5,0.000605,0
1,-11.163,321.67,0,4.4389e-07,4.8065e-06,9.6131e-06,0,0,0,1,0.00019832,0.42084,0.00013821,0,0,1,0.00061,0.5,0.00061,0
1,-11.163,321.67,0,4.4389e-07,4.8156e-06,9.6312e-06,0,0,0,1,0.00019832,0.42416,0.00014033,0,0,1,0.000615,0.5,0.000615,0
1,-11.163,321.67,0,4.4389e-07,4.8246e-06,9.6493e-06,0,0,0,1,0.00019832,0.42749,0.00014244,0,0,1,0.00062,0.5,0.00062,0
1,-11.163,321.67,0,4.4389e-07,4.8337e-06,9.6674e-06,0,0,0,1,0.00019832,0.43081,0.00014455,0,0,1,0.000625,0.5,0.000625,0
1,-11.163,321.67,0,4.4389e-07,4.8428e-06,9.6855e-06,0,0,0,1,0.00019832,0.43413,0.00014666,0,0,1,0.00063,0.5,0.00063,0
1,-11.163,321.67,0,4.4389e-07,4.8518e-06,9.7036e-06,0,0,0,1,0.00019832,0.43745,0.00014877,0,0,1,0.000635,0.5,0.000635,0
1,-11.163,321.67,0,4.4389e-07,4.8609e-06,9.7217e-06,0,0,0,1,0.00019832,0.44078,0.00015088,0,0,1,0.00064,0.5,0.00064,0
1,-11.163,321.67,0,4.4389e-07,4.8699e-06,9.7399e-06,0,0,0,1,0.00019832,0.4441,0.00015299,0,0,1,0.000645,0.5,0.000645,0
1,-11.163,321.67,0,4.4389e-07,4.879e-06,9.758e-06,0,0,0,1,0.00019832,0.44742,0.0001551,0,0,1,0.00065,0.5,0.00065,0
1,-11.163,321.67,0,4.4389e-07,4.8945e-06,9.7889e-06,0,0,0,1,0.00019832,0.45066,0.00015742,0,0,1,0.000655,0.5,0.000655,0
1,-11.163,321.67,0,4.4389e-07,4.9127e-06,9.8253e-06,0,0,0,1,0.00019832,0.45385,0.00015984,0,0,1,0.00066,0.5,0.00066,0
1,-11.163,321.67,0,4.4389e-07,4.9308e-06,9.8617e-06,0,0,0,1,0.00019832,0.45705,0.00016225,0,0,1,0.000665,0.5,0.000665,0
1,-11.163,321.67,0,4.4389e-07,4.949e-06,9.898e-06,0,0,0,1,0.00019832,0.46025,0.00016467,0,0,1,0.00067,0.5,0.00067,0
1,-11.163,321.67,0,4.4389e-07,4.9672e-06,9.9344e-06,0,0,0,1,0.00019832,0.46344,0.00016708,0,0,1,0.000675,0.5,0.000675,0
1,-11.163,321.67,0,4.4389e-07,4.9854e-06,9.9708e-06,0,0,0,1,0.00019832,0.46664,0.0001695,0,0,1,0.00068,0.5,0.00068,0
1,-11.163,321.67,0,4.4389e-07,5.0036e-06,1.0007e-05,0,0,0,1,0.00019832,0.46984,0.00017191,0,0,1,0.000685,0.5,0.000685,0
1,-11.163,321.67,0,4.4389e-07,5.0218e-06,1.0044e-05,0,0,0,1,0.00019832,0.47304,0.00017433,0,0,1,0.00069,0.5,0.00069,0
1,-11.163,321.67,0,4.4389e-07,5.04e-06,1.008e-05,0,0,0,1,0.00019832,0.47623,0.00017674,0,0,1,0.000695,0.5,0.000695,0
1,-11.163,321.67,0,4.4389e-07,5.0581e-06,1.0116e-05,0,0,0,1,0.00019832,0.47943,0.00017916,0,0,1,0.0007,0.5,0.0007,0
1,-11.163,321.67,0,4.4389e-07,5.0763e-06,1.0153e-05,0,0,0,1,0.00019832,0.48263,0.00018157,0,0,1,0.000705,0.5,0.000705,0
1,-11.163,321.67,0,4.4389e-07,5.0945e-06,1.0189e-05,0,0,0,1,0.00019832,0.48583,0.00018399,0,0,1,0.00071,0.5,0.00071,0
1,-11.163,321.67,0,4.4389e-07,5.1127e-06,1.0225e-05,0,0,0,1,0.00019832,0.48902,0.0001864,0,0,1,0.000715,0.5,0.000715,0
1,-11.163,321.67,0,4.4389e-07,5.1309e-06,1.0262e-05,0,0,0,1,0.00019832,0.49222,0.00018882,0,0,1,0.00072,0.5,0.00072,0
1,-11.163,321.67,0,4.4389e-07,5.1491e-06,1.0298e-05,0,0,0,1,0.00019832,0.49542,0.00019123,0,0,1,0.000725,0.5,0.000725,0
1,-11.163,321.67,0,4.4389e-07,5.1673e-06,1.0335e-05,0,0,0,1,0.00019832,0.49861,0.00019365,0,0,1,0.00073,0.5,0.00073,0
1,-11.163,321.67,0,4.4389e-07,5.1854e-06,1.0371e-05,0,0,0,1,0.00019832,0.50181,0.00019606,0,0,1,0.000735,0.5,0.000735,0
1,-11.163,321.67,0,4.4389e-07,5.2036e-06,1.0407e-05,0,0,0,1,0.00019832,0.50501,0.00019848,0,0,1,0.00074,0.5,0.00074,0
1,-11.163,321.67,0,4.4389e-07,5.2218e-06,1.0444e-05,0,0,0,1,0.00019832,0.50821,0.00020089,0,0,1,0.000745,0.5,0.000745,0
1,-11.163,321.67,0,4.4389e-07,5.24e-06,1.048e-05,0,0,0,1,0.00019832,0.5114,0.00020331,0,0,1,0.00075,0.5,0.00075,0
1,-11.163,321.67,0,4.4389e-07,5.2582e-06,1.0516e-05,0,0,0,1,0.00019832,0.5146,0.00020572,0,0,1,0.000755,0.5,0.000755,0
1,-11.163,321.67,0,4.4389e-07,5.2764e-06,1.0553e-05,0,0,0,1,0.00019832,0.5178,0.00020814,0,0,1,0.00076,0.5,0.00076,0
1,-11.163,321.67,0,4.4389e-07,5.2945e-06,1.0589e-05,0,0,0,1,0.00019832,0.521,0.00021055,0,0,1,0.000765,0.5,0.000765,0
1,-11.163,321.67,0,4.4389e-07,5.3127e-06,1.0625e-05,0,0,0,1,0.00019832,0.52419,0.00021297,0,0,1,0.00077,0.5,0.00077,0
1,-11.163,321.67,0,4.4389e-07,5.3309e-06,1.0662e-05,0,0,0,1,0.00019832,0.52739,0.00021538,0,0,1,0.000775,0.5,0.000775,0
1,-11.163,321.67,0,4.4389e-07,5.3491e-06,1.0698e-05,0,0,0,1,0.00019832,0.53059,0.0002178,0,0,1,0.00078,0.5,0.00078,0
1,-11.163,321.67,0,4.4389e-07,5.3749e-06,1.075e-05,0,0,0,1,0.00019832,0.53366,0.00022037,0,0,1,0.000785,0.5,0.000785,0
1,-11.163,321.67,0,4.4389e-07,5.4054e-06,1.0811e-05,0,0,0,1,0.00019832,0.53665,0.00022306,0,0,1,0.00079,0.5,0.00079,0
1,-11.163,321.67,0,4.4389e-07,5.4358e-06,1.0872e-05,0,0,0,1,0.00019832,0.53964,0.00022574,0,0,1,0.000795,0.5,0.000795,0
