"Density","Enthalpy","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Thermal_Conductivity","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-11.163,321.67,0,4.4389e-07,-3.4911e-05,-6.9822e-05,0.00069504,0,0,1,0.00019832,0,0,0,0,1,0,0.4,0,0
1,-11.163,321.67,0,4.4389e-07,-3.4909e-05,-6.9817e-05,0,0,0,1,0.00019832,0.0039145,1.2135e-08,0,0,1,5e-06,0.4,5e-06,0
1,-11.163,321.67,0,4.4389e-07,-3.4907e-05,-6.9813e-05,0,0,0,1,0.00019832,0.0078289,4.8906e-08,0,0,1,1e-05,0.4,1e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4905e-05,-6.9809e-05,0,0,0,1,0.00019832,0.011743,1.1001e-07,0,0,1,1.5e-05,0.4,1.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4903e-05,-6.9806e-05,0,0,0,1,0.00019832,0.015658,1.9427e-07,0,0,1,2e-05,0.4,2e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4901e-05,-6.9802e-05,0,0,0,1,0.00019832,0.019572,3.0497e-07,0,0,1,2.5e-05,0.4,2.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4899e-05,-6.9799e-05,0,0,0,1,0.00019832,0.023487,4.3896e-07,0,0,1,3e-05,0.4,3e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4898e-05,-6.9795e-05,0,0,0,1,0.00019832,0.027401,5.9486e-07,0,0,1,3.5e-05,0.4,3.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4896e-05,-6.9792e-05,0,0,0,1,0.00019832,0.031316,7.798e-07,0,0,1,4e-05,0.4,4e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4895e-05,-6.9789e-05,0,0,0,1,0.00019832,0.03523,9.8965e-07,0,0,1,4.5e-05,0.4,4.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4893e-05,-6.9786e-05,0,0,0,1,0.00019832,0.039145,1.2122e-06,0,0,1,5e-05,0.4,5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4892e-05,-6.9784e-05,0,0,0,1,0.00019832,0.043059,1.4785e-06,0,0,1,5.5e-05,0.4,5.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4891e-05,-6.9781e-05,0,0,0,1,0.00019832,0.046973,1.7461e-06,0,0,1,6e-05,0.4,6e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.489e-05,-6.9779e-05,0,0,0,1,0.00019832,0.050887,2.0645e-06,0,0,1,6.5e-05,0.4,6.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4888e-05,-6.9777e-05,0,0,0,1,0.00019832,0.054801,2.3863e-06,0,0,1,7e-05,0.4,7e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4887e-05,-6.9775e-05,0,0,0,1,0.00019832,0.058715,2.7406e-06,0,0,1,7.5e-05,0.4,7.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4887e-05,-6.9773e-05,0,0,0,1,0.00019832,0.062629,3.1273e-06,0,0,1,8e-05,0.4,8e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4886e-05,-6.9771e-05,0,0,0,1,0.00019832,0.066543,3.514e-06,0,0,1,8.5e-05,0.4,8.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4885e-05,-6.977e-05,0,0,0,1,0.00019832,0.070457,3.9455e-06,0,0,1,9e-05,0.4,9e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4884e-05,-6.9768e-05,0,0,0,1,0.00019832,0.07437,4.4101e-06,0,0,1,9.5e-05,0.4,9.5e-05,0
1,-11.163,321.67,0,4.4389e-07,-3.4884e-05,-6.9767e-05,0,0,0,1,0.00019832,0.078283,4.8748e-06,0,0,1,0.0001,0.4,0.0001,0
1,-11.163,321.67,0,4.4389e-07,-3.4883e-05,-6.9766e-05,0,0,0,1,0.00019832,0.082197,5.3453e-06,0,0,1,0.000105,0.4,0.000105,0
1,-11.163,321.67,0,4.4389e-07,-3.4882e-05,-6.9765e-05,0,0,0,1,0.00019832,0.086109,5.9034e-06,0,0,1,0.00011,0.4,0.00011,0
1,-11.163,321.67,0,4.4389e-07,-3.4882e-05,-6.9764e-05,0,0,0,1,0.00019832,0.090022,6.4614e-06,0,0,1,0.000115,0.4,0.000115,0
1,-11.163,321.67,0,4.4389e-07,-3.4882e-05,-6.9763e-05,0,0,0,1,0.00019832,0.093934,7.0195e-06,0,0,1,0.00012,0.4,0.00012,0
