"Density","Enthalpy","Heat_Capacity","Heat_Flux","Laminar_Viscosity","Pressure","Pressure_Coefficient","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Temperature","Thermal_Conductivity","Velocity:0","Velocity:1","Velocity:2","Y_Plus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,-11.163,321.67,0,4.4389e-07,-5.54e-05,-0.0001108,0,0,0,1,0.00019832,0.9805,0.00098196,0,0,1,0.001635,0.3,0.001635,0
1,-11.163,321.67,0,4.4389e-07,-5.547e-05,-0.00011094,0,0,0,1,0.00019832,0.98078,0.00098281,0,0,1,0.00164,0.3,0.00164,0
1,-11.163,321.67,0,4.4389e-07,-5.554e-05,-0.00011108,0,0,0,1,0.00019832,0.98106,0.00098367,0,0,1,0.001645,0.3,0.001645,0
1,-11.163,321.67,0,4.4389e-07,-5.561e-05,-0.00011122,0,0,0,1,0.00019832,0.98134,0.00098453,0,0,1,0.00165,0.3,0.00165,0
1,-11.163,321.67,0,4.4389e-07,-5.568e-05,-0.00011136,0,0,0,1,0.00019832,0.98162,0.00098538,0,0,1,0.001655,0.3,0.001655,0
1,-11.163,321.67,0,4.4389e-07,-5.575e-05,-0.0001115,0,0,0,1,0.00019832,0.9819,0.00098624,0,0,1,0.00166,0.3,0.00166,0
1,-11.163,321.67,0,4.4389e-07,-5.582e-05,-0.00011164,0,0,0,1,0.00019832,0.98218,0.0009871,0,0,1,0.001665,0.3,0.001665,0
1,-11.163,321.67,0,4.4389e-07,-5.589e-05,-0.00011178,0,0,0,1,0.00019832,0.98246,0.00098795,0,0,1,0.00167,0.3,0.00167,0
1,-11.163,321.67,0,4.4389e-07,-5.5959e-05,-0.00011192,0,0,0,1,0.00019832,0.98274,0.00098881,0,0,1,0.001675,0.3,0.001675,0
1,-11.163,321.67,0,4.4389e-07,-5.6029e-05,-0.00011206,0,0,0,1,0.00019832,0.98302,0.00098967,0,0,1,0.00168,0.3,0.00168,0
1,-11.163,321.67,0,4.4389e-07,-5.6099e-05,-0.0001122,0,0,0,1,0.00019832,0.9833,0.00099053,0,0,1,0.001685,0.3,0.001685,0
1,-11.163,321.67,0,4.4389e-07,-5.6169e-05,-0.00011234,0,0,0,1,0.00019832,0.98358,0.00099138,0,0,1,0.00169,0.3,0.00169,0
1,-11.163,321.67,0,4.4389e-07,-5.6239e-05,-0.00011248,0,0,0,1,0.00019832,0.98386,0.00099224,0,0,1,0.001695,0.3,0.001695,0
1,-11.163,321.67,0,4.4389e-07,-5.6309e-05,-0.00011262,0,0,0,1,0.00019832,0.98414,0.0009931,0,0,1,0.0017,0.3,0.0017,0
1,-11.163,321.67,0,4.4389e-07,-5.6379e-05,-0.00011276,0,0,0,1,0.00019832,0.98442,0.00099395,0,0,1,0.001705,0.3,0.001705,0
1,-11.163,321.67,0,4.4389e-07,-5.6449e-05,-0.0001129,0,0,0,1,0.00019832,0.9847,0.00099481,0,0,1,0.00171,0.3,0.00171,0
1,-11.163,321.67,0,4.4389e-07,-5.6519e-05,-0.00011304,0,0,0,1,0.00019832,0.98498,0.00099567,0,0,1,0.001715,0.3,0.001715,0
1,-11.163,321.67,0,4.4389e-07,-5.6589e-05,-0.00011318,0,0,0,1,0.00019832,0.98526,0.00099652,0,0,1,0.00172,0.3,0.00172,0
1,-11.163,321.67,0,4.4389e-07,-5.6659e-05,-0.00011332,0,0,0,1,0.00019832,0.98554,0.00099738,0,0,1,0.001725,0.3,0.001725,0
1,-11.163,321.67,0,4.4389e-07,-5.6729e-05,-0.00011346,0,0,0,1,0.00019832,0.98582,0.00099824,0,0,1,0.00173,0.3,0.00173,0
