"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,   "mdot_outlet"  
          0,           0,         125,      -4.339553861,      -1400.518279
          0,           0,         126,      -4.363170094,      -1400.518298
          0,           0,         127,      -4.386902848,      -1400.518316
          0,           0,         128,      -4.410749681,      -1400.518333
          0,           0,         129,      -4.434708482,       -1400.51835
          0,           0,         130,      -4.458777622,      -1400.518366
          0,           0,         131,      -4.482955848,      -1400.518381
          0,           0,         132,      -4.507242099,      -1400.518396
          0,           0,         133,      -4.531635387,      -1400.518411
          0,           0,         134,      -4.556134716,      -1400.518424
          0,           0,         135,      -4.580739034,      -1400.518437
          0,           0,         136,      -4.605447188,       -1400.51845
          0,           0,         137,      -4.630257902,      -1400.518462
          0,           0,         138,      -4.655169777,      -1400.518474
          0,           0,         139,      -4.680181301,      -1400.518485
          0,           0,         140,      -4.705290869,      -1400.518496
          0,           0,         141,      -4.730496799,      -1400.518506
          0,           0,         142,      -4.755797334,      -1400.518516
          0,           0,         143,      -4.781190645,      -1400.518525
          0,           0,         144,      -4.806674829,      -1400.518534
          0,           0,         145,      -4.832247894,      -1400.518543
          0,           0,         146,       -4.85790776,      -1400.518551
          0,           0,         147,      -4.883652244,      -1400.518559
          0,           0,         148,      -4.909479052,      -1400.518567
          0,           0,         149,      -4.935385775,      -1400.518575
          0,           0,         150,      -4.961369876,      -1400.518582
          0,           0,         151,      -4.987428679,      -1400.518588
          0,           0,         152,      -5.013559366,      -1400.518595
