"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -1.447243382,       1.306384008,    -0.09155600044,       4.212519939,          204929.9,     0.03747676957,      0.2116609362,                 0,                 0,                 0,   -0.003534861775,   0.0001528773844,      0.2149531037,                 0,       5.647790313
          0,           0,           1,      -1.733651931,       1.037776508,       0.500580391,       3.928038664,          204929.9,      0.0744505201,      0.4162454593,                 0,                 0,                 0,   -0.008868574447,    0.001039183937,      0.4228499527,                 0,       5.590900624
          0,           0,           2,      -1.858187415,      0.9100424764,      0.6211778579,       3.821173258,          204929.9,      0.0919516934,      0.4999409373,                 0,                 0,                 0,    -0.01171178056,    0.003740907856,      0.5083129551,                 0,       5.436995436
          0,           0,           3,      -1.800117399,      0.9569397246,      0.7545475754,       3.892254936,          204929.9,     0.09306124559,      0.5025817003,                 0,                 0,                 0,    -0.01112073412,    0.004375039784,      0.5111062707,                 0,       5.400547748
          0,           0,           4,      -1.835513077,      0.9078205212,      0.7313452034,       3.846840134,          204929.9,     0.09177118908,      0.4913833439,                 0,                 0,                 0,    -0.01010889288,    0.005049156316,      0.4998540265,                 0,       5.354440198
          0,           0,           5,      -1.840593326,      0.8876334063,      0.7249928521,       3.830307317,          204929.9,     0.08755262919,      0.4660257204,                 0,                 0,                 0,   -0.008946656034,    0.005297990928,      0.4741490971,                 0,        5.32280669
          0,           0,           6,      -1.780054991,      0.9402068174,      0.7515027893,        3.88568281,          204929.9,     0.08216444093,       0.437548365,                 0,                 0,                 0,   -0.009270656075,    0.004936702233,      0.4451687276,                 0,       5.325276482
          0,           0,           7,      -1.658965314,       1.053312097,      0.8404141639,       4.013497366,          204929.9,     0.07866785227,      0.4203174513,                 0,                 0,                 0,    -0.01218806638,    0.004485351376,      0.4275924139,                 0,       5.342937924
          0,           0,           8,      -1.551804556,       1.143336559,      0.9338238217,       4.125104342,          204929.9,     0.07740541231,      0.4142642911,                 0,                 0,                 0,    -0.01253786314,    0.004293210948,      0.4214119944,                 0,       5.351877585
          0,           0,           9,      -1.577207864,       1.099368815,      0.9139511175,       4.087464559,          204929.9,     0.07651680434,        0.41027787,                 0,                 0,                 0,    -0.01344463388,    0.004110337689,      0.4173318309,                 0,       5.361931585
          0,           0,          10,      -1.569174114,       1.082359914,      0.9206816559,        4.06955484,          204929.9,     0.07643827318,      0.4099813382,                 0,                 0,                 0,      -0.015073981,    0.004084491796,      0.4170261673,                 0,       5.363560964
          0,           0,          11,      -1.511325383,       1.139082354,      0.9412361427,       4.119625739,          204929.9,     0.07796800553,      0.4171952558,                 0,                 0,                 0,    -0.01711401904,    0.004338300428,      0.4243961245,                 0,       5.350851968
          0,           0,          12,      -1.446863333,       1.210534782,      0.9946973619,       4.210270882,          204929.9,     0.08084944513,      0.4313687906,                 0,                 0,                 0,    -0.01815816704,    0.004714755999,      0.4388546882,                 0,       5.335457651
          0,           0,          13,       -1.39307234,       1.257918744,       1.059376306,       4.282575806,          204929.9,     0.08102011788,      0.4322114851,                 0,                 0,                 0,    -0.01808403255,    0.004736503477,      0.4397142173,                 0,       5.334619308
          0,           0,          14,      -1.414451323,       1.217653776,        1.06214589,       4.249781585,          204929.9,     0.08147377609,       0.434479424,                 0,                 0,                 0,     -0.0180166024,    0.004789446155,       0.442026478,                 0,       5.332751774
          0,           0,          15,      -1.393560394,       1.224550096,       1.079661553,       4.240132462,          204929.9,     0.08246032475,      0.4395435166,                 0,                 0,                 0,    -0.01796599779,    0.004881636464,      0.4471849481,                 0,       5.330363638
          0,           0,          16,      -1.338860886,       1.294468607,       1.085861728,       4.294132792,          204929.9,      0.0843449294,       0.449522817,                 0,                 0,                 0,    -0.01773327004,    0.005004722401,      0.4573398986,                 0,       5.329577252
          0,           0,          17,      -1.312583192,       1.328054367,       1.111928155,        4.35340346,          204929.9,     0.08635167456,      0.4603661258,                 0,                 0,                 0,    -0.01731647046,    0.005098059791,      0.4683669408,                 0,       5.331293552
          0,           0,          18,      -1.295293619,       1.335221323,       1.149554176,       4.389364348,          204929.9,     0.08787928279,       0.468739448,                 0,                 0,                 0,    -0.01694206701,    0.005148448078,      0.4768783198,                 0,        5.33390161
          0,           0,          19,      -1.266259451,       1.356102387,       1.174134623,       4.417983579,          204929.9,     0.08908833171,      0.4753566185,                 0,                 0,                 0,    -0.01666653078,    0.005190069232,      0.4836049097,                 0,       5.335789877
          0,           0,          20,      -1.242769311,       1.377907043,       1.188481757,       4.440249056,          204929.9,      0.0900857128,      0.4807762338,                 0,                 0,                 0,    -0.01646827621,    0.005231191531,      0.4891153824,                 0,       5.336875503
          0,           0,          21,      -1.231598133,       1.388469962,        1.19667087,       4.453574499,          204929.9,     0.09093325172,      0.4853645526,                 0,                 0,                 0,    -0.01630539379,     0.00526910123,      0.4937811679,                 0,       5.337591513
          0,           0,          22,      -1.227191796,       1.391560868,       1.199358083,       4.460313634,          204929.9,     0.09166666094,      0.4893450527,                 0,                 0,                 0,    -0.01614551759,    0.005300161734,      0.4978285504,                 0,       5.338309999
          0,           0,          23,       -1.22583158,       1.391122704,       1.197317684,       4.462834327,          204929.9,     0.09230763475,      0.4928489042,                 0,                 0,                 0,    -0.01597326633,    0.005322960283,      0.5013904745,                 0,       5.339199792
          0,           0,          24,      -1.227126687,       1.388284793,       1.192012462,       4.462278613,          204929.9,     0.09286942917,      0.4959495391,                 0,                 0,                 0,    -0.01578875307,    0.005337800186,      0.5045415584,                 0,       5.340288441
          0,           0,          25,      -1.231202819,       1.383572665,       1.184364232,       4.459183708,          204929.9,     0.09336123663,      0.4986929761,                 0,                 0,                 0,    -0.01559915661,    0.005345743142,      0.5073287179,                 0,       5.341542102
          0,           0,          26,      -1.237563581,       1.377430749,       1.174749185,       4.453953878,          204929.9,     0.09379255798,      0.5011246624,                 0,                 0,                 0,    -0.01540775327,    0.005348253864,      0.5097983595,                 0,       5.342904311
          0,           0,          27,      -1.245836013,       1.369593698,       1.163284496,       4.446618862,          204929.9,      0.0941714466,      0.5032833043,                 0,                 0,                 0,    -0.01521744631,    0.005346542078,      0.5119900002,                 0,       5.344330182
